23.70885, 1, TP
26.26272, 1, TN
28.0393, 2, FP
29.58346, 2, TN
29.87259, 2, FP
35.49085, 2, TN
36.15081, 2, TP
39.22054, 2, FN
40.04372, 2, FP
41.18913, 2, TN
41.54194, 3, FP
44.77638, 3, TN
45.69879, 3, FP
47.18602, 3, TN
49.12987, 3, TP
53.22783, 3, FN
53.73889, 3, TP
57.24858, 3, TN
57.54308, 4, FP
57.66507, 4, TN
58.03675, 4, FP
61.27849, 4, TN
66.57754, 4, TP
67.7215, 4, FN
70.80643, 4, FP
80.01948, 4, TN
80.88151, 5, FP
81.00391, 5, TN
82.82262, 5, FP
85.20282, 5, TN
85.53476, 5, FP
89.58855, 5, TN
92.32117, 5, TP
97.08548, 5, FN
100.106, 5, FP
104.5034, 5, TN
