Participant Id:Yuxuan
96.7698, True, 1, 96.7698, True
99.11295, True, 2, 99.11295, Hover
101.3957, True, 2, 101.3957, True
103.9219, True, 3, 103.9219, Hover
105.0607, True, 3, 105.0607, True
107.5038, True, 4, 107.5038, Hover
108.4136, True, 4, 108.4136, True
109.8924, True, 4, 109.8924, False
111.0276, True, 5, 111.0276, True
111.4516, True, 5, 111.4516, True
114.0394, False, 6, 114.0394, Hover
115.7582, False, 6, 115.7582, Hover
115.8029, False, 6, 115.8029, True
118.4767, False, 7, 118.4767, True
120.7309, False, 8, 120.7309, Hover
121.6947, False, 8, 121.6947, True
123.7669, False, 9, 123.7669, Hover
124.9514, False, 9, 124.9514, True
127.7653, False, 10, 127.7653, Hover
128.3623, False, 10, 128.3623, True
131.3851, False, 11, 131.3851, Hover
132.1967, False, 11, 132.1967, True
132.4418, False, 11, 132.4418, True
135.1406, False, 12, 135.1406, Hover
135.4848, False, 12, 135.4848, True
135.7573, False, 12, 135.7573, True
137.9047, False, 13, 137.9047, Hover
138.5073, False, 13, 138.5073, True
141.3658, False, 14, 141.3658, Hover
141.9452, False, 14, 141.9452, True
144.9794, False, 15, 144.9794, Hover
146.2194, False, 15, 146.2194, True
148.7289, False, 16, 148.7289, Hover
149.9422, False, 16, 149.9422, True
152.1616, False, 17, 152.1616, Hover
153.2758, False, 17, 153.2758, True
155.3198, False, 18, 155.3198, Hover
156.2528, False, 18, 156.2528, True
158.1064, False, 18, 158.1064, False
158.8413, False, 19, 158.8413, Hover
159.5163, False, 19, 159.5163, True
160.9594, False, 19, 160.9594, Hover
163.5479, False, 20, 163.5479, Hover
164.3896, False, 20, 164.3896, Hover
167.3365, False, 20, 167.3365, Hover
168.5988, False, 20, 168.5988, True
170.8127, False, 21, 170.8127, Hover
171.5466, False, 21, 171.5466, Hover
174.5074, False, 21, 174.5074, True
179.8066, False, 22, 179.8066, Hover
180.6214, False, 22, 180.6214, True
186.3165, False, 23, 186.3165, False
187.3924, False, 23, 187.3924, Hover
188.3397, False, 23, 188.3397, True
191.7991, False, 24, 191.7991, Hover
193.6859, False, 24, 193.6859, Hover
194.5681, False, 24, 194.5681, Hover
195.0431, False, 24, 195.0431, True
197.2402, False, 25, 197.2402, Hover
208.584, False, 25, 208.584, Hover
209.528, False, 25, 209.528, True
210.7397, False, 25, 210.7397, True
211.1518, False, 25, 211.1518, True
211.6125, False, 26, 211.6125, Hover
213.143, False, 26, 213.143, Hover
214.8447, False, 26, 214.8447, Hover
218.7898, False, 26, 218.7898, Hover
