2.182247, 1, TP
4.961357, 1, FN
6.959722, 1, TP
9.3874, 1, FN
10.90136, 1, FP
12.78017, 1, TN
15.91824, 2, FP
16.05434, 2, TN
17.07564, 2, TP
18.3577, 2, FN
19.15587, 2, TP
19.81956, 2, FN
19.9424, 2, TP
20.40937, 2, FN
21.14126, 2, TP
22.4294, 2, FN
23.65067, 2, TP
24.93063, 2, FN
26.13953, 2, TP
27.39773, 2, FN
30.20725, 2, TP
30.54288, 2, FN
31.46092, 2, TP
34.76947, 2, FN
34.89647, 2, TP
35.53841, 2, FN
36.43714, 2, TP
36.55928, 2, FN
38.63744, 2, TP
38.76598, 2, FN
40.54514, 2, FP
43.57782, 2, TN
44.74375, 3, TP
47.27564, 3, FN
47.40863, 3, TP
47.54221, 3, FN
47.78341, 3, TP
48.36574, 3, FN
51.88578, 3, TP
52.13894, 3, FN
52.92845, 3, TP
53.08241, 3, FN
53.83689, 3, TP
55.43295, 3, FN
56.62706, 3, TP
58.17852, 3, FN
59.3567, 3, FP
60.87365, 3, TN
62.00171, 4, TP
64.82838, 4, FN
