'global_time':0.02, 'head_vector_x':0, 'head_vector_y':0, 'head_vector_z':1
'global_time':11.94122, 'head_vector_x':-0.746315, 'head_vector_y':0.3644261, 'head_vector_z':0.5569627
'global_time':11.9522, 'head_vector_x':-0.7499505, 'head_vector_y':0.3651669, 'head_vector_z':0.5515682
'global_time':11.96217, 'head_vector_x':-0.7534209, 'head_vector_y':0.3657156, 'head_vector_z':0.5464514
'global_time':11.97373, 'head_vector_x':-0.7565392, 'head_vector_y':0.3663771, 'head_vector_z':0.5416791
'global_time':11.98521, 'head_vector_x':-0.7591568, 'head_vector_y':0.3668297, 'head_vector_z':0.5376959
'global_time':11.9951, 'head_vector_x':-0.7614886, 'head_vector_y':0.3673259, 'head_vector_z':0.5340476
'global_time':12.00573, 'head_vector_x':-0.7632835, 'head_vector_y':0.3679252, 'head_vector_z':0.5310645
'global_time':12.01667, 'head_vector_x':-0.7647895, 'head_vector_y':0.3683162, 'head_vector_z':0.5286211
'global_time':12.02788, 'head_vector_x':-0.7659823, 'head_vector_y':0.368433, 'head_vector_z':0.5268096
'global_time':12.03912, 'head_vector_x':-0.7670626, 'head_vector_y':0.3682233, 'head_vector_z':0.5253823
'global_time':12.05055, 'head_vector_x':-0.7678353, 'head_vector_y':0.3674771, 'head_vector_z':0.5247757
'global_time':12.06151, 'head_vector_x':-0.7683483, 'head_vector_y':0.3667282, 'head_vector_z':0.5245486
'global_time':12.073, 'head_vector_x':-0.7686538, 'head_vector_y':0.365469, 'head_vector_z':0.5249798
'global_time':12.08497, 'head_vector_x':-0.7687451, 'head_vector_y':0.3639542, 'head_vector_z':0.5258977
'global_time':12.09544, 'head_vector_x':-0.7684084, 'head_vector_y':0.3623914, 'head_vector_z':0.5274666
'global_time':12.10661, 'head_vector_x':-0.7681091, 'head_vector_y':0.3604496, 'head_vector_z':0.5292301
'global_time':12.11786, 'head_vector_x':-0.7676795, 'head_vector_y':0.3585237, 'head_vector_z':0.5311583
'global_time':12.12991, 'head_vector_x':-0.7672034, 'head_vector_y':0.3563581, 'head_vector_z':0.5332991
'global_time':12.14019, 'head_vector_x':-0.7667328, 'head_vector_y':0.3542195, 'head_vector_z':0.5353965
'global_time':12.15195, 'head_vector_x':-0.7664255, 'head_vector_y':0.3522791, 'head_vector_z':0.537114
'global_time':12.16286, 'head_vector_x':-0.7661049, 'head_vector_y':0.3506584, 'head_vector_z':0.5386298
'global_time':12.17414, 'head_vector_x':-0.7658783, 'head_vector_y':0.3495811, 'head_vector_z':0.5396513
'global_time':12.18518, 'head_vector_x':-0.7660353, 'head_vector_y':0.348196, 'head_vector_z':0.5403235
'global_time':12.1987, 'head_vector_x':-0.7662385, 'head_vector_y':0.3469427, 'head_vector_z':0.5408413
'global_time':12.2096, 'head_vector_x':-0.7669426, 'head_vector_y':0.3451609, 'head_vector_z':0.5409836
'global_time':12.22004, 'head_vector_x':-0.7676536, 'head_vector_y':0.3434746, 'head_vector_z':0.5410482
'global_time':12.22962, 'head_vector_x':-0.7693339, 'head_vector_y':0.3417799, 'head_vector_z':0.5397332
'global_time':12.24062, 'head_vector_x':-0.7708728, 'head_vector_y':0.3405139, 'head_vector_z':0.5383359
'global_time':12.25181, 'head_vector_x':-0.7732093, 'head_vector_y':0.3397555, 'head_vector_z':0.5354564
'global_time':12.26272, 'head_vector_x':-0.7756468, 'head_vector_y':0.3393995, 'head_vector_z':0.5321467
'global_time':12.2739, 'head_vector_x':-0.7785087, 'head_vector_y':0.3386514, 'head_vector_z':0.5284312
'global_time':12.28489, 'head_vector_x':-0.7813047, 'head_vector_y':0.3379845, 'head_vector_z':0.5247185
'global_time':12.29613, 'head_vector_x':-0.7845101, 'head_vector_y':0.3370281, 'head_vector_z':0.5205344
'global_time':12.30768, 'head_vector_x':-0.7877405, 'head_vector_y':0.3360806, 'head_vector_z':0.5162508
'global_time':12.31826, 'head_vector_x':-0.7908822, 'head_vector_y':0.3354558, 'head_vector_z':0.5118347
'global_time':12.3299, 'head_vector_x':-0.7942446, 'head_vector_y':0.3348293, 'head_vector_z':0.5070156
'global_time':12.34089, 'head_vector_x':-0.797308, 'head_vector_y':0.3345605, 'head_vector_z':0.5023637
'global_time':12.35278, 'head_vector_x':-0.8002549, 'head_vector_y':0.3343236, 'head_vector_z':0.497815
'global_time':12.3627, 'head_vector_x':-0.8030435, 'head_vector_y':0.3340241, 'head_vector_z':0.4935067
'global_time':12.37392, 'head_vector_x':-0.8056442, 'head_vector_y':0.3335707, 'head_vector_z':0.489559
'global_time':12.38519, 'head_vector_x':-0.8081656, 'head_vector_y':0.3330587, 'head_vector_z':0.4857368
'global_time':12.39591, 'head_vector_x':-0.8104696, 'head_vector_y':0.3325132, 'head_vector_z':0.4822592
'global_time':12.4075, 'head_vector_x':-0.8125993, 'head_vector_y':0.3318207, 'head_vector_z':0.4791424
'global_time':12.4202, 'head_vector_x':-0.8146292, 'head_vector_y':0.3313087, 'head_vector_z':0.4760399
'global_time':12.43183, 'head_vector_x':-0.8163961, 'head_vector_y':0.3305515, 'head_vector_z':0.4735326
'global_time':12.44316, 'head_vector_x':-0.8181855, 'head_vector_y':0.3297243, 'head_vector_z':0.4710144
'global_time':12.45208, 'head_vector_x':-0.8197402, 'head_vector_y':0.3290651, 'head_vector_z':0.4687666
'global_time':12.46291, 'head_vector_x':-0.8212115, 'head_vector_y':0.3282743, 'head_vector_z':0.4667415
'global_time':12.47436, 'head_vector_x':-0.8224697, 'head_vector_y':0.3273852, 'head_vector_z':0.465148
'global_time':12.48518, 'head_vector_x':-0.8237182, 'head_vector_y':0.3263981, 'head_vector_z':0.4636296
'global_time':12.49577, 'head_vector_x':-0.8247424, 'head_vector_y':0.3252593, 'head_vector_z':0.4626081
'global_time':12.5078, 'head_vector_x':-0.8256635, 'head_vector_y':0.3239951, 'head_vector_z':0.4618518
'global_time':12.51823, 'head_vector_x':-0.8263366, 'head_vector_y':0.3225987, 'head_vector_z':0.4616252
'global_time':12.52939, 'head_vector_x':-0.8268477, 'head_vector_y':0.3214504, 'head_vector_z':0.461511
'global_time':12.54121, 'head_vector_x':-0.8270497, 'head_vector_y':0.3203057, 'head_vector_z':0.461945
'global_time':12.55271, 'head_vector_x':-0.8268313, 'head_vector_y':0.3189441, 'head_vector_z':0.463276
'global_time':12.5643, 'head_vector_x':-0.8258433, 'head_vector_y':0.3178188, 'head_vector_z':0.4658047
'global_time':12.57464, 'head_vector_x':-0.8243427, 'head_vector_y':0.3164785, 'head_vector_z':0.4693618
'global_time':12.58491, 'head_vector_x':-0.8219834, 'head_vector_y':0.3152761, 'head_vector_z':0.474283
'global_time':12.59574, 'head_vector_x':-0.8187276, 'head_vector_y':0.314388, 'head_vector_z':0.4804637
'global_time':12.6077, 'head_vector_x':-0.8144518, 'head_vector_y':0.3138404, 'head_vector_z':0.4880291
'global_time':12.61961, 'head_vector_x':-0.8096989, 'head_vector_y':0.313802, 'head_vector_z':0.4958993
'global_time':12.62911, 'head_vector_x':-0.8046206, 'head_vector_y':0.3136542, 'head_vector_z':0.5041891
'global_time':12.64064, 'head_vector_x':-0.7991843, 'head_vector_y':0.3140383, 'head_vector_z':0.5125276
'global_time':12.65152, 'head_vector_x':-0.7935809, 'head_vector_y':0.3144248, 'head_vector_z':0.5209284
'global_time':12.66289, 'head_vector_x':-0.7880031, 'head_vector_y':0.3150864, 'head_vector_z':0.5289345
'global_time':12.67348, 'head_vector_x':-0.7819595, 'head_vector_y':0.3161733, 'head_vector_z':0.5371907
'global_time':12.68603, 'head_vector_x':-0.7762241, 'head_vector_y':0.3169293, 'head_vector_z':0.5450063
'global_time':12.69757, 'head_vector_x':-0.7701998, 'head_vector_y':0.3182914, 'head_vector_z':0.552705
'global_time':12.71022, 'head_vector_x':-0.7641055, 'head_vector_y':0.3198611, 'head_vector_z':0.5602068
'global_time':12.72044, 'head_vector_x':-0.758228, 'head_vector_y':0.3217754, 'head_vector_z':0.5670547
'global_time':12.73267, 'head_vector_x':-0.752497, 'head_vector_y':0.3240514, 'head_vector_z':0.5733576
'global_time':12.74396, 'head_vector_x':-0.7467397, 'head_vector_y':0.3269278, 'head_vector_z':0.579222
'global_time':12.75319, 'head_vector_x':-0.7412057, 'head_vector_y':0.3301933, 'head_vector_z':0.5844541
'global_time':12.76262, 'head_vector_x':-0.7354543, 'head_vector_y':0.3343633, 'head_vector_z':0.5893285
'global_time':12.77316, 'head_vector_x':-0.7294401, 'head_vector_y':0.3395894, 'head_vector_z':0.5937981
'global_time':12.78383, 'head_vector_x':-0.7230512, 'head_vector_y':0.3451587, 'head_vector_z':0.5983832
'global_time':12.79435, 'head_vector_x':-0.7167711, 'head_vector_y':0.3501196, 'head_vector_z':0.6030387
'global_time':12.80693, 'head_vector_x':-0.7105733, 'head_vector_y':0.3542401, 'head_vector_z':0.607947
'global_time':12.81717, 'head_vector_x':-0.704653, 'head_vector_y':0.3574283, 'head_vector_z':0.6129512
'global_time':12.82923, 'head_vector_x':-0.6989371, 'head_vector_y':0.3599992, 'head_vector_z':0.6179706
'global_time':12.84403, 'head_vector_x':-0.6929735, 'head_vector_y':0.362697, 'head_vector_z':0.623088
'global_time':12.85471, 'head_vector_x':-0.6867402, 'head_vector_y':0.3655952, 'head_vector_z':0.6282738
'global_time':12.86439, 'head_vector_x':-0.6800859, 'head_vector_y':0.3694275, 'head_vector_z':0.6332508
'global_time':12.87593, 'head_vector_x':-0.6731559, 'head_vector_y':0.3731135, 'head_vector_z':0.6384728
'global_time':12.88638, 'head_vector_x':-0.6657745, 'head_vector_y':0.3770643, 'head_vector_z':0.6438688
'global_time':12.89673, 'head_vector_x':-0.6586025, 'head_vector_y':0.3800642, 'head_vector_z':0.6494567
'global_time':12.90856, 'head_vector_x':-0.6513838, 'head_vector_y':0.3827617, 'head_vector_z':0.655128
'global_time':12.91805, 'head_vector_x':-0.644382, 'head_vector_y':0.3854517, 'head_vector_z':0.6604535
'global_time':12.92726, 'head_vector_x':-0.6374902, 'head_vector_y':0.3881031, 'head_vector_z':0.6655691
'global_time':12.93773, 'head_vector_x':-0.6306378, 'head_vector_y':0.3909979, 'head_vector_z':0.6703855
'global_time':12.94855, 'head_vector_x':-0.6239858, 'head_vector_y':0.3938471, 'head_vector_z':0.6749268
'global_time':12.96103, 'head_vector_x':-0.6172724, 'head_vector_y':0.3966668, 'head_vector_z':0.6794338
'global_time':12.9708, 'head_vector_x':-0.6106557, 'head_vector_y':0.39927, 'head_vector_z':0.6838737
'global_time':12.98286, 'head_vector_x':-0.6042871, 'head_vector_y':0.4014997, 'head_vector_z':0.6882114
'global_time':12.99317, 'head_vector_x':-0.5982076, 'head_vector_y':0.4033687, 'head_vector_z':0.692417
'global_time':13.0041, 'head_vector_x':-0.5920101, 'head_vector_y':0.4051722, 'head_vector_z':0.6966776
'global_time':13.01504, 'head_vector_x':-0.5860035, 'head_vector_y':0.4070547, 'head_vector_z':0.7006471
'global_time':13.02604, 'head_vector_x':-0.5802059, 'head_vector_y':0.4093179, 'head_vector_z':0.704145
'global_time':13.03743, 'head_vector_x':-0.5747559, 'head_vector_y':0.4107894, 'head_vector_z':0.7077484
'global_time':13.04867, 'head_vector_x':-0.5698758, 'head_vector_y':0.4120967, 'head_vector_z':0.7109275
'global_time':13.06081, 'head_vector_x':-0.5657545, 'head_vector_y':0.4127914, 'head_vector_z':0.7138103
'global_time':13.07067, 'head_vector_x':-0.5622454, 'head_vector_y':0.4135624, 'head_vector_z':0.7161329
'global_time':13.08184, 'head_vector_x':-0.5592158, 'head_vector_y':0.4144408, 'head_vector_z':0.7179948
'global_time':13.09271, 'head_vector_x':-0.5570757, 'head_vector_y':0.4153826, 'head_vector_z':0.7191133
'global_time':13.10403, 'head_vector_x':-0.5556682, 'head_vector_y':0.4166167, 'head_vector_z':0.7194883
'global_time':13.11525, 'head_vector_x':-0.5553126, 'head_vector_y':0.417853, 'head_vector_z':0.7190458
'global_time':13.12686, 'head_vector_x':-0.555231, 'head_vector_y':0.4191208, 'head_vector_z':0.7183706
'global_time':13.13731, 'head_vector_x':-0.5565721, 'head_vector_y':0.4201534, 'head_vector_z':0.7167277
'global_time':13.14842, 'head_vector_x':-0.5585147, 'head_vector_y':0.421242, 'head_vector_z':0.7145745
'global_time':13.1601, 'head_vector_x':-0.5620484, 'head_vector_y':0.4218551, 'head_vector_z':0.7114351
'global_time':13.17064, 'head_vector_x':-0.5655779, 'head_vector_y':0.4225351, 'head_vector_z':0.7082272
'global_time':13.18167, 'head_vector_x':-0.570102, 'head_vector_y':0.4230519, 'head_vector_z':0.7042804
'global_time':13.19296, 'head_vector_x':-0.5748144, 'head_vector_y':0.4235915, 'head_vector_z':0.7001134
'global_time':13.20456, 'head_vector_x':-0.5800555, 'head_vector_y':0.4239489, 'head_vector_z':0.6955595
'global_time':13.21508, 'head_vector_x':-0.5854128, 'head_vector_y':0.4244741, 'head_vector_z':0.690734
'global_time':13.22626, 'head_vector_x':-0.5909023, 'head_vector_y':0.4249325, 'head_vector_z':0.6857601
'global_time':13.23751, 'head_vector_x':-0.5964875, 'head_vector_y':0.4255323, 'head_vector_z':0.6805329
'global_time':13.24872, 'head_vector_x':-0.6017334, 'head_vector_y':0.4262685, 'head_vector_z':0.6754347
'global_time':13.26032, 'head_vector_x':-0.6069952, 'head_vector_y':0.4271549, 'head_vector_z':0.6701459
'global_time':13.27396, 'head_vector_x':-0.6120653, 'head_vector_y':0.4284131, 'head_vector_z':0.6647092
'global_time':13.28505, 'head_vector_x':-0.6168622, 'head_vector_y':0.4296479, 'head_vector_z':0.6594571
'global_time':13.29571, 'head_vector_x':-0.6217315, 'head_vector_y':0.4304618, 'head_vector_z':0.6543338
'global_time':13.30715, 'head_vector_x':-0.6264975, 'head_vector_y':0.430526, 'head_vector_z':0.6497293
'global_time':13.31701, 'head_vector_x':-0.6312245, 'head_vector_y':0.4302528, 'head_vector_z':0.6453202
'global_time':13.32815, 'head_vector_x':-0.6357296, 'head_vector_y':0.4297078, 'head_vector_z':0.6412481
'global_time':13.33938, 'head_vector_x':-0.6398993, 'head_vector_y':0.4295877, 'head_vector_z':0.6371682
'global_time':13.35055, 'head_vector_x':-0.6436279, 'head_vector_y':0.4296356, 'head_vector_z':0.6333692
'global_time':13.36181, 'head_vector_x':-0.647155, 'head_vector_y':0.4292805, 'head_vector_z':0.6300069
'global_time':13.37391, 'head_vector_x':-0.6503499, 'head_vector_y':0.4286287, 'head_vector_z':0.6271544
'global_time':13.38512, 'head_vector_x':-0.6532602, 'head_vector_y':0.4273381, 'head_vector_z':0.6250067
'global_time':13.39523, 'head_vector_x':-0.6560985, 'head_vector_y':0.4256653, 'head_vector_z':0.6231724
'global_time':13.40675, 'head_vector_x':-0.6586417, 'head_vector_y':0.4236739, 'head_vector_z':0.6218454
'global_time':13.41792, 'head_vector_x':-0.6606806, 'head_vector_y':0.4218566, 'head_vector_z':0.6209172
'global_time':13.4292, 'head_vector_x':-0.6622124, 'head_vector_y':0.420285, 'head_vector_z':0.620351
'global_time':13.44188, 'head_vector_x':-0.6633991, 'head_vector_y':0.4179059, 'head_vector_z':0.6206902
'global_time':13.45226, 'head_vector_x':-0.6644584, 'head_vector_y':0.4152118, 'head_vector_z':0.6213649
'global_time':13.46273, 'head_vector_x':-0.6655622, 'head_vector_y':0.4118158, 'head_vector_z':0.6224426
'global_time':13.47345, 'head_vector_x':-0.6666757, 'head_vector_y':0.4078491, 'head_vector_z':0.6238611
'global_time':13.48499, 'head_vector_x':-0.6676071, 'head_vector_y':0.4035216, 'head_vector_z':0.6256765
'global_time':13.49562, 'head_vector_x':-0.6683878, 'head_vector_y':0.3984219, 'head_vector_z':0.6281064
'global_time':13.50669, 'head_vector_x':-0.6689597, 'head_vector_y':0.3932618, 'head_vector_z':0.6307441
'global_time':13.51786, 'head_vector_x':-0.6696928, 'head_vector_y':0.3876058, 'head_vector_z':0.6334614
'global_time':13.52896, 'head_vector_x':-0.6703412, 'head_vector_y':0.3810759, 'head_vector_z':0.6367291
'global_time':13.54046, 'head_vector_x':-0.6713983, 'head_vector_y':0.3740452, 'head_vector_z':0.6397771
'global_time':13.55142, 'head_vector_x':-0.6721621, 'head_vector_y':0.3668308, 'head_vector_z':0.6431433
'global_time':13.56234, 'head_vector_x':-0.6732435, 'head_vector_y':0.3592221, 'head_vector_z':0.6462992
'global_time':13.57795, 'head_vector_x':-0.6739245, 'head_vector_y':0.3520324, 'head_vector_z':0.6495374
'global_time':13.58953, 'head_vector_x':-0.6746438, 'head_vector_y':0.3450665, 'head_vector_z':0.6525221
'global_time':13.59983, 'head_vector_x':-0.675107, 'head_vector_y':0.3386337, 'head_vector_z':0.6554066
'global_time':13.61101, 'head_vector_x':-0.6754672, 'head_vector_y':0.3326024, 'head_vector_z':0.6581184
'global_time':13.62241, 'head_vector_x':-0.6754061, 'head_vector_y':0.327089, 'head_vector_z':0.6609383
'global_time':13.63339, 'head_vector_x':-0.6753587, 'head_vector_y':0.321733, 'head_vector_z':0.6636103
'global_time':13.64502, 'head_vector_x':-0.6752469, 'head_vector_y':0.3166569, 'head_vector_z':0.6661606
'global_time':13.65605, 'head_vector_x':-0.6753413, 'head_vector_y':0.3118885, 'head_vector_z':0.6683111
'global_time':13.66738, 'head_vector_x':-0.6760247, 'head_vector_y':0.3072504, 'head_vector_z':0.6697668
'global_time':13.67723, 'head_vector_x':-0.6773709, 'head_vector_y':0.3029272, 'head_vector_z':0.6703758
'global_time':13.68772, 'head_vector_x':-0.6789923, 'head_vector_y':0.2984085, 'head_vector_z':0.6707621
'global_time':13.69738, 'head_vector_x':-0.6809583, 'head_vector_y':0.2939193, 'head_vector_z':0.6707512
'global_time':13.70815, 'head_vector_x':-0.6835182, 'head_vector_y':0.289464, 'head_vector_z':0.6700847
'global_time':13.71981, 'head_vector_x':-0.6861999, 'head_vector_y':0.2846719, 'head_vector_z':0.6693965
'global_time':13.72999, 'head_vector_x':-0.6890966, 'head_vector_y':0.2800543, 'head_vector_z':0.6683679
'global_time':13.73997, 'head_vector_x':-0.6917966, 'head_vector_y':0.2752694, 'head_vector_z':0.6675659
'global_time':13.75194, 'head_vector_x':-0.6947097, 'head_vector_y':0.2707168, 'head_vector_z':0.6664014
'global_time':13.76622, 'head_vector_x':-0.6977994, 'head_vector_y':0.2660199, 'head_vector_z':0.6650636
'global_time':13.77726, 'head_vector_x':-0.7007223, 'head_vector_y':0.2615508, 'head_vector_z':0.6637615
'global_time':13.78717, 'head_vector_x':-0.7033584, 'head_vector_y':0.2571343, 'head_vector_z':0.6626983
'global_time':13.79772, 'head_vector_x':-0.7056111, 'head_vector_y':0.2529744, 'head_vector_z':0.6619041
'global_time':13.81034, 'head_vector_x':-0.707247, 'head_vector_y':0.2488974, 'head_vector_z':0.6617037
'global_time':13.82033, 'head_vector_x':-0.7080312, 'head_vector_y':0.244887, 'head_vector_z':0.6623611
'global_time':13.83291, 'head_vector_x':-0.708182, 'head_vector_y':0.2408573, 'head_vector_z':0.6636761
'global_time':13.84361, 'head_vector_x':-0.7077007, 'head_vector_y':0.2368044, 'head_vector_z':0.6656451
'global_time':13.85501, 'head_vector_x':-0.7057213, 'head_vector_y':0.2324024, 'head_vector_z':0.669288
'global_time':13.86662, 'head_vector_x':-0.7038181, 'head_vector_y':0.2279562, 'head_vector_z':0.6728121
'global_time':13.87626, 'head_vector_x':-0.7013851, 'head_vector_y':0.2236033, 'head_vector_z':0.6768017
'global_time':13.88738, 'head_vector_x':-0.697973, 'head_vector_y':0.2192479, 'head_vector_z':0.6817361
'global_time':13.89799, 'head_vector_x':-0.694822, 'head_vector_y':0.2144473, 'head_vector_z':0.6864654
'global_time':13.9086, 'head_vector_x':-0.6907184, 'head_vector_y':0.2100297, 'head_vector_z':0.6919507
'global_time':13.91806, 'head_vector_x':-0.6863109, 'head_vector_y':0.2056493, 'head_vector_z':0.6976287
'global_time':13.9291, 'head_vector_x':-0.6816553, 'head_vector_y':0.2010489, 'head_vector_z':0.7035094
'global_time':13.94006, 'head_vector_x':-0.6766999, 'head_vector_y':0.1966067, 'head_vector_z':0.7095231
'global_time':13.95183, 'head_vector_x':-0.6711843, 'head_vector_y':0.192567, 'head_vector_z':0.7158419
'global_time':13.9623, 'head_vector_x':-0.6656592, 'head_vector_y':0.188614, 'head_vector_z':0.7220267
'global_time':13.9749, 'head_vector_x':-0.6599075, 'head_vector_y':0.1849147, 'head_vector_z':0.7282367
'global_time':13.98545, 'head_vector_x':-0.654144, 'head_vector_y':0.1809202, 'head_vector_z':0.7344137
'global_time':13.99568, 'head_vector_x':-0.64826, 'head_vector_y':0.1769922, 'head_vector_z':0.7405625
'global_time':14.00777, 'head_vector_x':-0.6423463, 'head_vector_y':0.1730144, 'head_vector_z':0.7466307
'global_time':14.01897, 'head_vector_x':-0.6363902, 'head_vector_y':0.1688572, 'head_vector_z':0.7526584
'global_time':14.03016, 'head_vector_x':-0.6302161, 'head_vector_y':0.1646265, 'head_vector_z':0.7587659
'global_time':14.04218, 'head_vector_x':-0.6239859, 'head_vector_y':0.1604493, 'head_vector_z':0.764786
'global_time':14.05609, 'head_vector_x':-0.6176547, 'head_vector_y':0.1561492, 'head_vector_z':0.7707918
'global_time':14.06792, 'head_vector_x':-0.6113794, 'head_vector_y':0.1519436, 'head_vector_z':0.7766134
'global_time':14.07815, 'head_vector_x':-0.6048871, 'head_vector_y':0.1482145, 'head_vector_z':0.7823964
'global_time':14.08971, 'head_vector_x':-0.5982758, 'head_vector_y':0.145592, 'head_vector_z':0.7879524
'global_time':14.09992, 'head_vector_x':-0.5917753, 'head_vector_y':0.1432191, 'head_vector_z':0.7932782
'global_time':14.11001, 'head_vector_x':-0.5850612, 'head_vector_y':0.142408, 'head_vector_z':0.7983879
'global_time':14.11995, 'head_vector_x':-0.5786468, 'head_vector_y':0.1419309, 'head_vector_z':0.8031336
'global_time':14.13157, 'head_vector_x':-0.5722384, 'head_vector_y':0.1420014, 'head_vector_z':0.8076997
'global_time':14.14404, 'head_vector_x':-0.5660817, 'head_vector_y':0.1427308, 'head_vector_z':0.8118986
'global_time':14.155, 'head_vector_x':-0.5599661, 'head_vector_y':0.1447108, 'head_vector_z':0.8157799
'global_time':14.16442, 'head_vector_x':-0.5539305, 'head_vector_y':0.1484777, 'head_vector_z':0.8192163
'global_time':14.17579, 'head_vector_x':-0.5477164, 'head_vector_y':0.152881, 'head_vector_z':0.8225778
'global_time':14.18608, 'head_vector_x':-0.5415338, 'head_vector_y':0.1588608, 'head_vector_z':0.8255327
'global_time':14.19791, 'head_vector_x':-0.5357351, 'head_vector_y':0.1644438, 'head_vector_z':0.8282187
'global_time':14.2104, 'head_vector_x':-0.5302989, 'head_vector_y':0.1712447, 'head_vector_z':0.8303362
'global_time':14.21999, 'head_vector_x':-0.524958, 'head_vector_y':0.1776006, 'head_vector_z':0.8323924
'global_time':14.23034, 'head_vector_x':-0.5195293, 'head_vector_y':0.1842547, 'head_vector_z':0.8343498
'global_time':14.24168, 'head_vector_x':-0.5140315, 'head_vector_y':0.1913721, 'head_vector_z':0.8361509
'global_time':14.25214, 'head_vector_x':-0.5085205, 'head_vector_y':0.1982396, 'head_vector_z':0.8379188
'global_time':14.26522, 'head_vector_x':-0.5027193, 'head_vector_y':0.2049446, 'head_vector_z':0.8398042
'global_time':14.27609, 'head_vector_x':-0.4965002, 'head_vector_y':0.2114372, 'head_vector_z':0.8418918
'global_time':14.28573, 'head_vector_x':-0.4904511, 'head_vector_y':0.2174978, 'head_vector_z':0.8438913
'global_time':14.29494, 'head_vector_x':-0.4840702, 'head_vector_y':0.2236682, 'head_vector_z':0.8459601
'global_time':14.30499, 'head_vector_x':-0.4774853, 'head_vector_y':0.2302163, 'head_vector_z':0.8479435
'global_time':14.31521, 'head_vector_x':-0.4709544, 'head_vector_y':0.2370158, 'head_vector_z':0.8497208
'global_time':14.32647, 'head_vector_x':-0.4642844, 'head_vector_y':0.2433762, 'head_vector_z':0.8515915
'global_time':14.33625, 'head_vector_x':-0.4575444, 'head_vector_y':0.2491575, 'head_vector_z':0.8535652
'global_time':14.34745, 'head_vector_x':-0.4503155, 'head_vector_y':0.2547595, 'head_vector_z':0.8557532
'global_time':14.35738, 'head_vector_x':-0.4430541, 'head_vector_y':0.2608083, 'head_vector_z':0.8577192
'global_time':14.36815, 'head_vector_x':-0.4353159, 'head_vector_y':0.2681563, 'head_vector_z':0.8594139
'global_time':14.37928, 'head_vector_x':-0.4272395, 'head_vector_y':0.2758447, 'head_vector_z':0.8610321
'global_time':14.39075, 'head_vector_x':-0.4189974, 'head_vector_y':0.2834782, 'head_vector_z':0.8626015
'global_time':14.40161, 'head_vector_x':-0.4106014, 'head_vector_y':0.2901692, 'head_vector_z':0.8644121
'global_time':14.41264, 'head_vector_x':-0.4021763, 'head_vector_y':0.2965061, 'head_vector_z':0.8662207
'global_time':14.42366, 'head_vector_x':-0.3938027, 'head_vector_y':0.302523, 'head_vector_z':0.8679858
'global_time':14.43479, 'head_vector_x':-0.3854211, 'head_vector_y':0.3089343, 'head_vector_z':0.8694885
'global_time':14.44586, 'head_vector_x':-0.3770314, 'head_vector_y':0.3157927, 'head_vector_z':0.8707021
'global_time':14.45741, 'head_vector_x':-0.36832, 'head_vector_y':0.3226238, 'head_vector_z':0.8719256
'global_time':14.46895, 'head_vector_x':-0.3596817, 'head_vector_y':0.3290458, 'head_vector_z':0.8731312
'global_time':14.47923, 'head_vector_x':-0.3515381, 'head_vector_y':0.3338015, 'head_vector_z':0.8746414
'global_time':14.49088, 'head_vector_x':-0.3434322, 'head_vector_y':0.3377603, 'head_vector_z':0.8763403
'global_time':14.50321, 'head_vector_x':-0.3358744, 'head_vector_y':0.3415448, 'head_vector_z':0.8778015
'global_time':14.51227, 'head_vector_x':-0.328457, 'head_vector_y':0.345212, 'head_vector_z':0.8791728
'global_time':14.52381, 'head_vector_x':-0.3209483, 'head_vector_y':0.3497357, 'head_vector_z':0.8801574
'global_time':14.53474, 'head_vector_x':-0.3140893, 'head_vector_y':0.3544464, 'head_vector_z':0.8807472
'global_time':14.54581, 'head_vector_x':-0.307422, 'head_vector_y':0.3592385, 'head_vector_z':0.881158
'global_time':14.55695, 'head_vector_x':-0.3010291, 'head_vector_y':0.3639182, 'head_vector_z':0.8814449
'global_time':14.56809, 'head_vector_x':-0.2952136, 'head_vector_y':0.3681014, 'head_vector_z':0.8816748
'global_time':14.57906, 'head_vector_x':-0.2900136, 'head_vector_y':0.3712215, 'head_vector_z':0.8820923
'global_time':14.59089, 'head_vector_x':-0.2848686, 'head_vector_y':0.3738017, 'head_vector_z':0.882679
'global_time':14.60322, 'head_vector_x':-0.2802375, 'head_vector_y':0.3762538, 'head_vector_z':0.8831195
'global_time':14.6146, 'head_vector_x':-0.2757869, 'head_vector_y':0.37949, 'head_vector_z':0.8831359
'global_time':14.62685, 'head_vector_x':-0.2719626, 'head_vector_y':0.3824053, 'head_vector_z':0.8830643
'global_time':14.63766, 'head_vector_x':-0.2689929, 'head_vector_y':0.3848364, 'head_vector_z':0.8829178
'global_time':14.64889, 'head_vector_x':-0.2666893, 'head_vector_y':0.3859087, 'head_vector_z':0.8831485
'global_time':14.65929, 'head_vector_x':-0.265318, 'head_vector_y':0.3857276, 'head_vector_z':0.8836405
'global_time':14.67002, 'head_vector_x':-0.2644637, 'head_vector_y':0.3851136, 'head_vector_z':0.8841643
'global_time':14.68025, 'head_vector_x':-0.2646671, 'head_vector_y':0.3833021, 'head_vector_z':0.8848903
'global_time':14.69115, 'head_vector_x':-0.264658, 'head_vector_y':0.3823557, 'head_vector_z':0.8853024
'global_time':14.7029, 'head_vector_x':-0.2662724, 'head_vector_y':0.380695, 'head_vector_z':0.8855339
