3.005179, 0.0463562, 0.02886963, 0.9985046, -0.00553894, 0.04632568, 0.9989014, 1.071685, 1.103809, 2.112748
3.016163, 0.04515076, 0.02871704, 0.9985657, -0.00579834, 0.04592896, 0.9989166, 1.092085, 1.102545, 2.112777
3.027054, 0.04637146, 0.02999878, 0.9984589, -0.005767822, 0.04614258, 0.9989166, 1.066495, 1.100366, 2.112787
3.038311, 0.04386902, 0.029953, 0.9985809, -0.005752563, 0.04499817, 0.9989624, 1.121979, 1.099135, 2.112791
3.049149, 0.04386902, 0.029953, 0.9985809, -0.00592041, 0.05152893, 0.998642, 1.118082, 1.098309, 2.112814
3.060591, 0.04536438, 0.03031921, 0.9985046, -0.00592041, 0.05082703, 0.9986877, 1.084704, 1.096465, 2.112859
3.071503, 0.04530334, 0.03004456, 0.9985199, -0.005935669, 0.050354, 0.998703, 1.085706, 1.094224, 2.112853
3.082654, 0.0463562, 0.02989197, 0.9984741, -0.005844116, 0.05038452, 0.998703, 1.065197, 1.09114, 2.112875
3.093735, 0.04518127, 0.02857971, 0.9985657, -0.00541687, 0.05088806, 0.9986877, 1.099774, 1.089133, 2.112866
3.105325, 0.04428101, 0.02859497, 0.9985962, -0.005401611, 0.04884338, 0.9987793, 1.120406, 1.087967, 2.112916
3.116074, 0.04437256, 0.02807617, 0.9986115, -0.005661011, 0.0489502, 0.9987793, 1.11238, 1.086824, 2.112253
3.127345, 0.04406738, 0.02835083, 0.9986115, -0.005661011, 0.04858398, 0.9987946, 1.119325, 1.085289, 2.112383
3.13801, 0.04388428, 0.02931213, 0.9985962, -0.005477905, 0.04846191, 0.9987946, 1.127783, 1.08394, 2.112665
3.149367, 0.04376221, 0.02902222, 0.9986115, -0.005462646, 0.04788208, 0.9988251, 1.131001, 1.083406, 2.112689
3.160444, 0.04373169, 0.02819824, 0.998642, -0.005355835, 0.04853821, 0.9987946, 1.134259, 1.083168, 2.112713
3.171543, 0.04411316, 0.02694702, 0.9986572, -0.004516602, 0.04718018, 0.9988708, 1.145209, 1.082889, 2.112714
3.182619, 0.04386902, 0.02714539, 0.9986572, -0.004547119, 0.04776001, 0.9988403, 1.150333, 1.082743, 2.11273
3.193911, 0.04397583, 0.0275116, 0.998642, -0.004882813, 0.04940796, 0.998764, 1.139632, 1.08343, 2.112722
3.205484, 0.04421997, 0.02720642, 0.998642, -0.004638672, 0.0418396, 0.9990997, 1.13966, 1.084084, 2.112755
3.215864, 0.04423523, 0.0274353, 0.998642, -0.004486084, 0.04144287, 0.9991302, 1.142929, 1.084609, 2.112749
3.227071, 0.04415894, 0.02723694, 0.998642, -0.004623413, 0.04206848, 0.9990997, 1.141457, 1.086116, 2.112783
3.238071, 0.04377747, 0.02604675, 0.9986877, -0.004623413, 0.04154968, 0.999115, 1.15069, 1.087923, 2.112806
3.249303, 0.04289246, 0.02604675, 0.9987335, -0.004592896, 0.04121399, 0.9991302, 1.173398, 1.09012, 2.112816
3.260279, 0.04292297, 0.02552795, 0.9987488, -0.004760742, 0.0413208, 0.9991302, 1.168429, 1.092364, 2.112743
3.271372, 0.04315186, 0.02545166, 0.9987335, -0.004699707, 0.04127502, 0.9991302, 1.164234, 1.09471, 2.112718
3.282402, 0.04322815, 0.02520752, 0.9987335, -0.006103516, 0.04122925, 0.9991302, 1.128499, 1.096341, 2.112704
3.293818, 0.043396, 0.02545166, 0.9987335, -0.006225586, 0.04103088, 0.9991302, 1.121759, 1.098415, 2.112672
3.304746, 0.04278564, 0.02609253, 0.9987335, -0.006896973, 0.04052734, 0.9991455, 1.120338, 1.100427, 2.112639
3.316041, 0.04241943, 0.02587891, 0.998764, -0.006774902, 0.04026794, 0.9991608, 1.131734, 1.102015, 2.112586
3.327079, 0.04241943, 0.02615356, 0.9987488, -0.006591797, 0.03921509, 0.9992065, 1.136047, 1.103539, 2.112547
3.338118, 0.04124451, 0.02560425, 0.9988098, -0.006134033, 0.03939819, 0.9991913, 1.176077, 1.105945, 2.112586
3.349538, 0.04066467, 0.02557373, 0.9988403, -0.005722046, 0.03941345, 0.9991913, 1.201745, 1.108708, 2.112542
3.360264, 0.04066467, 0.02630615, 0.9988251, -0.005844116, 0.03933716, 0.9992065, 1.198497, 1.111335, 2.112505
3.371565, 0.03910828, 0.02661133, 0.9988708, -0.00692749, 0.03901672, 0.9992065, 1.21103, 1.113715, 2.112449
3.386017, 0.03904724, 0.02702332, 0.9988708, -0.00692749, 0.03895569, 0.9992065, 1.212662, 1.116587, 2.112459
3.393749, 0.03851318, 0.02897644, 0.9988251, -0.006530762, 0.03924561, 0.9992065, 1.238129, 1.11987, 2.11242
3.404923, 0.03845215, 0.02828979, 0.9988556, -0.008026123, 0.03924561, 0.9991913, 1.199106, 1.122321, 2.112411
3.415898, 0.03843689, 0.02853394, 0.9988403, -0.008056641, 0.03929138, 0.9991913, 1.198646, 1.124731, 2.112386
3.426992, 0.03837585, 0.02848816, 0.9988556, -0.008346558, 0.03979492, 0.9991608, 1.192618, 1.127073, 2.112407
3.438013, 0.03904724, 0.02807617, 0.9988403, -0.008789063, 0.04165649, 0.9990845, 1.164128, 1.128896, 2.112416
3.449269, 0.0388031, 0.02880859, 0.9988251, -0.008407593, 0.04284668, 0.9990387, 1.17981, 1.131028, 2.112379
3.460355, 0.03846741, 0.02890015, 0.9988403, -0.00819397, 0.04302979, 0.9990387, 1.193964, 1.132939, 2.112377
3.471351, 0.03831482, 0.02914429, 0.9988251, -0.007843018, 0.04367065, 0.9990082, 1.207084, 1.135333, 2.112358
3.482545, 0.03851318, 0.02944946, 0.9988098, -0.007034302, 0.04344177, 0.9990234, 1.223595, 1.138105, 2.112307
3.493553, 0.03807068, 0.02960205, 0.9988251, -0.007003784, 0.04241943, 0.9990692, 1.236669, 1.141891, 2.112294
3.504439, 0.03744507, 0.02867126, 0.9988861, -0.008224487, 0.04393005, 0.9989929, 1.220096, 1.14519, 2.112295
3.515931, 0.03721619, 0.02865601, 0.9988861, -0.009109497, 0.04318237, 0.9990234, 1.20239, 1.147964, 2.11227
3.526843, 0.03761292, 0.02864075, 0.9988708, -0.009033203, 0.04272461, 0.9990387, 1.193901, 1.150259, 2.112243
3.538038, 0.03747559, 0.02732849, 0.9989166, -0.008544922, 0.04302979, 0.9990234, 1.210418, 1.152839, 2.11218
3.549472, 0.03738403, 0.02844238, 0.9988861, -0.007904053, 0.04296875, 0.9990387, 1.230371, 1.155922, 2.112154
3.559996, 0.03738403, 0.02844238, 0.9988861, -0.007736206, 0.04414368, 0.9989929, 1.235029, 1.159189, 2.112117
3.571324, 0.03746033, 0.02874756, 0.9988708, -0.008255005, 0.04534912, 0.9989319, 1.218548, 1.161718, 2.112105
3.582268, 0.03816223, 0.02716064, 0.9989014, -0.009689331, 0.04547119, 0.9989166, 1.163002, 1.163648, 2.112083
3.59346, 0.03868103, 0.02781677, 0.9988556, -0.009521484, 0.04589844, 0.9988861, 1.154306, 1.164295, 2.112074
3.604728, 0.03919983, 0.02729797, 0.9988556, -0.009414673, 0.04603577, 0.9988861, 1.144304, 1.164819, 2.112093
3.615726, 0.04008484, 0.02764893, 0.9988098, -0.009109497, 0.04577637, 0.9989014, 1.130506, 1.165735, 2.112045
3.626943, 0.04000854, 0.02902222, 0.998764, -0.008605957, 0.04754639, 0.9988251, 1.144252, 1.166906, 2.112048
3.637966, 0.04039001, 0.02839661, 0.9987793, -0.008880615, 0.04827881, 0.9987793, 1.128681, 1.168176, 2.112047
3.649056, 0.04060364, 0.02859497, 0.998764, -0.009048462, 0.0480957, 0.9987946, 1.11981, 1.168576, 2.112054
3.660405, 0.04063416, 0.02822876, 0.998764, -0.008880615, 0.04724121, 0.9988403, 1.12299, 1.168628, 2.112042
3.671301, 0.0408783, 0.02809143, 0.998764, -0.007949829, 0.04693604, 0.9988556, 1.139132, 1.169163, 2.112061
3.682399, 0.04136658, 0.02961731, 0.998703, -0.007919312, 0.04689026, 0.9988556, 1.128284, 1.169342, 2.112068
3.693349, 0.04133606, 0.02923584, 0.998703, -0.007720947, 0.0473175, 0.9988403, 1.133654, 1.16946, 2.112091
3.704792, 0.04139709, 0.03022766, 0.9986725, -0.006271362, 0.04977417, 0.9987335, 1.167351, 1.170187, 2.112089
3.715737, 0.0415802, 0.03051758, 0.9986572, -0.006591797, 0.04846191, 0.9987946, 1.154909, 1.1706, 2.112096
3.726891, 0.04182434, 0.02996826, 0.9986725, -0.006637573, 0.04936218, 0.9987488, 1.147873, 1.170653, 2.112114
3.737715, 0.0418396, 0.03126526, 0.9986267, -0.007553101, 0.04933167, 0.9987488, 1.12568, 1.17016, 2.112065
3.748968, 0.04214478, 0.03129578, 0.9986115, -0.007781982, 0.04818726, 0.9987946, 1.113361, 1.169634, 2.112087
3.760109, 0.04234314, 0.03160095, 0.9985962, -0.007797241, 0.04924011, 0.9987488, 1.108502, 1.169011, 2.112113
3.771338, 0.04348755, 0.03347778, 0.9984894, -0.008087158, 0.04882813, 0.998764, 1.076879, 1.16769, 2.112132
3.782553, 0.04399109, 0.03437805, 0.9984283, -0.00819397, 0.0480957, 0.9987946, 1.063946, 1.16614, 2.112139
3.79362, 0.04421997, 0.03448486, 0.9984131, -0.008560181, 0.04818726, 0.9987946, 1.051648, 1.164159, 2.112134
