1.807583, 1, TP
5.989499, 1, TN
6.993737, 2, FP
8.291608, 2, TN
10.11548, 2, TP
14.35657, 2, TN
15.37629, 3, FP
15.49847, 3, TN
18.31087, 3, TP
22.78505, 3, TN
24.78545, 4, TP
24.90772, 4, FN
25.37261, 4, TP
25.4946, 4, FN
25.66151, 4, TP
25.78509, 4, FN
33.09264, 4, TP
33.21497, 4, FN
38.52041, 4, TP
42.01077, 4, TN
44.26563, 5, TP
45.43184, 5, FN
46.83125, 5, TP
53.29461, 5, TN
55.88238, 6, TP
56.00459, 6, FN
64.13406, 6, TP
65.13979, 6, FN
66.39747, 6, TP
71.49722, 6, TN
72.50899, 7, FP
72.85227, 7, TN
73.9302, 7, FP
77.19485, 7, TN
79.12663, 7, TP
83.91138, 7, TN
85.14494, 8, FP
85.5578, 8, TN
87.0571, 8, TP
89.10031, 8, TN
91.02165, 9, TP
97.59657, 9, TN
98.72944, 10, FP
98.85125, 10, TN
99.92886, 10, TP
100.0511, 10, FN
106.7036, 10, TP
106.8257, 10, FN
108.0807, 10, TP
108.2026, 10, FN
108.5096, 10, TP
108.6421, 10, FN
109.6135, 10, TP
109.7353, 10, FN
112.9779, 10, TP
118.9863, 10, TN
