0.04, 1, 2.239438, False, False
0.3733333, 1, 1.304834, False, False
0.4174893, 1, 2.740965, False, False
0.4299673, 1, 1.589596, False, False
0.4427157, 1, 2.949618, False, False
0.4523757, 1, 2.104624, False, False
0.4641739, 1, 1.152967, False, False
0.476954, 1, 1.369645, False, False
0.4865374, 1, 1.373093, False, False
0.4976896, 1, 1.355849, False, False
0.5094042, 1, 1.484517, False, False
0.5206195, 1, 1.529248, False, False
0.5327106, 1, 1.251416, False, False
0.5438887, 1, 1.172321, False, False
0.5544392, 1, 1.062522, False, False
0.5642549, 1, 0.9650416, False, False
0.5753605, 1, 0.7769988, False, False
0.964606, 1, 1.480692, False, False
0.9768131, 1, 1.097627, False, False
0.9865198, 1, 0.8763019, False, False
1.268625, 1, 0.5874708, False, False
1.280184, 1, 1.499816, False, False
1.290849, 1, 1.397184, False, False
1.30196, 1, 1.905326, False, False
1.31289, 1, 3.110465, False, False
1.323901, 1, 2.600816, False, False
1.335297, 1, 3.59133, False, False
1.346462, 1, 1.833469, False, False
1.361234, 1, 3.332922, False, False
1.370733, 1, 1.966475, False, False
1.380365, 1, 2.361284, False, False
1.391823, 1, 2.830842, False, False
1.401933, 1, 1.746747, False, False
1.413047, 1, 1.198119, False, False
1.760268, 1, 1.439847, False, False
1.77083, 1, 1.35755, False, False
1.781158, 1, 1.674186, False, False
1.791033, 1, 1.811746, False, False
1.800323, 1, 1.685293, False, False
1.811034, 1, 1.955499, False, False
1.821519, 1, 1.432091, False, False
1.832669, 1, 1.324181, False, False
1.843899, 1, 1.132159, False, False
1.85485, 1, 2.430466, False, False
1.865984, 1, 1.516654, False, False
1.877613, 1, 2.215841, False, False
1.888332, 1, 1.245955, False, False
1.899285, 1, 2.149244, False, False
1.911712, 1, 1.595971, False, False
1.922146, 1, 2.157509, False, False
1.932709, 1, 1.672428, False, False
1.943745, 1, 1.614215, False, False
1.954589, 1, 1.803557, False, False
1.965251, 1, 2.012843, False, False
1.982874, 1, 1.355322, False, False
1.992557, 1, 1.315273, False, False
2.003113, 1, 1.378137, False, False
2.012488, 1, 1.305398, False, False
2.021594, 1, 1.104738, False, False
2.032479, 1, 1.537352, False, False
2.043657, 1, 1.52271, False, False
2.055102, 1, 1.53625, False, False
2.065898, 1, 1.148292, False, False
2.076947, 1, 1.466147, False, False
2.087935, 1, 1.188703, False, False
2.099736, 1, 1.874961, False, False
2.110543, 1, 1.645125, False, False
2.122157, 1, 1.284227, False, False
2.132216, 1, 1.323108, False, False
2.143899, 1, 1.248709, False, False
2.154454, 1, 1.221589, False, False
2.1661, 1, 1.094144, False, False
