3.083668, 1, FP
3.324867, 1, TN
3.852814, 1, FP
4.030956, 1, TN
4.198149, 1, FP
4.531676, 1, TN
6.242008, 1, FP
6.818994, 1, TN
8.215773, 1, FP
10.5051, 1, TN
11.01781, 1, FP
11.62712, 1, TN
12.87225, 1, FP
13.66061, 1, TN
16.61479, 1, FP
17.07018, 1, TN
18.78981, 1, FP
21.04622, 1, TN
23.73261, 1, FP
25.9556, 1, TN
28.39854, 1, FP
30.29255, 1, TN
31.57003, 1, FP
32.54092, 1, TN
34.76218, 1, FP
37.99285, 1, TN
40.08199, 1, FP
44.70197, 1, TN
45.62349, 1, FP
46.29907, 1, TN
49.64337, 1, FP
52.29884, 1, TN
54.58616, 1, FP
59.08224, 1, TN
64.73715, 1, FP
69.32298, 1, TN
72.94341, 1, FP
75.65454, 1, TN
78.30868, 1, FP
81.09476, 1, TN
84.56128, 1, FP
88.03739, 1, TN
91.08047, 1, FP
94.26669, 1, TN
