10.14048, True, 0, 4.43545
10.15518, True, 0, 5.324484
10.16732, True, 0, 5.537881
10.17785, True, 0, 2.635423
10.18677, True, 0, 4.646581
10.1967, True, 0, 4.078908
10.49992, True, 0, 9.191525
10.51092, True, 0, 2.329915
10.52361, True, 0, 3.246252
10.53517, True, 0, 8.251376
10.54546, True, 0, 9.455038
10.55597, True, 0, 3.956492
10.56679, True, 0, 4.316303
10.57824, True, 0, 5.337004
10.58902, True, 0, 5.428272
10.59982, True, 0, 7.998603
10.61117, True, 0, 8.560996
10.62269, True, 0, 7.321967
10.6342, True, 0, 6.005999
10.64534, True, 0, 2.286182
10.65673, True, 0, 3.633188
10.67315, True, 0, 3.118037
10.68499, True, 0, 3.213929
10.71283, True, 0, 3.337579
10.72405, True, 0, 3.037131
10.73495, True, 0, 3.269775
10.74595, True, 0, 3.344032
10.757, True, 0, 3.399378
10.76811, True, 0, 3.279138
10.78271, True, 0, 3.066297
10.79373, True, 0, 3.974932
10.80464, True, 0, 3.140622
10.81599, True, 0, 4.178857
10.84578, True, 0, 6.633014
10.87908, True, 0, 7.865778
10.91598, True, 0, 4.862531
10.92642, True, 0, 2.766777
10.93679, True, 0, 3.442442
10.94936, True, 0, 3.495997
10.95868, True, 0, 5.431405
10.97042, True, 0, 5.487528
10.9817, True, 0, 4.282927
10.99308, True, 0, 4.148534
11.00254, True, 0, 7.190649
11.01306, True, 0, 8.186963
11.0239, True, 0, 6.628177
11.03497, True, 0, 4.901381
11.06827, True, 0, 9.107479
11.1461, True, 0, 9.184976
11.15711, True, 0, 9.569953
11.16856, True, 0, 9.639618
11.17955, True, 0, 9.703623
11.19075, True, 0, 9.95931
11.20191, True, 0, 2.742983
11.2129, True, 0, 5.836694
11.23337, True, 0, 5.165257
11.24626, True, 0, 6.693351
11.25746, True, 0, 5.821784
11.26867, True, 0, 5.102321
11.27988, True, 0, 5.370269
11.29175, True, 0, 4.954307
11.3029, True, 0, 4.770545
11.31853, True, 0, 4.712878
11.32792, True, 0, 4.927774
11.3401, True, 0, 4.993531
11.35104, True, 0, 4.908483
11.37331, True, 0, 8.318502
11.38394, True, 0, 8.358595
11.39341, True, 0, 3.474725
11.40321, True, 0, 6.786285
11.41499, True, 0, 5.049645
11.4249, True, 0, 9.041295
11.43531, True, 0, 7.808898
11.44693, True, 0, 5.966041
11.45844, True, 0, 6.502441
11.469, True, 0, 7.175472
11.4815, True, 0, 8.259674
11.49259, True, 0, 6.847929
11.514, True, 0, 8.621001
11.58003, True, 0, 9.381089
11.59146, True, 0, 5.836263
11.60277, True, 0, 4.909581
11.61348, True, 0, 5.767842
11.62467, True, 0, 5.478854
11.63563, True, 0, 5.256868
11.64675, True, 0, 5.680128
