'global_time':0.5785521, 'hit_distance':5.541829 
'global_time':0.5913886, 'hit_distance':5.54005 
'global_time':0.6161498, 'hit_distance':5.597858 
'global_time':0.6279619, 'hit_distance':5.620649 
'global_time':0.6390514, 'hit_distance':5.642163 
'global_time':0.6485624, 'hit_distance':5.602291 
'global_time':0.6956145, 'hit_distance':5.63276 
'global_time':0.7881662, 'hit_distance':5.61599 
'global_time':0.7993833, 'hit_distance':5.533406 
'global_time':2.918012, 'hit_distance':5.533926 
'global_time':2.930391, 'hit_distance':5.454977 
'global_time':2.945405, 'hit_distance':5.403756 
'global_time':2.961444, 'hit_distance':5.380493 
'global_time':2.97445, 'hit_distance':5.411068 
'global_time':2.984883, 'hit_distance':5.452647 
'global_time':2.995891, 'hit_distance':5.473435 
'global_time':3.008678, 'hit_distance':5.464878 
'global_time':3.021113, 'hit_distance':5.42833 
'global_time':3.032507, 'hit_distance':5.44747 
'global_time':3.043931, 'hit_distance':5.403026 
'global_time':3.055095, 'hit_distance':5.501819 
'global_time':3.055095, 'hit_distance':5.719145 
'global_time':3.067347, 'hit_distance':5.321156 
'global_time':3.067347, 'hit_distance':5.662954 
'global_time':3.082463, 'hit_distance':5.57748 
'global_time':3.097908, 'hit_distance':5.44064 
'global_time':3.110943, 'hit_distance':5.312246 
'global_time':3.16487, 'hit_distance':4.819013 
'global_time':3.177541, 'hit_distance':4.742294 
'global_time':3.188876, 'hit_distance':4.67157 
'global_time':3.201869, 'hit_distance':4.606719 
'global_time':3.298184, 'hit_distance':4.018857 
'global_time':3.310934, 'hit_distance':4.056593 
'global_time':3.322418, 'hit_distance':4.063277 
'global_time':3.333162, 'hit_distance':4.101511 
'global_time':3.345265, 'hit_distance':4.090345 
'global_time':3.356007, 'hit_distance':4.109459 
'global_time':3.366211, 'hit_distance':4.13481 
'global_time':3.377781, 'hit_distance':4.136477 
'global_time':3.390021, 'hit_distance':4.128286 
'global_time':3.406328, 'hit_distance':4.099207 
'global_time':3.417873, 'hit_distance':4.119514 
'global_time':3.417873, 'hit_distance':4.035735 
'global_time':3.429553, 'hit_distance':4.13037 
'global_time':3.429553, 'hit_distance':4.032777 
'global_time':3.441387, 'hit_distance':4.136546 
'global_time':3.441387, 'hit_distance':4.039486 
'global_time':3.453274, 'hit_distance':4.13176 
'global_time':3.453274, 'hit_distance':4.045444 
'global_time':3.466264, 'hit_distance':4.12094 
'global_time':3.466264, 'hit_distance':4.051073 
'global_time':3.479199, 'hit_distance':4.148726 
'global_time':3.479199, 'hit_distance':4.058861 
'global_time':3.49082, 'hit_distance':4.147329 
'global_time':3.49082, 'hit_distance':4.065749 
'global_time':3.503216, 'hit_distance':4.157004 
'global_time':3.503216, 'hit_distance':4.073343 
'global_time':3.513884, 'hit_distance':4.162361 
'global_time':3.513884, 'hit_distance':4.081469 
'global_time':3.526113, 'hit_distance':4.16597 
'global_time':3.526113, 'hit_distance':4.089139 
'global_time':3.538217, 'hit_distance':4.168587 
'global_time':3.538217, 'hit_distance':4.097639 
'global_time':3.549004, 'hit_distance':4.147637 
'global_time':3.549004, 'hit_distance':4.104313 
'global_time':3.566015, 'hit_distance':4.164075 
'global_time':3.566015, 'hit_distance':4.112041 
'global_time':3.579667, 'hit_distance':4.176281 
'global_time':3.579667, 'hit_distance':4.121727 
'global_time':3.590915, 'hit_distance':4.178021 
'global_time':3.590915, 'hit_distance':4.129164 
'global_time':3.605742, 'hit_distance':4.20248 
'global_time':3.605742, 'hit_distance':4.135921 
'global_time':3.6181, 'hit_distance':4.174815 
'global_time':3.6181, 'hit_distance':4.141389 
'global_time':3.632283, 'hit_distance':4.184277 
'global_time':3.632283, 'hit_distance':4.145719 
'global_time':3.645944, 'hit_distance':4.184767 
'global_time':3.645944, 'hit_distance':4.150739 
'global_time':3.657112, 'hit_distance':4.182375 
'global_time':3.657112, 'hit_distance':4.15464 
'global_time':3.66915, 'hit_distance':4.181302 
'global_time':3.66915, 'hit_distance':4.157134 
'global_time':3.681412, 'hit_distance':4.18479 
'global_time':3.681412, 'hit_distance':4.159561 
'global_time':3.694952, 'hit_distance':4.14878 
'global_time':3.694952, 'hit_distance':4.160724 
'global_time':3.70656, 'hit_distance':4.175988 
'global_time':3.70656, 'hit_distance':4.164431 
'global_time':3.724887, 'hit_distance':4.153197 
'global_time':3.724887, 'hit_distance':4.16603 
'global_time':3.73672, 'hit_distance':4.155704 
'global_time':3.73672, 'hit_distance':4.167433 
'global_time':3.749003, 'hit_distance':4.154902 
'global_time':3.749003, 'hit_distance':4.168287 
'global_time':3.761295, 'hit_distance':4.153992 
'global_time':3.761295, 'hit_distance':4.169103 
'global_time':3.77325, 'hit_distance':4.155638 
'global_time':3.77325, 'hit_distance':4.170588 
'global_time':3.784826, 'hit_distance':4.158965 
'global_time':3.784826, 'hit_distance':4.17078 
'global_time':3.796589, 'hit_distance':4.161643 
'global_time':3.796589, 'hit_distance':4.171106 
'global_time':3.808512, 'hit_distance':4.162921 
'global_time':3.808512, 'hit_distance':4.171151 
'global_time':3.820309, 'hit_distance':4.161767 
'global_time':3.820309, 'hit_distance':4.170875 
'global_time':3.832161, 'hit_distance':4.16111 
'global_time':3.832161, 'hit_distance':4.1706 
'global_time':3.843003, 'hit_distance':4.175531 
'global_time':3.843003, 'hit_distance':4.170683 
'global_time':3.85479, 'hit_distance':4.202443 
'global_time':3.85479, 'hit_distance':4.172912 
'global_time':3.866997, 'hit_distance':4.178537 
'global_time':3.883286, 'hit_distance':4.574652 
'global_time':3.883286, 'hit_distance':4.189931 
'global_time':3.895648, 'hit_distance':4.856327 
'global_time':3.895648, 'hit_distance':4.207054 
'global_time':3.908648, 'hit_distance':4.231156 
'global_time':3.920428, 'hit_distance':5.749455 
'global_time':3.920428, 'hit_distance':4.264853 
'global_time':3.966747, 'hit_distance':6.259175 
'global_time':3.966747, 'hit_distance':4.498926 
'global_time':3.977275, 'hit_distance':6.02375 
'global_time':3.977275, 'hit_distance':4.591918 
'global_time':3.988939, 'hit_distance':4.705682 
'global_time':3.999804, 'hit_distance':4.832328 
'global_time':4.011313, 'hit_distance':4.981254 
'global_time':4.050164, 'hit_distance':6.004576 
'global_time':4.050164, 'hit_distance':5.532857 
'global_time':4.064896, 'hit_distance':5.759979 
'global_time':4.076818, 'hit_distance':6.015747 
'global_time':4.103281, 'hit_distance':5.96765 
'global_time':4.114311, 'hit_distance':5.977061 
'global_time':4.126358, 'hit_distance':5.98257 
'global_time':4.138513, 'hit_distance':6.039452 
'global_time':4.150565, 'hit_distance':6.013393 
'global_time':4.150565, 'hit_distance':6.364755 
'global_time':4.162977, 'hit_distance':6.030211 
'global_time':4.162977, 'hit_distance':6.258854 
'global_time':4.17182, 'hit_distance':6.035574 
'global_time':4.17182, 'hit_distance':6.178389 
'global_time':4.185714, 'hit_distance':6.028185 
'global_time':4.185714, 'hit_distance':6.115172 
'global_time':4.201121, 'hit_distance':6.059136 
'global_time':4.201121, 'hit_distance':6.066504 
'global_time':4.214862, 'hit_distance':6.077336 
'global_time':4.214862, 'hit_distance':6.030234 
'global_time':4.225805, 'hit_distance':6.076274 
'global_time':4.225805, 'hit_distance':6.005746 
'global_time':4.239844, 'hit_distance':6.101279 
'global_time':4.239844, 'hit_distance':5.990953 
'global_time':4.251818, 'hit_distance':6.100946 
'global_time':4.251818, 'hit_distance':5.979527 
'global_time':4.26413, 'hit_distance':6.123881 
'global_time':4.26413, 'hit_distance':5.976206 
'global_time':4.278462, 'hit_distance':6.134334 
'global_time':4.278462, 'hit_distance':5.981187 
'global_time':4.288662, 'hit_distance':6.138066 
'global_time':4.288662, 'hit_distance':5.991696 
'global_time':4.299008, 'hit_distance':6.150522 
'global_time':4.299008, 'hit_distance':6.003771 
'global_time':4.310297, 'hit_distance':6.14684 
'global_time':4.310297, 'hit_distance':6.016908 
'global_time':4.322358, 'hit_distance':6.150051 
'global_time':4.322358, 'hit_distance':6.032927 
'global_time':4.336346, 'hit_distance':6.151281 
'global_time':4.336346, 'hit_distance':6.042273 
'global_time':4.351167, 'hit_distance':6.176473 
'global_time':4.351167, 'hit_distance':6.052822 
'global_time':4.362965, 'hit_distance':6.181278 
'global_time':4.362965, 'hit_distance':6.064561 
'global_time':4.375939, 'hit_distance':6.192667 
'global_time':4.375939, 'hit_distance':6.076497 
'global_time':4.388935, 'hit_distance':6.19461 
'global_time':4.388935, 'hit_distance':6.089125 
'global_time':4.401373, 'hit_distance':6.19293 
'global_time':4.401373, 'hit_distance':6.099253 
'global_time':4.413851, 'hit_distance':6.17416 
'global_time':4.413851, 'hit_distance':6.107992 
'global_time':4.425971, 'hit_distance':6.190484 
'global_time':4.425971, 'hit_distance':6.117296 
'global_time':4.43769, 'hit_distance':6.158868 
'global_time':4.43769, 'hit_distance':6.122469 
'global_time':4.448328, 'hit_distance':6.1257 
'global_time':4.459876, 'hit_distance':6.04949 
'global_time':4.459876, 'hit_distance':6.12315 
'global_time':4.471962, 'hit_distance':6.034027 
'global_time':4.471962, 'hit_distance':6.119148 
'global_time':4.484499, 'hit_distance':6.075542 
'global_time':4.484499, 'hit_distance':6.117996 
'global_time':4.496081, 'hit_distance':6.068011 
'global_time':4.496081, 'hit_distance':6.215513 
'global_time':4.511001, 'hit_distance':6.069099 
'global_time':4.523875, 'hit_distance':6.060889 
'global_time':4.535156, 'hit_distance':6.063429 
'global_time':4.552576, 'hit_distance':6.063733 
'global_time':4.563576, 'hit_distance':6.061692 
'global_time':4.574057, 'hit_distance':6.055925 
'global_time':4.589053, 'hit_distance':6.052136 
'global_time':4.589053, 'hit_distance':6.089219 
'global_time':4.6027, 'hit_distance':6.037167 
'global_time':4.6027, 'hit_distance':6.08428 
'global_time':4.614171, 'hit_distance':6.036831 
'global_time':4.614171, 'hit_distance':6.079892 
'global_time':4.625741, 'hit_distance':6.047561 
'global_time':4.625741, 'hit_distance':6.076366 
'global_time':4.638371, 'hit_distance':6.05206 
'global_time':4.638371, 'hit_distance':6.073462 
'global_time':4.650169, 'hit_distance':6.039988 
'global_time':4.650169, 'hit_distance':6.06907 
'global_time':4.666913, 'hit_distance':5.986051 
'global_time':4.666913, 'hit_distance':6.062675 
'global_time':4.677305, 'hit_distance':5.990911 
'global_time':4.677305, 'hit_distance':6.056806 
'global_time':4.689471, 'hit_distance':6.033806 
'global_time':4.689471, 'hit_distance':6.053003 
'global_time':4.703367, 'hit_distance':6.039429 
'global_time':4.703367, 'hit_distance':6.049876 
'global_time':4.714771, 'hit_distance':6.046652 
'global_time':4.714771, 'hit_distance':6.048012 
'global_time':4.725757, 'hit_distance':6.043984 
'global_time':4.725757, 'hit_distance':6.045865 
'global_time':4.737505, 'hit_distance':6.044574 
'global_time':4.737505, 'hit_distance':6.04416 
'global_time':4.750284, 'hit_distance':6.0348 
'global_time':4.750284, 'hit_distance':6.042896 
'global_time':4.761896, 'hit_distance':6.044959 
'global_time':4.761896, 'hit_distance':6.042519 
'global_time':4.773271, 'hit_distance':6.038985 
'global_time':4.773271, 'hit_distance':6.04227 
'global_time':4.785884, 'hit_distance':6.024373 
'global_time':4.785884, 'hit_distance':6.039938 
'global_time':4.797573, 'hit_distance':6.024952 
'global_time':4.797573, 'hit_distance':6.038043 
'global_time':4.809299, 'hit_distance':6.04047 
'global_time':4.809299, 'hit_distance':6.036735 
'global_time':4.824173, 'hit_distance':6.028813 
'global_time':4.824173, 'hit_distance':6.035304 
'global_time':4.837361, 'hit_distance':6.038255 
'global_time':4.837361, 'hit_distance':6.034133 
'global_time':4.849699, 'hit_distance':6.024381 
'global_time':4.849699, 'hit_distance':6.032451 
'global_time':4.861079, 'hit_distance':6.01774 
'global_time':4.861079, 'hit_distance':6.030385 
'global_time':4.872111, 'hit_distance':6.005573 
'global_time':4.872111, 'hit_distance':6.028298 
'global_time':4.885347, 'hit_distance':6.006632 
'global_time':4.885347, 'hit_distance':6.026351 
'global_time':4.897371, 'hit_distance':6.00498 
'global_time':4.897371, 'hit_distance':6.025127 
'global_time':4.909367, 'hit_distance':5.938534 
'global_time':4.909367, 'hit_distance':6.020982 
'global_time':4.923082, 'hit_distance':5.826106 
'global_time':4.923082, 'hit_distance':6.010798 
'global_time':4.93446, 'hit_distance':5.625474 
'global_time':4.93446, 'hit_distance':5.986955 
'global_time':4.946527, 'hit_distance':5.603056 
'global_time':4.946527, 'hit_distance':5.962293 
'global_time':4.957211, 'hit_distance':5.594951 
'global_time':4.957211, 'hit_distance':5.939524 
'global_time':4.968953, 'hit_distance':5.624084 
'global_time':4.968953, 'hit_distance':5.919851 
'global_time':4.984616, 'hit_distance':5.593256 
'global_time':4.984616, 'hit_distance':5.896406 
'global_time':4.994764, 'hit_distance':5.598787 
'global_time':4.994764, 'hit_distance':5.874047 
'global_time':5.006762, 'hit_distance':5.590289 
'global_time':5.006762, 'hit_distance':5.851193 
'global_time':5.019493, 'hit_distance':5.592668 
'global_time':5.019493, 'hit_distance':5.833756 
'global_time':5.031246, 'hit_distance':5.578972 
'global_time':5.043047, 'hit_distance':5.585134 
'global_time':5.057433, 'hit_distance':5.586519 
'global_time':5.070114, 'hit_distance':5.596838 
'global_time':5.081658, 'hit_distance':5.591764 
'global_time':5.093812, 'hit_distance':5.601915 
'global_time':5.104914, 'hit_distance':5.58797 
'global_time':5.116986, 'hit_distance':5.580403 
'global_time':5.127147, 'hit_distance':5.576469 
'global_time':5.127147, 'hit_distance':5.668222 
'global_time':5.143017, 'hit_distance':5.585155 
'global_time':5.143017, 'hit_distance':5.654204 
'global_time':5.154964, 'hit_distance':5.61738 
'global_time':5.154964, 'hit_distance':5.642569 
'global_time':5.167904, 'hit_distance':5.60633 
'global_time':5.167904, 'hit_distance':5.631219 
'global_time':5.178978, 'hit_distance':5.612515 
'global_time':5.178978, 'hit_distance':5.620595 
'global_time':5.18938, 'hit_distance':5.617118 
'global_time':5.18938, 'hit_distance':5.610681 
'global_time':5.201159, 'hit_distance':5.602688 
'global_time':5.201159, 'hit_distance':5.601848 
'global_time':5.215514, 'hit_distance':5.609427 
'global_time':5.215514, 'hit_distance':5.595802 
'global_time':5.227028, 'hit_distance':5.615294 
'global_time':5.227028, 'hit_distance':5.595554 
'global_time':5.239455, 'hit_distance':5.613933 
'global_time':5.239455, 'hit_distance':5.59604 
'global_time':5.252134, 'hit_distance':5.615343 
'global_time':5.252134, 'hit_distance':5.596945 
'global_time':5.264747, 'hit_distance':5.614626 
'global_time':5.264747, 'hit_distance':5.596628 
'global_time':5.276576, 'hit_distance':5.613666 
'global_time':5.276576, 'hit_distance':5.597528 
'global_time':5.288418, 'hit_distance':5.6125 
'global_time':5.288418, 'hit_distance':5.598153 
'global_time':5.304282, 'hit_distance':5.609763 
'global_time':5.304282, 'hit_distance':5.599012 
'global_time':5.314417, 'hit_distance':5.607835 
'global_time':5.314417, 'hit_distance':5.599616 
'global_time':5.327118, 'hit_distance':5.598729 
'global_time':5.327118, 'hit_distance':5.600538 
'global_time':5.343133, 'hit_distance':5.607383 
'global_time':5.343133, 'hit_distance':5.601405 
'global_time':5.356243, 'hit_distance':5.600787 
'global_time':5.356243, 'hit_distance':5.602038 
'global_time':5.368101, 'hit_distance':5.659652 
'global_time':5.368101, 'hit_distance':5.604443 
'global_time':5.379468, 'hit_distance':5.610018 
'global_time':5.389955, 'hit_distance':5.869916 
'global_time':5.389955, 'hit_distance':5.61766 
'global_time':5.403451, 'hit_distance':5.633982 
'global_time':5.415056, 'hit_distance':5.657441 
'global_time':5.427459, 'hit_distance':5.687391 
'global_time':5.479109, 'hit_distance':5.923977 
'global_time':5.491319, 'hit_distance':5.902183 
'global_time':5.503968, 'hit_distance':5.960743 
'global_time':5.514658, 'hit_distance':6.024735 
'global_time':5.526141, 'hit_distance':6.091429 
'global_time':5.551548, 'hit_distance':5.689433 
'global_time':5.564929, 'hit_distance':5.614715 
'global_time':5.58159, 'hit_distance':5.596703 
'global_time':5.594157, 'hit_distance':5.714337 
'global_time':5.609106, 'hit_distance':5.707478 
'global_time':5.618936, 'hit_distance':5.775429 
'global_time':5.721586, 'hit_distance':5.927486 
'global_time':5.733821, 'hit_distance':5.884178 
'global_time':5.745483, 'hit_distance':5.926994 
'global_time':5.745483, 'hit_distance':5.851277 
'global_time':5.760388, 'hit_distance':5.899309 
'global_time':5.760388, 'hit_distance':5.844897 
'global_time':5.773503, 'hit_distance':5.956373 
'global_time':5.773503, 'hit_distance':5.815633 
'global_time':5.79019, 'hit_distance':5.906467 
'global_time':5.79019, 'hit_distance':5.814295 
'global_time':5.802087, 'hit_distance':5.966543 
'global_time':5.802087, 'hit_distance':5.746328 
'global_time':5.812753, 'hit_distance':5.916196 
'global_time':5.812753, 'hit_distance':5.759426 
'global_time':5.826092, 'hit_distance':5.953879 
'global_time':5.826092, 'hit_distance':5.769691 
'global_time':5.836419, 'hit_distance':5.923703 
'global_time':5.836419, 'hit_distance':5.781785 
'global_time':5.847098, 'hit_distance':5.965261 
'global_time':5.847098, 'hit_distance':5.793424 
'global_time':5.858923, 'hit_distance':5.836417 
'global_time':5.858923, 'hit_distance':5.803586 
