'global_time':0.5785521, 'hit_distance':5.541829 
'global_time':5.871353, 'hit_distance':5.786948 
'global_time':5.871353, 'hit_distance':5.812739 
'global_time':5.880644, 'hit_distance':5.802563 
'global_time':5.880644, 'hit_distance':5.816889 
'global_time':5.890911, 'hit_distance':5.878876 
'global_time':5.890911, 'hit_distance':5.82474 
'global_time':5.902451, 'hit_distance':5.870044 
'global_time':5.902451, 'hit_distance':5.834749 
'global_time':5.920171, 'hit_distance':5.866582 
'global_time':5.920171, 'hit_distance':5.843005 
'global_time':5.931247, 'hit_distance':5.926296 
'global_time':5.931247, 'hit_distance':5.851635 
'global_time':5.943621, 'hit_distance':5.883324 
'global_time':5.943621, 'hit_distance':5.86017 
'global_time':5.954871, 'hit_distance':5.853684 
'global_time':5.954871, 'hit_distance':5.866901 
'global_time':5.966298, 'hit_distance':5.847051 
'global_time':5.966298, 'hit_distance':5.870081 
'global_time':5.978807, 'hit_distance':5.842988 
'global_time':5.978807, 'hit_distance':5.876894 
'global_time':5.989281, 'hit_distance':5.855994 
'global_time':5.989281, 'hit_distance':5.880761 
'global_time':6.000938, 'hit_distance':5.904475 
'global_time':6.000938, 'hit_distance':5.884867 
'global_time':6.014701, 'hit_distance':5.850145 
'global_time':6.014701, 'hit_distance':5.883757 
'global_time':6.026856, 'hit_distance':5.905906 
'global_time':6.038418, 'hit_distance':5.947132 
'global_time':6.052392, 'hit_distance':6.006009 
'global_time':6.062953, 'hit_distance':6.18687 
'global_time':6.062953, 'hit_distance':6.087627 
'global_time':6.082131, 'hit_distance':6.190893 
'global_time':6.082131, 'hit_distance':6.174751 
'global_time':6.092443, 'hit_distance':6.17624 
'global_time':6.104696, 'hit_distance':6.133529 
'global_time':6.115121, 'hit_distance':6.146403 
'global_time':6.126868, 'hit_distance':6.164535 
'global_time':6.138153, 'hit_distance':6.143581 
'global_time':6.151444, 'hit_distance':6.12987 
'global_time':6.163021, 'hit_distance':6.14124 
'global_time':6.171895, 'hit_distance':6.133019 
'global_time':6.181601, 'hit_distance':6.127937 
'global_time':6.193948, 'hit_distance':6.141143 
'global_time':6.204798, 'hit_distance':6.147117 
'global_time':6.217387, 'hit_distance':6.142303 
'global_time':6.233501, 'hit_distance':6.144268 
'global_time':6.245624, 'hit_distance':6.151516 
'global_time':6.255979, 'hit_distance':6.146495 
'global_time':6.255979, 'hit_distance':6.35022 
'global_time':6.269051, 'hit_distance':6.160202 
'global_time':6.269051, 'hit_distance':6.309785 
'global_time':6.280554, 'hit_distance':6.148675 
'global_time':6.280554, 'hit_distance':6.270652 
'global_time':6.294341, 'hit_distance':6.165452 
'global_time':6.294341, 'hit_distance':6.234323 
'global_time':6.305605, 'hit_distance':6.162555 
'global_time':6.305605, 'hit_distance':6.200094 
'global_time':6.318056, 'hit_distance':6.167363 
'global_time':6.318056, 'hit_distance':6.175993 
'global_time':6.330104, 'hit_distance':6.158817 
'global_time':6.330104, 'hit_distance':6.160447 
'global_time':6.34359, 'hit_distance':6.171599 
'global_time':6.34359, 'hit_distance':6.151412 
'global_time':6.354789, 'hit_distance':6.159473 
'global_time':6.354789, 'hit_distance':6.150506 
'global_time':6.364877, 'hit_distance':6.142955 
'global_time':6.364877, 'hit_distance':6.148291 
'global_time':6.376332, 'hit_distance':6.160551 
'global_time':6.376332, 'hit_distance':6.147777 
'global_time':6.393186, 'hit_distance':6.181109 
'global_time':6.393186, 'hit_distance':6.149596 
'global_time':6.404737, 'hit_distance':6.171334 
'global_time':6.404737, 'hit_distance':6.150787 
'global_time':6.41519, 'hit_distance':6.161511 
'global_time':6.41519, 'hit_distance':6.15035 
'global_time':6.428061, 'hit_distance':6.178068 
'global_time':6.428061, 'hit_distance':6.151546 
'global_time':6.439605, 'hit_distance':6.165344 
'global_time':6.439605, 'hit_distance':6.153159 
'global_time':6.452064, 'hit_distance':6.184553 
'global_time':6.452064, 'hit_distance':6.154826 
'global_time':6.463698, 'hit_distance':6.161669 
'global_time':6.463698, 'hit_distance':6.155974 
'global_time':6.477005, 'hit_distance':6.174358 
'global_time':6.477005, 'hit_distance':6.158015 
'global_time':6.488273, 'hit_distance':6.172299 
'global_time':6.488273, 'hit_distance':6.159385 
'global_time':6.500272, 'hit_distance':6.205313 
'global_time':6.500272, 'hit_distance':6.161893 
'global_time':6.511453, 'hit_distance':6.198621 
'global_time':6.511453, 'hit_distance':6.164025 
'global_time':6.523983, 'hit_distance':6.171811 
'global_time':6.523983, 'hit_distance':6.165281 
'global_time':6.536274, 'hit_distance':6.320834 
'global_time':6.536274, 'hit_distance':6.171967 
'global_time':6.5518, 'hit_distance':6.407792 
'global_time':6.5518, 'hit_distance':6.181876 
'global_time':6.562588, 'hit_distance':6.211569 
'global_time':6.577039, 'hit_distance':5.876503 
'global_time':6.577039, 'hit_distance':6.252366 
'global_time':6.588759, 'hit_distance':5.454154 
'global_time':6.588759, 'hit_distance':6.304246 
'global_time':6.601074, 'hit_distance':4.976272 
'global_time':6.601074, 'hit_distance':6.373081 
'global_time':6.618679, 'hit_distance':4.85593 
'global_time':6.630936, 'hit_distance':4.940688 
'global_time':6.643201, 'hit_distance':4.905476 
'global_time':6.654733, 'hit_distance':4.910629 
'global_time':6.666271, 'hit_distance':4.854737 
'global_time':6.67846, 'hit_distance':4.850436 
'global_time':6.705271, 'hit_distance':4.847027 
'global_time':6.717665, 'hit_distance':4.916964 
'global_time':6.728346, 'hit_distance':4.882235 
'global_time':6.728346, 'hit_distance':6.020506 
'global_time':6.739932, 'hit_distance':4.880988 
'global_time':6.739932, 'hit_distance':5.877221 
'global_time':6.751924, 'hit_distance':4.740635 
'global_time':6.751924, 'hit_distance':5.734732 
'global_time':6.763842, 'hit_distance':4.6621 
'global_time':6.763842, 'hit_distance':5.594396 
'global_time':6.775009, 'hit_distance':4.701037 
'global_time':6.775009, 'hit_distance':5.467755 
'global_time':6.786637, 'hit_distance':4.717476 
'global_time':6.786637, 'hit_distance':5.480582 
'global_time':6.797577, 'hit_distance':4.723053 
'global_time':6.810466, 'hit_distance':4.720203 
'global_time':6.821843, 'hit_distance':4.743215 
'global_time':6.834759, 'hit_distance':4.732127 
'global_time':6.834759, 'hit_distance':4.968991 
'global_time':6.84657, 'hit_distance':4.76476 
'global_time':6.84657, 'hit_distance':4.897542 
'global_time':6.863209, 'hit_distance':4.745523 
'global_time':6.863209, 'hit_distance':4.8498 
'global_time':6.875212, 'hit_distance':4.786458 
'global_time':6.875212, 'hit_distance':4.816385 
'global_time':6.888321, 'hit_distance':4.758673 
'global_time':6.888321, 'hit_distance':4.794011 
'global_time':6.902898, 'hit_distance':4.774796 
'global_time':6.902898, 'hit_distance':4.789433 
'global_time':6.915157, 'hit_distance':4.796948 
'global_time':6.915157, 'hit_distance':4.787551 
'global_time':6.926251, 'hit_distance':4.850318 
'global_time':6.926251, 'hit_distance':4.783887 
'global_time':6.936864, 'hit_distance':4.826009 
'global_time':6.936864, 'hit_distance':4.78125 
'global_time':6.950087, 'hit_distance':4.821103 
'global_time':6.950087, 'hit_distance':4.778392 
'global_time':6.961658, 'hit_distance':4.830724 
'global_time':6.961658, 'hit_distance':4.777921 
'global_time':6.97293, 'hit_distance':4.855462 
'global_time':6.97293, 'hit_distance':4.778851 
'global_time':6.984863, 'hit_distance':4.869784 
'global_time':6.984863, 'hit_distance':4.778858 
'global_time':6.997631, 'hit_distance':4.86224 
'global_time':6.997631, 'hit_distance':4.780098 
'global_time':7.01372, 'hit_distance':4.855779 
'global_time':7.01372, 'hit_distance':4.778356 
'global_time':7.026074, 'hit_distance':4.947874 
'global_time':7.026074, 'hit_distance':4.781268 
'global_time':7.038103, 'hit_distance':4.929748 
'global_time':7.038103, 'hit_distance':4.783339 
'global_time':7.049366, 'hit_distance':4.930971 
'global_time':7.049366, 'hit_distance':4.791477 
'global_time':7.059825, 'hit_distance':4.956833 
'global_time':7.059825, 'hit_distance':4.804169 
'global_time':7.072423, 'hit_distance':4.954367 
'global_time':7.072423, 'hit_distance':4.815104 
'global_time':7.089756, 'hit_distance':4.968365 
'global_time':7.089756, 'hit_distance':4.825767 
'global_time':7.101506, 'hit_distance':4.96876 
'global_time':7.101506, 'hit_distance':4.836409 
'global_time':7.113752, 'hit_distance':4.966959 
'global_time':7.113752, 'hit_distance':4.847192 
'global_time':7.124928, 'hit_distance':4.995033 
'global_time':7.124928, 'hit_distance':4.858065 
'global_time':7.138407, 'hit_distance':4.875265 
'global_time':7.150323, 'hit_distance':4.895364 
'global_time':7.167233, 'hit_distance':5.953565 
'global_time':7.167233, 'hit_distance':4.934536 
'global_time':7.182073, 'hit_distance':4.984837 
'global_time':7.191972, 'hit_distance':5.049188 
'global_time':7.23799, 'hit_distance':5.412419 
'global_time':7.248796, 'hit_distance':5.510428 
'global_time':7.260946, 'hit_distance':5.629236 
'global_time':7.27163, 'hit_distance':6.107179 
'global_time':7.27163, 'hit_distance':5.752401 
'global_time':7.415951, 'hit_distance':5.940518 
'global_time':7.428386, 'hit_distance':5.552319 
'global_time':7.452637, 'hit_distance':5.525454 
'global_time':7.491668, 'hit_distance':5.516071 
'global_time':7.503345, 'hit_distance':5.525992 
'global_time':7.516077, 'hit_distance':5.551686 
'global_time':7.528037, 'hit_distance':5.535841 
'global_time':7.528037, 'hit_distance':5.912193 
'global_time':7.538772, 'hit_distance':5.531602 
'global_time':7.551742, 'hit_distance':5.545479 
'global_time':7.562373, 'hit_distance':5.542716 
'global_time':7.562373, 'hit_distance':5.672139 
'global_time':7.5728, 'hit_distance':5.533789 
'global_time':7.5728, 'hit_distance':5.620651 
'global_time':7.583757, 'hit_distance':5.528213 
'global_time':7.583757, 'hit_distance':5.58352 
'global_time':7.595466, 'hit_distance':5.535407 
'global_time':7.595466, 'hit_distance':5.555521 
'global_time':7.607418, 'hit_distance':5.529529 
'global_time':7.607418, 'hit_distance':5.535304 
'global_time':7.618332, 'hit_distance':5.517594 
'global_time':7.618332, 'hit_distance':5.520879 
'global_time':7.637232, 'hit_distance':5.521589 
'global_time':7.649864, 'hit_distance':5.513563 
'global_time':7.661394, 'hit_distance':5.511346 
'global_time':7.671062, 'hit_distance':5.506037 
'global_time':7.681403, 'hit_distance':5.506588 
'global_time':7.693219, 'hit_distance':5.506214 
'global_time':7.693219, 'hit_distance':5.503265 
'global_time':7.705315, 'hit_distance':5.503225 
'global_time':7.705315, 'hit_distance':5.505556 
'global_time':7.718702, 'hit_distance':5.503129 
'global_time':7.718702, 'hit_distance':5.507024 
'global_time':7.730522, 'hit_distance':5.500484 
'global_time':7.730522, 'hit_distance':5.507952 
'global_time':7.744146, 'hit_distance':5.49996 
'global_time':7.744146, 'hit_distance':5.509448 
