Tester index:0, Test index:2
146.5148, True, 1, 0.3356509, Hover
147.2779, True, 1, 1.103062, True
149.391, True, 1, 3.216873, Hover
151.5402, True, 2, 0.3568898, Hover
152.3974, True, 2, 1.214105, True
154.914, True, 2, 3.729851, Hover
156.9367, True, 3, 0.7458535, True
158.079, True, 3, 1.88785, Hover
158.9306, True, 3, 2.740103, Hover
159.6316, True, 3, 3.440428, Hover
160.5048, True, 3, 4.309755, Hover
162.3444, True, 4, 1.146366, True
164.2488, True, 4, 3.046847, Hover
165.539, True, 4, 4.34123, Hover
167.2034, True, 5, 0.9953942, True
168.7929, True, 5, 2.585577, Hover
169.82, True, 5, 3.61049, Hover
170.5817, True, 5, 4.373614, Hover
174.9235, False, 1, 0.4509912, Hover
175.7178, False, 1, 1.246045, True
176.316, False, 1, 1.844419, Hover
177.992, False, 1, 3.517995, Hover
179.8003, False, 2, 0.319472, Hover
180.6389, False, 2, 1.1557, True
183.5748, False, 2, 4.092398, Hover
184.8521, False, 3, 0.3606971, Hover
185.4601, False, 3, 0.9686527, True
186.6492, False, 3, 2.150563, Hover
187.5189, False, 3, 3.028031, Hover
188.1402, False, 3, 3.648577, Hover
189.4412, False, 3, 4.949975, Hover
189.8387, False, 4, 0.3466574, Hover
190.6493, False, 4, 1.157993, True
193.209, False, 4, 3.711905, Hover
194.777, False, 5, 0.276314, Hover
195.5235, False, 5, 1.027554, True
196.8031, False, 5, 2.310395, Hover
197.636, False, 5, 3.141539, Hover
198.2202, False, 5, 3.725873, Hover
198.9876, False, 5, 4.493741, Hover
