'gaze_vector':0.02, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':16.63268, 'gaze_vector_x':0.06007399, 'gaze_vector_y':0.05700316, 'gaze_vector_z':0.9965601
'gaze_vector':16.64478, 'gaze_vector_x':0.08239062, 'gaze_vector_y':0.05458738, 'gaze_vector_z':0.9950894
'gaze_vector':16.65614, 'gaze_vector_x':0.09299207, 'gaze_vector_y':0.054252, 'gaze_vector_z':0.9941751
'gaze_vector':16.66723, 'gaze_vector_x':0.103467, 'gaze_vector_y':0.05309618, 'gaze_vector_z':0.9931999
'gaze_vector':16.6801, 'gaze_vector_x':0.1114432, 'gaze_vector_y':0.0510889, 'gaze_vector_z':0.9924511
'gaze_vector':16.69111, 'gaze_vector_x':0.1214281, 'gaze_vector_y':0.05352103, 'gaze_vector_z':0.9911414
'gaze_vector':16.70285, 'gaze_vector_x':0.1307743, 'gaze_vector_y':0.06335381, 'gaze_vector_z':0.989372
'gaze_vector':16.71445, 'gaze_vector_x':0.1461568, 'gaze_vector_y':0.05377661, 'gaze_vector_z':0.9877868
'gaze_vector':16.72691, 'gaze_vector_x':0.1551393, 'gaze_vector_y':0.05527024, 'gaze_vector_z':0.9863422
'gaze_vector':16.73887, 'gaze_vector_x':0.1589858, 'gaze_vector_y':0.05824813, 'gaze_vector_z':0.985555
'gaze_vector':16.74951, 'gaze_vector_x':0.1732636, 'gaze_vector_y':0.05139769, 'gaze_vector_z':0.9835281
'gaze_vector':16.76093, 'gaze_vector_x':0.1865094, 'gaze_vector_y':0.06772155, 'gaze_vector_z':0.9801079
'gaze_vector':16.77476, 'gaze_vector_x':0.1931772, 'gaze_vector_y':0.06735018, 'gaze_vector_z':0.9788452
'gaze_vector':16.78607, 'gaze_vector_x':0.2065226, 'gaze_vector_y':0.06939766, 'gaze_vector_z':0.9759764
'gaze_vector':16.7987, 'gaze_vector_x':0.2276328, 'gaze_vector_y':0.06947598, 'gaze_vector_z':0.9712603
'gaze_vector':16.81198, 'gaze_vector_x':0.2430239, 'gaze_vector_y':0.06889586, 'gaze_vector_z':0.967566
'gaze_vector':16.82318, 'gaze_vector_x':0.256211, 'gaze_vector_y':0.06603494, 'gaze_vector_z':0.9643539
'gaze_vector':16.83591, 'gaze_vector_x':0.2726106, 'gaze_vector_y':0.06251264, 'gaze_vector_z':0.9600813
'gaze_vector':16.84833, 'gaze_vector_x':0.2787676, 'gaze_vector_y':0.06455808, 'gaze_vector_z':0.9581763
'gaze_vector':16.85917, 'gaze_vector_x':0.2812569, 'gaze_vector_y':0.05905536, 'gaze_vector_z':0.9578114
'gaze_vector':16.87128, 'gaze_vector_x':0.2928582, 'gaze_vector_y':0.05861844, 'gaze_vector_z':0.9543504
'gaze_vector':16.88208, 'gaze_vector_x':0.312651, 'gaze_vector_y':0.05855267, 'gaze_vector_z':0.9480466
'gaze_vector':16.89412, 'gaze_vector_x':0.3217931, 'gaze_vector_y':0.06118619, 'gaze_vector_z':0.9448288
'gaze_vector':16.90771, 'gaze_vector_x':0.3274469, 'gaze_vector_y':0.06110747, 'gaze_vector_z':0.9428756
'gaze_vector':16.91912, 'gaze_vector_x':0.3394404, 'gaze_vector_y':0.05613039, 'gaze_vector_z':0.9389341
'gaze_vector':16.93087, 'gaze_vector_x':0.3502215, 'gaze_vector_y':0.04831633, 'gaze_vector_z':0.9354036
'gaze_vector':16.94115, 'gaze_vector_x':0.3568059, 'gaze_vector_y':0.04768432, 'gaze_vector_z':0.9329507
'gaze_vector':16.95475, 'gaze_vector_x':0.3481879, 'gaze_vector_y':0.05262972, 'gaze_vector_z':0.9359405
'gaze_vector':16.96647, 'gaze_vector_x':0.3768008, 'gaze_vector_y':0.04334223, 'gaze_vector_z':0.9252739
'gaze_vector':16.97687, 'gaze_vector_x':0.4006457, 'gaze_vector_y':0.04655089, 'gaze_vector_z':0.9150426
'gaze_vector':16.98837, 'gaze_vector_x':0.4031395, 'gaze_vector_y':0.03707799, 'gaze_vector_z':0.9143825
'gaze_vector':17.00114, 'gaze_vector_x':0.4121877, 'gaze_vector_y':0.03719314, 'gaze_vector_z':0.910327
'gaze_vector':17.01293, 'gaze_vector_x':0.424276, 'gaze_vector_y':0.0375265, 'gaze_vector_z':0.9047421
'gaze_vector':17.02328, 'gaze_vector_x':0.4413303, 'gaze_vector_y':0.01431647, 'gaze_vector_z':0.8972197
'gaze_vector':17.03675, 'gaze_vector_x':0.4432672, 'gaze_vector_y':0.01769028, 'gaze_vector_z':0.896208
'gaze_vector':17.05326, 'gaze_vector_x':0.4440949, 'gaze_vector_y':0.02944265, 'gaze_vector_z':0.8954901
'gaze_vector':17.06481, 'gaze_vector_x':0.4627144, 'gaze_vector_y':0.02583017, 'gaze_vector_z':0.8861191
'gaze_vector':17.07616, 'gaze_vector_x':0.4603458, 'gaze_vector_y':0.03346453, 'gaze_vector_z':0.8870985
'gaze_vector':17.08909, 'gaze_vector_x':0.4552328, 'gaze_vector_y':0.03262526, 'gaze_vector_z':0.8897597
'gaze_vector':17.10193, 'gaze_vector_x':0.4595985, 'gaze_vector_y':0.04189308, 'gaze_vector_z':0.8871211
'gaze_vector':17.11444, 'gaze_vector_x':0.4592161, 'gaze_vector_y':0.04665256, 'gaze_vector_z':0.8870869
'gaze_vector':17.12501, 'gaze_vector_x':0.4578593, 'gaze_vector_y':0.05782975, 'gaze_vector_z':0.8871271
'gaze_vector':17.1396, 'gaze_vector_x':0.4572779, 'gaze_vector_y':0.0550023, 'gaze_vector_z':0.8876049
'gaze_vector':17.15072, 'gaze_vector_x':0.4565075, 'gaze_vector_y':0.04786658, 'gaze_vector_z':0.8884114
'gaze_vector':17.16273, 'gaze_vector_x':0.4536084, 'gaze_vector_y':0.04489596, 'gaze_vector_z':0.8900562
'gaze_vector':17.17446, 'gaze_vector_x':0.4497059, 'gaze_vector_y':0.04386705, 'gaze_vector_z':0.8920943
'gaze_vector':17.18763, 'gaze_vector_x':0.4478656, 'gaze_vector_y':0.0433721, 'gaze_vector_z':0.893038
'gaze_vector':17.19976, 'gaze_vector_x':0.4471368, 'gaze_vector_y':0.0476841, 'gaze_vector_z':0.8931873
'gaze_vector':17.21107, 'gaze_vector_x':0.4458902, 'gaze_vector_y':0.0380799, 'gaze_vector_z':0.8942711
'gaze_vector':17.22193, 'gaze_vector_x':0.4391892, 'gaze_vector_y':0.04865173, 'gaze_vector_z':0.8970727
'gaze_vector':17.23404, 'gaze_vector_x':0.434781, 'gaze_vector_y':0.04748216, 'gaze_vector_z':0.8992673
'gaze_vector':17.24636, 'gaze_vector_x':0.4289987, 'gaze_vector_y':0.04556242, 'gaze_vector_z':0.9021458
'gaze_vector':17.25796, 'gaze_vector_x':0.4274627, 'gaze_vector_y':0.05581529, 'gaze_vector_z':0.902303
'gaze_vector':17.26905, 'gaze_vector_x':0.424589, 'gaze_vector_y':0.05406235, 'gaze_vector_z':0.9037591
'gaze_vector':17.28221, 'gaze_vector_x':0.419675, 'gaze_vector_y':0.05839537, 'gaze_vector_z':0.9057791
'gaze_vector':17.29492, 'gaze_vector_x':0.4089026, 'gaze_vector_y':0.05878823, 'gaze_vector_z':0.9106678
'gaze_vector':17.30615, 'gaze_vector_x':0.4064025, 'gaze_vector_y':0.06045159, 'gaze_vector_z':0.9116773
'gaze_vector':17.31849, 'gaze_vector_x':0.3984539, 'gaze_vector_y':0.05681623, 'gaze_vector_z':0.9154154
'gaze_vector':17.33197, 'gaze_vector_x':0.3852795, 'gaze_vector_y':0.05519853, 'gaze_vector_z':0.9211384
'gaze_vector':17.34472, 'gaze_vector_x':0.3717507, 'gaze_vector_y':0.06081253, 'gaze_vector_z':0.9263307
'gaze_vector':17.35599, 'gaze_vector_x':0.3629259, 'gaze_vector_y':0.06197972, 'gaze_vector_z':0.9297413
'gaze_vector':17.3684, 'gaze_vector_x':0.3534848, 'gaze_vector_y':0.0657841, 'gaze_vector_z':0.9331222
'gaze_vector':17.38339, 'gaze_vector_x':0.3419445, 'gaze_vector_y':0.05980624, 'gaze_vector_z':0.9378029
'gaze_vector':17.39492, 'gaze_vector_x':0.3328298, 'gaze_vector_y':0.05931131, 'gaze_vector_z':0.9411125
'gaze_vector':17.40615, 'gaze_vector_x':0.321718, 'gaze_vector_y':0.06086845, 'gaze_vector_z':0.9448719
'gaze_vector':17.41648, 'gaze_vector_x':0.3118349, 'gaze_vector_y':0.06189407, 'gaze_vector_z':0.9481006
'gaze_vector':17.42925, 'gaze_vector_x':0.3010324, 'gaze_vector_y':0.06430562, 'gaze_vector_z':0.9514412
'gaze_vector':17.44065, 'gaze_vector_x':0.2898713, 'gaze_vector_y':0.06314074, 'gaze_vector_z':0.9549649
'gaze_vector':17.45267, 'gaze_vector_x':0.2788221, 'gaze_vector_y':0.06415664, 'gaze_vector_z':0.9581855
'gaze_vector':17.46471, 'gaze_vector_x':0.2558764, 'gaze_vector_y':0.06505521, 'gaze_vector_z':0.9645135
'gaze_vector':17.4778, 'gaze_vector_x':0.2490567, 'gaze_vector_y':0.06405918, 'gaze_vector_z':0.9663577
'gaze_vector':17.48912, 'gaze_vector_x':0.2363529, 'gaze_vector_y':0.06329957, 'gaze_vector_z':0.9695917
'gaze_vector':17.50138, 'gaze_vector_x':0.2367748, 'gaze_vector_y':0.05664246, 'gaze_vector_z':0.9699005
'gaze_vector':17.51443, 'gaze_vector_x':0.2203302, 'gaze_vector_y':0.03836498, 'gaze_vector_z':0.9746579
'gaze_vector':17.52597, 'gaze_vector_x':0.2110198, 'gaze_vector_y':0.03661918, 'gaze_vector_z':0.9767926
'gaze_vector':17.53801, 'gaze_vector_x':0.1912525, 'gaze_vector_y':0.02340949, 'gaze_vector_z':0.9812468
'gaze_vector':17.55241, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':17.56566, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':17.5769, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':17.58971, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':17.60095, 'gaze_vector_x':0.1196053, 'gaze_vector_y':0.03771859, 'gaze_vector_z':0.9921013
'gaze_vector':17.61396, 'gaze_vector_x':0.1313103, 'gaze_vector_y':0.07328886, 'gaze_vector_z':0.98862
'gaze_vector':17.62627, 'gaze_vector_x':0.12101, 'gaze_vector_y':0.0859113, 'gaze_vector_z':0.988914
'gaze_vector':17.63873, 'gaze_vector_x':0.09940271, 'gaze_vector_y':0.07763074, 'gaze_vector_z':0.9920065
'gaze_vector':17.64996, 'gaze_vector_x':0.07123053, 'gaze_vector_y':0.0592832, 'gaze_vector_z':0.9956878
'gaze_vector':17.66405, 'gaze_vector_x':0.05864294, 'gaze_vector_y':0.06160662, 'gaze_vector_z':0.9963652
'gaze_vector':17.67489, 'gaze_vector_x':0.05130867, 'gaze_vector_y':0.05658793, 'gaze_vector_z':0.9970621
'gaze_vector':17.68821, 'gaze_vector_x':0.03759172, 'gaze_vector_y':0.05447177, 'gaze_vector_z':0.9977954
'gaze_vector':17.69977, 'gaze_vector_x':0.02054044, 'gaze_vector_y':0.05565041, 'gaze_vector_z':0.9982285
'gaze_vector':17.71285, 'gaze_vector_x':0.01978958, 'gaze_vector_y':0.05147488, 'gaze_vector_z':0.9984753
'gaze_vector':17.72449, 'gaze_vector_x':0.02032638, 'gaze_vector_y':0.05631162, 'gaze_vector_z':0.9981967
'gaze_vector':17.73598, 'gaze_vector_x':0.006127789, 'gaze_vector_y':0.05323472, 'gaze_vector_z':0.9985617
'gaze_vector':17.74745, 'gaze_vector_x':-0.00787035, 'gaze_vector_y':0.05204585, 'gaze_vector_z':0.9986051
'gaze_vector':17.75951, 'gaze_vector_x':-0.01701073, 'gaze_vector_y':0.05505213, 'gaze_vector_z':0.9983345
'gaze_vector':17.77069, 'gaze_vector_x':-0.02840493, 'gaze_vector_y':0.0551475, 'gaze_vector_z':0.9980596
'gaze_vector':17.78245, 'gaze_vector_x':-0.03150974, 'gaze_vector_y':0.05334689, 'gaze_vector_z':0.9980733
'gaze_vector':17.79601, 'gaze_vector_x':-0.03647703, 'gaze_vector_y':0.05585866, 'gaze_vector_z':0.9977607
'gaze_vector':17.80787, 'gaze_vector_x':-0.04374548, 'gaze_vector_y':0.05785211, 'gaze_vector_z':0.9973595
'gaze_vector':17.82094, 'gaze_vector_x':-0.06512099, 'gaze_vector_y':0.05415381, 'gaze_vector_z':0.996395
'gaze_vector':17.83244, 'gaze_vector_x':-0.07943781, 'gaze_vector_y':0.0513625, 'gaze_vector_z':0.9955015
'gaze_vector':17.84965, 'gaze_vector_x':-0.09130387, 'gaze_vector_y':0.05042093, 'gaze_vector_z':0.994541
'gaze_vector':17.8612, 'gaze_vector_x':-0.1010622, 'gaze_vector_y':0.05189661, 'gaze_vector_z':0.9935194
'gaze_vector':17.87375, 'gaze_vector_x':-0.1121006, 'gaze_vector_y':0.05298837, 'gaze_vector_z':0.9922719
'gaze_vector':17.88643, 'gaze_vector_x':-0.121901, 'gaze_vector_y':0.05134063, 'gaze_vector_z':0.9912032
'gaze_vector':17.89972, 'gaze_vector_x':-0.1435295, 'gaze_vector_y':0.05521629, 'gaze_vector_z':0.9881023
'gaze_vector':17.91092, 'gaze_vector_x':-0.1552214, 'gaze_vector_y':0.05627692, 'gaze_vector_z':0.9862662
'gaze_vector':17.92263, 'gaze_vector_x':-0.1643207, 'gaze_vector_y':0.07433789, 'gaze_vector_z':0.9835988
'gaze_vector':17.93358, 'gaze_vector_x':-0.1880117, 'gaze_vector_y':0.07761416, 'gaze_vector_z':0.9790939
'gaze_vector':17.94788, 'gaze_vector_x':-0.1923281, 'gaze_vector_y':0.07927198, 'gaze_vector_z':0.9781147
'gaze_vector':17.95831, 'gaze_vector_x':-0.1951089, 'gaze_vector_y':0.07790143, 'gaze_vector_z':0.9776703
'gaze_vector':17.97071, 'gaze_vector_x':-0.2044636, 'gaze_vector_y':0.07697681, 'gaze_vector_z':0.9758386
'gaze_vector':17.98221, 'gaze_vector_x':-0.2159213, 'gaze_vector_y':0.07531687, 'gaze_vector_z':0.9734932
'gaze_vector':17.99588, 'gaze_vector_x':-0.2210881, 'gaze_vector_y':0.07198412, 'gaze_vector_z':0.9725828
'gaze_vector':18.00792, 'gaze_vector_x':-0.2317277, 'gaze_vector_y':0.07460093, 'gaze_vector_z':0.9699113
'gaze_vector':18.02098, 'gaze_vector_x':-0.2533408, 'gaze_vector_y':0.07576291, 'gaze_vector_z':0.9643885
'gaze_vector':18.03248, 'gaze_vector_x':-0.2735234, 'gaze_vector_y':0.06952715, 'gaze_vector_z':0.9593375
'gaze_vector':18.04538, 'gaze_vector_x':-0.2791018, 'gaze_vector_y':0.07123903, 'gaze_vector_z':0.9576129
'gaze_vector':18.05581, 'gaze_vector_x':-0.2909539, 'gaze_vector_y':0.07107293, 'gaze_vector_z':0.9540869
'gaze_vector':18.07171, 'gaze_vector_x':-0.300628, 'gaze_vector_y':0.07204973, 'gaze_vector_z':0.9510018
'gaze_vector':18.08438, 'gaze_vector_x':-0.3103119, 'gaze_vector_y':0.0718141, 'gaze_vector_z':0.9479163
'gaze_vector':18.09611, 'gaze_vector_x':-0.3212351, 'gaze_vector_y':0.07218816, 'gaze_vector_z':0.9442323
'gaze_vector':18.1072, 'gaze_vector_x':-0.3298221, 'gaze_vector_y':0.07135525, 'gaze_vector_z':0.941337
'gaze_vector':18.1188, 'gaze_vector_x':-0.3402908, 'gaze_vector_y':0.07146511, 'gaze_vector_z':0.9375852
'gaze_vector':18.13227, 'gaze_vector_x':-0.3619707, 'gaze_vector_y':0.07125154, 'gaze_vector_z':0.9294569
'gaze_vector':18.14567, 'gaze_vector_x':-0.3742129, 'gaze_vector_y':0.07098457, 'gaze_vector_z':0.9246076
'gaze_vector':18.15748, 'gaze_vector_x':-0.3818166, 'gaze_vector_y':0.07012586, 'gaze_vector_z':0.92156
'gaze_vector':18.1706, 'gaze_vector_x':-0.3925644, 'gaze_vector_y':0.06511752, 'gaze_vector_z':0.9174076
'gaze_vector':18.1829, 'gaze_vector_x':-0.3943931, 'gaze_vector_y':0.05328406, 'gaze_vector_z':0.9173897
'gaze_vector':18.19563, 'gaze_vector_x':-0.4008858, 'gaze_vector_y':0.05230216, 'gaze_vector_z':0.9146163
'gaze_vector':18.20646, 'gaze_vector_x':-0.4081819, 'gaze_vector_y':0.05240712, 'gaze_vector_z':0.9113919
'gaze_vector':18.21844, 'gaze_vector_x':-0.4177998, 'gaze_vector_y':0.04546265, 'gaze_vector_z':0.9073868
'gaze_vector':18.23131, 'gaze_vector_x':-0.429562, 'gaze_vector_y':0.03964693, 'gaze_vector_z':0.9021618
'gaze_vector':18.24326, 'gaze_vector_x':-0.4474704, 'gaze_vector_y':0.03882469, 'gaze_vector_z':0.8934444
'gaze_vector':18.2561, 'gaze_vector_x':-0.4515429, 'gaze_vector_y':0.04853572, 'gaze_vector_z':0.8909195
'gaze_vector':18.27015, 'gaze_vector_x':-0.4564268, 'gaze_vector_y':0.0502582, 'gaze_vector_z':0.8883274
'gaze_vector':18.28195, 'gaze_vector_x':-0.4598116, 'gaze_vector_y':0.04702315, 'gaze_vector_z':0.8867548
'gaze_vector':18.29486, 'gaze_vector_x':-0.4625983, 'gaze_vector_y':0.04315506, 'gaze_vector_z':0.8855021
'gaze_vector':18.30629, 'gaze_vector_x':-0.4697618, 'gaze_vector_y':0.04723359, 'gaze_vector_z':0.8815119
'gaze_vector':18.32022, 'gaze_vector_x':-0.4748877, 'gaze_vector_y':0.0406195, 'gaze_vector_z':0.8790896
'gaze_vector':18.33102, 'gaze_vector_x':-0.4860172, 'gaze_vector_y':0.03681928, 'gaze_vector_z':0.8731654
'gaze_vector':18.34358, 'gaze_vector_x':-0.4872997, 'gaze_vector_y':0.041793, 'gaze_vector_z':0.8722275
'gaze_vector':18.35604, 'gaze_vector_x':-0.4928951, 'gaze_vector_y':0.03647365, 'gaze_vector_z':0.8693205
'gaze_vector':18.36822, 'gaze_vector_x':-0.4928315, 'gaze_vector_y':0.04073306, 'gaze_vector_z':0.8691602
'gaze_vector':18.3801, 'gaze_vector_x':-0.4961904, 'gaze_vector_y':0.03723786, 'gaze_vector_z':0.8674034
'gaze_vector':18.3915, 'gaze_vector_x':-0.4964688, 'gaze_vector_y':0.04392042, 'gaze_vector_z':0.8669246
'gaze_vector':18.4029, 'gaze_vector_x':-0.5014988, 'gaze_vector_y':0.03624234, 'gaze_vector_z':0.8643895
'gaze_vector':18.41573, 'gaze_vector_x':-0.4956606, 'gaze_vector_y':0.03969064, 'gaze_vector_z':0.8675928
'gaze_vector':18.42704, 'gaze_vector_x':-0.4987952, 'gaze_vector_y':0.03055714, 'gaze_vector_z':0.8661655
'gaze_vector':18.43904, 'gaze_vector_x':-0.4914323, 'gaze_vector_y':0.03318082, 'gaze_vector_z':0.8702725
'gaze_vector':18.45454, 'gaze_vector_x':-0.4879237, 'gaze_vector_y':0.03638344, 'gaze_vector_z':0.8721148
'gaze_vector':18.4659, 'gaze_vector_x':-0.4874873, 'gaze_vector_y':0.03160206, 'gaze_vector_z':0.8725522
'gaze_vector':18.47839, 'gaze_vector_x':-0.4818821, 'gaze_vector_y':0.03253528, 'gaze_vector_z':0.8756272
'gaze_vector':18.48903, 'gaze_vector_x':-0.4771855, 'gaze_vector_y':0.03619621, 'gaze_vector_z':0.8780451
'gaze_vector':18.49873, 'gaze_vector_x':-0.4718247, 'gaze_vector_y':0.03465382, 'gaze_vector_z':0.8810037
'gaze_vector':18.51196, 'gaze_vector_x':-0.4651147, 'gaze_vector_y':0.03649344, 'gaze_vector_z':0.8844808
'gaze_vector':18.52329, 'gaze_vector_x':-0.4581608, 'gaze_vector_y':0.03858083, 'gaze_vector_z':0.8880268
'gaze_vector':18.53557, 'gaze_vector_x':-0.4497744, 'gaze_vector_y':0.03878144, 'gaze_vector_z':0.8922918
'gaze_vector':18.54775, 'gaze_vector_x':-0.4412224, 'gaze_vector_y':0.04105841, 'gaze_vector_z':0.8964422
'gaze_vector':18.56029, 'gaze_vector_x':-0.4360165, 'gaze_vector_y':0.0465363, 'gaze_vector_z':0.8987194
'gaze_vector':18.57286, 'gaze_vector_x':-0.4253581, 'gaze_vector_y':0.04196109, 'gaze_vector_z':0.9040431
'gaze_vector':18.58869, 'gaze_vector_x':-0.4053761, 'gaze_vector_y':0.04013456, 'gaze_vector_z':0.9132523
'gaze_vector':18.60043, 'gaze_vector_x':-0.4120541, 'gaze_vector_y':0.04409057, 'gaze_vector_z':0.9100873
'gaze_vector':18.61288, 'gaze_vector_x':-0.4036959, 'gaze_vector_y':0.0467777, 'gaze_vector_z':0.9136889
'gaze_vector':18.62398, 'gaze_vector_x':-0.401999, 'gaze_vector_y':0.0511456, 'gaze_vector_z':0.9142004
'gaze_vector':18.63503, 'gaze_vector_x':-0.3875803, 'gaze_vector_y':0.0461617, 'gaze_vector_z':0.92067
'gaze_vector':18.64817, 'gaze_vector_x':-0.376028, 'gaze_vector_y':0.05115668, 'gaze_vector_z':0.9251876
'gaze_vector':18.66082, 'gaze_vector_x':-0.3689193, 'gaze_vector_y':0.05035127, 'gaze_vector_z':0.9280916
'gaze_vector':18.67298, 'gaze_vector_x':-0.3548082, 'gaze_vector_y':0.05081715, 'gaze_vector_z':0.9335433
'gaze_vector':18.68518, 'gaze_vector_x':-0.338284, 'gaze_vector_y':0.05269329, 'gaze_vector_z':0.9395623
'gaze_vector':18.69903, 'gaze_vector_x':-0.3201843, 'gaze_vector_y':0.04997499, 'gaze_vector_z':0.9460285
'gaze_vector':18.71009, 'gaze_vector_x':-0.3137197, 'gaze_vector_y':0.05176552, 'gaze_vector_z':0.9481
'gaze_vector':18.72385, 'gaze_vector_x':-0.3092364, 'gaze_vector_y':0.05319262, 'gaze_vector_z':0.9494888
'gaze_vector':18.73616, 'gaze_vector_x':-0.2971727, 'gaze_vector_y':0.05676886, 'gaze_vector_z':0.953124
'gaze_vector':18.75059, 'gaze_vector_x':-0.2841745, 'gaze_vector_y':0.05559363, 'gaze_vector_z':0.9571588
'gaze_vector':18.76348, 'gaze_vector_x':-0.2712846, 'gaze_vector_y':0.05570496, 'gaze_vector_z':0.9608817
'gaze_vector':18.77601, 'gaze_vector_x':-0.2484078, 'gaze_vector_y':0.06085643, 'gaze_vector_z':0.9667308
'gaze_vector':18.7898, 'gaze_vector_x':-0.2509238, 'gaze_vector_y':0.06120076, 'gaze_vector_z':0.9660556
'gaze_vector':18.80112, 'gaze_vector_x':-0.2410009, 'gaze_vector_y':0.07121367, 'gaze_vector_z':0.9678918
'gaze_vector':18.8145, 'gaze_vector_x':-0.2178636, 'gaze_vector_y':0.07987887, 'gaze_vector_z':0.9726908
'gaze_vector':18.82811, 'gaze_vector_x':-0.208964, 'gaze_vector_y':0.06247031, 'gaze_vector_z':0.9759215
'gaze_vector':18.83973, 'gaze_vector_x':-0.2050355, 'gaze_vector_y':0.07097489, 'gaze_vector_z':0.9761627
'gaze_vector':18.85116, 'gaze_vector_x':-0.1860938, 'gaze_vector_y':0.06246939, 'gaze_vector_z':0.9805286
'gaze_vector':18.86413, 'gaze_vector_x':-0.1613745, 'gaze_vector_y':0.06626671, 'gaze_vector_z':0.9846611
'gaze_vector':18.87818, 'gaze_vector_x':-0.1508978, 'gaze_vector_y':0.06864692, 'gaze_vector_z':0.9861478
'gaze_vector':18.88979, 'gaze_vector_x':-0.1403708, 'gaze_vector_y':0.06924451, 'gaze_vector_z':0.9876658
'gaze_vector':18.90003, 'gaze_vector_x':-0.132315, 'gaze_vector_y':0.07123278, 'gaze_vector_z':0.9886295
'gaze_vector':18.91186, 'gaze_vector_x':-0.1287132, 'gaze_vector_y':0.07319239, 'gaze_vector_z':0.9889647
'gaze_vector':18.92367, 'gaze_vector_x':-0.1140849, 'gaze_vector_y':0.08014501, 'gaze_vector_z':0.9902244
'gaze_vector':18.9372, 'gaze_vector_x':-0.1069796, 'gaze_vector_y':0.07530648, 'gaze_vector_z':0.9914044
'gaze_vector':18.94775, 'gaze_vector_x':-0.09639128, 'gaze_vector_y':0.0711848, 'gaze_vector_z':0.9927915
'gaze_vector':18.95929, 'gaze_vector_x':-0.08900732, 'gaze_vector_y':0.06993832, 'gaze_vector_z':0.993571
'gaze_vector':18.97303, 'gaze_vector_x':-0.07803643, 'gaze_vector_y':0.06706418, 'gaze_vector_z':0.9946821
'gaze_vector':18.98543, 'gaze_vector_x':-0.06850955, 'gaze_vector_y':0.07028122, 'gaze_vector_z':0.9951601
'gaze_vector':18.99756, 'gaze_vector_x':-0.04633348, 'gaze_vector_y':0.05783613, 'gaze_vector_z':0.9972352
'gaze_vector':19.0098, 'gaze_vector_x':-0.03451396, 'gaze_vector_y':0.06545565, 'gaze_vector_z':0.9972517
'gaze_vector':19.02334, 'gaze_vector_x':-0.02457865, 'gaze_vector_y':0.06774469, 'gaze_vector_z':0.997391
'gaze_vector':19.03531, 'gaze_vector_x':-0.01867667, 'gaze_vector_y':0.06796151, 'gaze_vector_z':0.9975028
'gaze_vector':19.04744, 'gaze_vector_x':-0.01076392, 'gaze_vector_y':0.06553882, 'gaze_vector_z':0.9977845
'gaze_vector':19.05686, 'gaze_vector_x':-0.008210452, 'gaze_vector_y':0.06408752, 'gaze_vector_z':0.9978955
'gaze_vector':19.07074, 'gaze_vector_x':0.004287547, 'gaze_vector_y':0.06274658, 'gaze_vector_z':0.9980091
'gaze_vector':19.08247, 'gaze_vector_x':0.01531792, 'gaze_vector_y':0.06436133, 'gaze_vector_z':0.9977943
'gaze_vector':19.10041, 'gaze_vector_x':0.03391395, 'gaze_vector_y':0.06185986, 'gaze_vector_z':0.9975032
'gaze_vector':19.11797, 'gaze_vector_x':0.04164351, 'gaze_vector_y':0.0599203, 'gaze_vector_z':0.9973224
'gaze_vector':19.13113, 'gaze_vector_x':0.05975114, 'gaze_vector_y':0.05939401, 'gaze_vector_z':0.9964373
'gaze_vector':19.14648, 'gaze_vector_x':0.06968951, 'gaze_vector_y':0.05884054, 'gaze_vector_z':0.9958217
'gaze_vector':19.15816, 'gaze_vector_x':0.08138337, 'gaze_vector_y':0.05883393, 'gaze_vector_z':0.9949396
'gaze_vector':19.1713, 'gaze_vector_x':0.09236018, 'gaze_vector_y':0.05895025, 'gaze_vector_z':0.9939728
'gaze_vector':19.18463, 'gaze_vector_x':0.1023747, 'gaze_vector_y':0.05936433, 'gaze_vector_z':0.9929712
'gaze_vector':19.19603, 'gaze_vector_x':0.1122092, 'gaze_vector_y':0.05999407, 'gaze_vector_z':0.9918596
'gaze_vector':19.20763, 'gaze_vector_x':0.1231137, 'gaze_vector_y':0.06034275, 'gaze_vector_z':0.9905481
'gaze_vector':19.22094, 'gaze_vector_x':0.1444596, 'gaze_vector_y':0.06196862, 'gaze_vector_z':0.9875613
'gaze_vector':19.2319, 'gaze_vector_x':0.1562036, 'gaze_vector_y':0.06738377, 'gaze_vector_z':0.9854133
'gaze_vector':19.24403, 'gaze_vector_x':0.1647796, 'gaze_vector_y':0.06657837, 'gaze_vector_z':0.9840742
'gaze_vector':19.25699, 'gaze_vector_x':0.1746051, 'gaze_vector_y':0.06654866, 'gaze_vector_z':0.9823706
'gaze_vector':19.26873, 'gaze_vector_x':0.1799805, 'gaze_vector_y':0.0667941, 'gaze_vector_z':0.981384
'gaze_vector':19.27988, 'gaze_vector_x':0.1889375, 'gaze_vector_y':0.06755673, 'gaze_vector_z':0.979653
'gaze_vector':19.29061, 'gaze_vector_x':0.200214, 'gaze_vector_y':0.06870954, 'gaze_vector_z':0.9773262
