'gaze_vector':0.02, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':21.15226, 'gaze_vector_x':-0.3752455, 'gaze_vector_y':0.04533203, 'gaze_vector_z':0.9258042
'gaze_vector':21.16451, 'gaze_vector_x':-0.3624023, 'gaze_vector_y':0.04599433, 'gaze_vector_z':0.9308721
'gaze_vector':21.17743, 'gaze_vector_x':-0.352785, 'gaze_vector_y':0.04646395, 'gaze_vector_z':0.9345385
'gaze_vector':21.18926, 'gaze_vector_x':-0.3390644, 'gaze_vector_y':0.04654954, 'gaze_vector_z':0.9396023
'gaze_vector':21.20023, 'gaze_vector_x':-0.3221811, 'gaze_vector_y':0.04633759, 'gaze_vector_z':0.9455287
'gaze_vector':21.21302, 'gaze_vector_x':-0.3071588, 'gaze_vector_y':0.04677738, 'gaze_vector_z':0.9504989
'gaze_vector':21.22613, 'gaze_vector_x':-0.2927082, 'gaze_vector_y':0.04652488, 'gaze_vector_z':0.9550602
'gaze_vector':21.23731, 'gaze_vector_x':-0.2788224, 'gaze_vector_y':0.04709173, 'gaze_vector_z':0.9591717
'gaze_vector':21.24973, 'gaze_vector_x':-0.2454033, 'gaze_vector_y':0.04550903, 'gaze_vector_z':0.9683464
'gaze_vector':21.26337, 'gaze_vector_x':-0.2151899, 'gaze_vector_y':0.05295219, 'gaze_vector_z':0.9751258
'gaze_vector':21.27831, 'gaze_vector_x':-0.2060573, 'gaze_vector_y':0.05511476, 'gaze_vector_z':0.9769776
'gaze_vector':21.29032, 'gaze_vector_x':-0.1986572, 'gaze_vector_y':0.05504917, 'gaze_vector_z':0.9785196
'gaze_vector':21.30327, 'gaze_vector_x':-0.1915878, 'gaze_vector_y':0.05470742, 'gaze_vector_z':0.9799394
'gaze_vector':21.31631, 'gaze_vector_x':-0.1654197, 'gaze_vector_y':0.05591822, 'gaze_vector_z':0.9846295
'gaze_vector':21.32823, 'gaze_vector_x':-0.1321571, 'gaze_vector_y':0.05892307, 'gaze_vector_z':0.9894647
'gaze_vector':21.3414, 'gaze_vector_x':-0.1193509, 'gaze_vector_y':0.05932222, 'gaze_vector_z':0.9910684
'gaze_vector':21.35233, 'gaze_vector_x':-0.1056485, 'gaze_vector_y':0.06021384, 'gaze_vector_z':0.9925653
'gaze_vector':21.3653, 'gaze_vector_x':-0.09181145, 'gaze_vector_y':0.05982367, 'gaze_vector_z':0.9939706
'gaze_vector':21.37723, 'gaze_vector_x':-0.07880254, 'gaze_vector_y':0.05950424, 'gaze_vector_z':0.9950976
'gaze_vector':21.39125, 'gaze_vector_x':-0.06717991, 'gaze_vector_y':0.05782742, 'gaze_vector_z':0.9960585
'gaze_vector':21.4029, 'gaze_vector_x':-0.05540369, 'gaze_vector_y':0.05781174, 'gaze_vector_z':0.996784
'gaze_vector':21.41504, 'gaze_vector_x':-0.03149963, 'gaze_vector_y':0.05903877, 'gaze_vector_z':0.9977519
'gaze_vector':21.42736, 'gaze_vector_x':-0.02001001, 'gaze_vector_y':0.05940307, 'gaze_vector_z':0.9980286
'gaze_vector':21.44144, 'gaze_vector_x':-0.007750012, 'gaze_vector_y':0.06001702, 'gaze_vector_z':0.9981593
'gaze_vector':21.45246, 'gaze_vector_x':0.004905425, 'gaze_vector_y':0.0605744, 'gaze_vector_z':0.9981418
'gaze_vector':21.46493, 'gaze_vector_x':0.01601599, 'gaze_vector_y':0.06108933, 'gaze_vector_z':0.9979902
'gaze_vector':21.4776, 'gaze_vector_x':0.02834518, 'gaze_vector_y':0.06174907, 'gaze_vector_z':0.9976881
'gaze_vector':21.49131, 'gaze_vector_x':0.03987394, 'gaze_vector_y':0.06269207, 'gaze_vector_z':0.9972265
'gaze_vector':21.50282, 'gaze_vector_x':0.05359012, 'gaze_vector_y':0.06162281, 'gaze_vector_z':0.9966451
'gaze_vector':21.51427, 'gaze_vector_x':0.06471365, 'gaze_vector_y':0.06330593, 'gaze_vector_z':0.9958819
'gaze_vector':21.52832, 'gaze_vector_x':0.08723076, 'gaze_vector_y':0.06048843, 'gaze_vector_z':0.9943452
'gaze_vector':21.54152, 'gaze_vector_x':0.09810601, 'gaze_vector_y':0.05995588, 'gaze_vector_z':0.9933613
'gaze_vector':21.55264, 'gaze_vector_x':0.1084218, 'gaze_vector_y':0.05921528, 'gaze_vector_z':0.9923394
'gaze_vector':21.56479, 'gaze_vector_x':0.119645, 'gaze_vector_y':0.0591637, 'gaze_vector_z':0.9910465
'gaze_vector':21.57772, 'gaze_vector_x':0.1348331, 'gaze_vector_y':0.05557733, 'gaze_vector_z':0.9893056
'gaze_vector':21.58979, 'gaze_vector_x':0.1459336, 'gaze_vector_y':0.04961058, 'gaze_vector_z':0.9880413
'gaze_vector':21.60144, 'gaze_vector_x':0.1596891, 'gaze_vector_y':0.05007515, 'gaze_vector_z':0.9858916
'gaze_vector':21.6139, 'gaze_vector_x':0.1739473, 'gaze_vector_y':0.05134181, 'gaze_vector_z':0.9834027
'gaze_vector':21.62758, 'gaze_vector_x':0.1886293, 'gaze_vector_y':0.05101848, 'gaze_vector_z':0.9807174
'gaze_vector':21.64012, 'gaze_vector_x':0.2122911, 'gaze_vector_y':0.0501556, 'gaze_vector_z':0.9759108
'gaze_vector':21.65162, 'gaze_vector_x':0.2245859, 'gaze_vector_y':0.05012093, 'gaze_vector_z':0.9731622
'gaze_vector':21.66419, 'gaze_vector_x':0.2354409, 'gaze_vector_y':0.04795179, 'gaze_vector_z':0.9706911
'gaze_vector':21.67723, 'gaze_vector_x':0.2476155, 'gaze_vector_y':0.04753715, 'gaze_vector_z':0.9676884
'gaze_vector':21.68849, 'gaze_vector_x':0.2587238, 'gaze_vector_y':0.04762666, 'gaze_vector_z':0.9647626
'gaze_vector':21.69941, 'gaze_vector_x':0.2730924, 'gaze_vector_y':0.0470703, 'gaze_vector_z':0.9608242
'gaze_vector':21.71084, 'gaze_vector_x':0.2866127, 'gaze_vector_y':0.04479221, 'gaze_vector_z':0.9569869
'gaze_vector':21.72423, 'gaze_vector_x':0.2973893, 'gaze_vector_y':0.04536067, 'gaze_vector_z':0.9536722
'gaze_vector':21.73543, 'gaze_vector_x':0.3072215, 'gaze_vector_y':0.04487044, 'gaze_vector_z':0.9505741
'gaze_vector':21.74715, 'gaze_vector_x':0.313642, 'gaze_vector_y':0.04458192, 'gaze_vector_z':0.9484911
'gaze_vector':21.75889, 'gaze_vector_x':0.3209634, 'gaze_vector_y':0.0433191, 'gaze_vector_z':0.9460952
'gaze_vector':21.77642, 'gaze_vector_x':0.3428088, 'gaze_vector_y':0.04351652, 'gaze_vector_z':0.938384
'gaze_vector':21.78698, 'gaze_vector_x':0.3511814, 'gaze_vector_y':0.04251562, 'gaze_vector_z':0.9353324
'gaze_vector':21.79892, 'gaze_vector_x':0.3619236, 'gaze_vector_y':0.04262755, 'gaze_vector_z':0.9312205
'gaze_vector':21.81254, 'gaze_vector_x':0.3700451, 'gaze_vector_y':0.04359685, 'gaze_vector_z':0.9279884
'gaze_vector':21.82474, 'gaze_vector_x':0.3773657, 'gaze_vector_y':0.04341508, 'gaze_vector_z':0.9250444
'gaze_vector':21.83434, 'gaze_vector_x':0.3832985, 'gaze_vector_y':0.04341556, 'gaze_vector_z':0.9226031
'gaze_vector':21.84679, 'gaze_vector_x':0.388476, 'gaze_vector_y':0.0419721, 'gaze_vector_z':0.920495
'gaze_vector':21.86054, 'gaze_vector_x':0.4024075, 'gaze_vector_y':0.04502707, 'gaze_vector_z':0.9143365
'gaze_vector':21.87243, 'gaze_vector_x':0.4130842, 'gaze_vector_y':0.04336486, 'gaze_vector_z':0.9096496
'gaze_vector':21.88411, 'gaze_vector_x':0.4191716, 'gaze_vector_y':0.0431405, 'gaze_vector_z':0.9068773
'gaze_vector':21.89614, 'gaze_vector_x':0.4251408, 'gaze_vector_y':0.04067307, 'gaze_vector_z':0.9042113
'gaze_vector':21.91054, 'gaze_vector_x':0.4304129, 'gaze_vector_y':0.04282992, 'gaze_vector_z':0.9016111
'gaze_vector':21.92275, 'gaze_vector_x':0.4265902, 'gaze_vector_y':0.03964164, 'gaze_vector_z':0.9035608
'gaze_vector':21.93423, 'gaze_vector_x':0.4240963, 'gaze_vector_y':0.03540246, 'gaze_vector_z':0.9049171
'gaze_vector':21.94727, 'gaze_vector_x':0.420588, 'gaze_vector_y':0.03310558, 'gaze_vector_z':0.9066433
'gaze_vector':21.96052, 'gaze_vector_x':0.4188123, 'gaze_vector_y':0.03217158, 'gaze_vector_z':0.9075006
'gaze_vector':21.97249, 'gaze_vector_x':0.4168409, 'gaze_vector_y':0.03184393, 'gaze_vector_z':0.908412
'gaze_vector':21.98455, 'gaze_vector_x':0.415906, 'gaze_vector_y':0.03143986, 'gaze_vector_z':0.9088566
'gaze_vector':21.9986, 'gaze_vector_x':0.4198624, 'gaze_vector_y':0.03298911, 'gaze_vector_z':0.9069723
'gaze_vector':22.01001, 'gaze_vector_x':0.4241426, 'gaze_vector_y':0.03450561, 'gaze_vector_z':0.9049369
'gaze_vector':22.0214, 'gaze_vector_x':0.42772, 'gaze_vector_y':0.03614532, 'gaze_vector_z':0.903186
'gaze_vector':22.03397, 'gaze_vector_x':0.4266376, 'gaze_vector_y':0.03648047, 'gaze_vector_z':0.9036777
'gaze_vector':22.04833, 'gaze_vector_x':0.4215156, 'gaze_vector_y':0.03596194, 'gaze_vector_z':0.9060943
'gaze_vector':22.06011, 'gaze_vector_x':0.4075096, 'gaze_vector_y':0.03531751, 'gaze_vector_z':0.9125154
'gaze_vector':22.07203, 'gaze_vector_x':0.4031268, 'gaze_vector_y':0.03484656, 'gaze_vector_z':0.9144791
'gaze_vector':22.08338, 'gaze_vector_x':0.3957778, 'gaze_vector_y':0.0347957, 'gaze_vector_z':0.9176813
'gaze_vector':22.0948, 'gaze_vector_x':0.3891266, 'gaze_vector_y':0.03539892, 'gaze_vector_z':0.9205021
'gaze_vector':22.10694, 'gaze_vector_x':0.3779927, 'gaze_vector_y':0.03448349, 'gaze_vector_z':0.9251614
'gaze_vector':22.11855, 'gaze_vector_x':0.3666812, 'gaze_vector_y':0.03756375, 'gaze_vector_z':0.9295715
'gaze_vector':22.13073, 'gaze_vector_x':0.355927, 'gaze_vector_y':0.03153564, 'gaze_vector_z':0.9339744
'gaze_vector':22.14388, 'gaze_vector_x':0.347466, 'gaze_vector_y':0.03089305, 'gaze_vector_z':0.9371676
'gaze_vector':22.15593, 'gaze_vector_x':0.3369302, 'gaze_vector_y':0.03105953, 'gaze_vector_z':0.9410133
'gaze_vector':22.16954, 'gaze_vector_x':0.3272223, 'gaze_vector_y':0.03499894, 'gaze_vector_z':0.9442881
'gaze_vector':22.18151, 'gaze_vector_x':0.3027712, 'gaze_vector_y':0.03336979, 'gaze_vector_z':0.9524657
'gaze_vector':22.19523, 'gaze_vector_x':0.2891921, 'gaze_vector_y':0.03590285, 'gaze_vector_z':0.9565894
'gaze_vector':22.20637, 'gaze_vector_x':0.2772451, 'gaze_vector_y':0.0328842, 'gaze_vector_z':0.9602262
'gaze_vector':22.21887, 'gaze_vector_x':0.265114, 'gaze_vector_y':0.03320538, 'gaze_vector_z':0.9636351
'gaze_vector':22.23372, 'gaze_vector_x':0.2507562, 'gaze_vector_y':0.0324173, 'gaze_vector_z':0.9675001
'gaze_vector':22.24462, 'gaze_vector_x':0.2344822, 'gaze_vector_y':0.03153399, 'gaze_vector_z':0.9716065
'gaze_vector':22.257, 'gaze_vector_x':0.2195493, 'gaze_vector_y':0.03214341, 'gaze_vector_z':0.9750629
'gaze_vector':22.26863, 'gaze_vector_x':0.2042648, 'gaze_vector_y':0.03061432, 'gaze_vector_z':0.97843
'gaze_vector':22.28574, 'gaze_vector_x':0.1697716, 'gaze_vector_y':0.03357523, 'gaze_vector_z':0.9849076
'gaze_vector':22.29728, 'gaze_vector_x':0.1530012, 'gaze_vector_y':0.03720301, 'gaze_vector_z':0.9875212
'gaze_vector':22.30913, 'gaze_vector_x':0.14053, 'gaze_vector_y':0.03851048, 'gaze_vector_z':0.9893133
'gaze_vector':22.32166, 'gaze_vector_x':0.126333, 'gaze_vector_y':0.03868839, 'gaze_vector_z':0.9912322
'gaze_vector':22.33598, 'gaze_vector_x':0.1113312, 'gaze_vector_y':0.03977842, 'gaze_vector_z':0.9929743
'gaze_vector':22.34785, 'gaze_vector_x':0.09665658, 'gaze_vector_y':0.03969455, 'gaze_vector_z':0.9945172
'gaze_vector':22.35936, 'gaze_vector_x':0.0678537, 'gaze_vector_y':0.0413705, 'gaze_vector_z':0.9968246
'gaze_vector':22.37139, 'gaze_vector_x':0.05140021, 'gaze_vector_y':0.0419034, 'gaze_vector_z':0.9977896
'gaze_vector':22.38558, 'gaze_vector_x':0.03715779, 'gaze_vector_y':0.0448984, 'gaze_vector_z':0.9982983
'gaze_vector':22.39736, 'gaze_vector_x':0.02317226, 'gaze_vector_y':0.04363018, 'gaze_vector_z':0.9987766
'gaze_vector':22.40998, 'gaze_vector_x':0.0111829, 'gaze_vector_y':0.04694633, 'gaze_vector_z':0.9988209
'gaze_vector':22.42281, 'gaze_vector_x':5.851127E-05, 'gaze_vector_y':0.04719273, 'gaze_vector_z':0.9988706
'gaze_vector':22.43502, 'gaze_vector_x':-0.01194646, 'gaze_vector_y':0.04891109, 'gaze_vector_z':0.9987176
'gaze_vector':22.44632, 'gaze_vector_x':-0.02338899, 'gaze_vector_y':0.04955635, 'gaze_vector_z':0.9984915
'gaze_vector':22.45752, 'gaze_vector_x':-0.03452115, 'gaze_vector_y':0.05082294, 'gaze_vector_z':0.9981074
'gaze_vector':22.47008, 'gaze_vector_x':-0.04533529, 'gaze_vector_y':0.05138403, 'gaze_vector_z':0.9976491
'gaze_vector':22.48697, 'gaze_vector_x':-0.06370314, 'gaze_vector_y':0.05261154, 'gaze_vector_z':0.996567
'gaze_vector':22.5001, 'gaze_vector_x':-0.07381939, 'gaze_vector_y':0.05346679, 'gaze_vector_z':0.9958361
'gaze_vector':22.51155, 'gaze_vector_x':-0.08487943, 'gaze_vector_y':0.05262596, 'gaze_vector_z':0.9949883
'gaze_vector':22.52486, 'gaze_vector_x':-0.09518659, 'gaze_vector_y':0.05373321, 'gaze_vector_z':0.9940002
'gaze_vector':22.53714, 'gaze_vector_x':-0.1293395, 'gaze_vector_y':0.04878121, 'gaze_vector_z':0.990389
'gaze_vector':22.54878, 'gaze_vector_x':-0.1443782, 'gaze_vector_y':0.04546579, 'gaze_vector_z':0.9884723
'gaze_vector':22.56081, 'gaze_vector_x':-0.162547, 'gaze_vector_y':0.04339584, 'gaze_vector_z':0.9857344
'gaze_vector':22.57439, 'gaze_vector_x':-0.1716959, 'gaze_vector_y':0.04373204, 'gaze_vector_z':0.9841722
'gaze_vector':22.58652, 'gaze_vector_x':-0.1743909, 'gaze_vector_y':0.04459437, 'gaze_vector_z':0.9836593
'gaze_vector':22.59857, 'gaze_vector_x':-0.1791836, 'gaze_vector_y':0.04851139, 'gaze_vector_z':0.9826057
'gaze_vector':22.61146, 'gaze_vector_x':-0.1857642, 'gaze_vector_y':0.04897625, 'gaze_vector_z':0.9813574
'gaze_vector':22.62269, 'gaze_vector_x':-0.1950953, 'gaze_vector_y':0.04874714, 'gaze_vector_z':0.9795638
'gaze_vector':22.63527, 'gaze_vector_x':-0.2053514, 'gaze_vector_y':0.04804713, 'gaze_vector_z':0.9774964
'gaze_vector':22.64737, 'gaze_vector_x':-0.2193896, 'gaze_vector_y':0.0459133, 'gaze_vector_z':0.9745464
'gaze_vector':22.66034, 'gaze_vector_x':-0.2413105, 'gaze_vector_y':0.04511493, 'gaze_vector_z':0.969385
'gaze_vector':22.67207, 'gaze_vector_x':-0.2492373, 'gaze_vector_y':0.04597609, 'gaze_vector_z':0.9673414
'gaze_vector':22.68342, 'gaze_vector_x':-0.2591149, 'gaze_vector_y':0.040413, 'gaze_vector_z':0.9649995
'gaze_vector':22.69563, 'gaze_vector_x':-0.2799844, 'gaze_vector_y':0.03720897, 'gaze_vector_z':0.9592787
'gaze_vector':22.70917, 'gaze_vector_x':-0.2930989, 'gaze_vector_y':0.03194284, 'gaze_vector_z':0.9555364
'gaze_vector':22.72176, 'gaze_vector_x':-0.3040808, 'gaze_vector_y':0.02986877, 'gaze_vector_z':0.9521659
'gaze_vector':22.73427, 'gaze_vector_x':-0.3112525, 'gaze_vector_y':0.02967354, 'gaze_vector_z':0.9498585
'gaze_vector':22.74744, 'gaze_vector_x':-0.3154168, 'gaze_vector_y':0.03213708, 'gaze_vector_z':0.948405
'gaze_vector':22.75997, 'gaze_vector_x':-0.345215, 'gaze_vector_y':0.04935644, 'gaze_vector_z':0.9372162
'gaze_vector':22.77179, 'gaze_vector_x':-0.379218, 'gaze_vector_y':0.0642495, 'gaze_vector_z':0.9230688
'gaze_vector':22.78728, 'gaze_vector_x':-0.3842249, 'gaze_vector_y':0.05626261, 'gaze_vector_z':0.9215154
'gaze_vector':22.80035, 'gaze_vector_x':-0.3903959, 'gaze_vector_y':0.05500228, 'gaze_vector_z':0.9189887
'gaze_vector':22.81131, 'gaze_vector_x':-0.3980784, 'gaze_vector_y':0.05452779, 'gaze_vector_z':0.9157159
'gaze_vector':22.82337, 'gaze_vector_x':-0.4030997, 'gaze_vector_y':0.05457731, 'gaze_vector_z':0.9135258
'gaze_vector':22.83478, 'gaze_vector_x':-0.4012693, 'gaze_vector_y':0.05725647, 'gaze_vector_z':0.9141554
'gaze_vector':22.84822, 'gaze_vector_x':-0.3972596, 'gaze_vector_y':0.06833586, 'gaze_vector_z':0.9151447
'gaze_vector':22.86025, 'gaze_vector_x':-0.4086488, 'gaze_vector_y':0.06817624, 'gaze_vector_z':0.9101369
'gaze_vector':22.87243, 'gaze_vector_x':-0.4138423, 'gaze_vector_y':0.07023969, 'gaze_vector_z':0.9076338
'gaze_vector':22.88419, 'gaze_vector_x':-0.4165334, 'gaze_vector_y':0.07053533, 'gaze_vector_z':0.9063668
'gaze_vector':22.89602, 'gaze_vector_x':-0.4219845, 'gaze_vector_y':0.06807466, 'gaze_vector_z':0.9040373
'gaze_vector':22.9089, 'gaze_vector_x':-0.4266289, 'gaze_vector_y':0.06610373, 'gaze_vector_z':0.9019941
'gaze_vector':22.9223, 'gaze_vector_x':-0.4336028, 'gaze_vector_y':0.0634881, 'gaze_vector_z':0.8988513
'gaze_vector':22.93436, 'gaze_vector_x':-0.4450554, 'gaze_vector_y':0.06177608, 'gaze_vector_z':0.8933661
'gaze_vector':22.94882, 'gaze_vector_x':-0.4481481, 'gaze_vector_y':0.06049166, 'gaze_vector_z':0.8919048
'gaze_vector':22.96484, 'gaze_vector_x':-0.4478187, 'gaze_vector_y':0.06209225, 'gaze_vector_z':0.8919626
'gaze_vector':22.97686, 'gaze_vector_x':-0.4465443, 'gaze_vector_y':0.0623618, 'gaze_vector_z':0.8925827
'gaze_vector':22.98953, 'gaze_vector_x':-0.4801642, 'gaze_vector_y':0.07131943, 'gaze_vector_z':0.8742651
'gaze_vector':23.00162, 'gaze_vector_x':-0.4847372, 'gaze_vector_y':0.064214, 'gaze_vector_z':0.8722916
'gaze_vector':23.014, 'gaze_vector_x':-0.4986774, 'gaze_vector_y':0.06695472, 'gaze_vector_z':0.8641951
'gaze_vector':23.02647, 'gaze_vector_x':-0.4938248, 'gaze_vector_y':0.04899741, 'gaze_vector_z':0.8681641
'gaze_vector':23.03971, 'gaze_vector_x':-0.4886906, 'gaze_vector_y':0.05288554, 'gaze_vector_z':0.8708416
'gaze_vector':23.05211, 'gaze_vector_x':-0.4891812, 'gaze_vector_y':0.05589266, 'gaze_vector_z':0.8703865
'gaze_vector':23.06351, 'gaze_vector_x':-0.4873945, 'gaze_vector_y':0.05693606, 'gaze_vector_z':0.8713084
'gaze_vector':23.07579, 'gaze_vector_x':-0.4855731, 'gaze_vector_y':0.05821331, 'gaze_vector_z':0.8722439
'gaze_vector':23.08867, 'gaze_vector_x':-0.4465143, 'gaze_vector_y':0.04338152, 'gaze_vector_z':0.8937203
'gaze_vector':23.10117, 'gaze_vector_x':-0.4493773, 'gaze_vector_y':0.0461178, 'gaze_vector_z':0.8921379
'gaze_vector':23.11348, 'gaze_vector_x':-0.4516531, 'gaze_vector_y':0.04833025, 'gaze_vector_z':0.890875
'gaze_vector':23.12707, 'gaze_vector_x':-0.4470094, 'gaze_vector_y':0.04861162, 'gaze_vector_z':0.8931992
'gaze_vector':23.14046, 'gaze_vector_x':-0.4516357, 'gaze_vector_y':0.04501624, 'gaze_vector_z':0.8910538
'gaze_vector':23.15178, 'gaze_vector_x':-0.4575777, 'gaze_vector_y':0.06049291, 'gaze_vector_z':0.8871064
'gaze_vector':23.16351, 'gaze_vector_x':-0.4384208, 'gaze_vector_y':0.04729037, 'gaze_vector_z':0.8975091
'gaze_vector':23.17743, 'gaze_vector_x':-0.4408794, 'gaze_vector_y':0.02348823, 'gaze_vector_z':0.8972435
'gaze_vector':23.18878, 'gaze_vector_x':-0.4110594, 'gaze_vector_y':0.005742032, 'gaze_vector_z':0.9115865
'gaze_vector':23.20134, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.2115, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.22402, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.23564, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.24769, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.26023, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.27378, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.28497, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.29702, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.30836, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.3242, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.33584, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.34706, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.35728, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.36982, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.38145, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':23.39303, 'gaze_vector_x':-0.1707287, 'gaze_vector_y':0.03384536, 'gaze_vector_z':0.9847347
'gaze_vector':23.40468, 'gaze_vector_x':-0.1567392, 'gaze_vector_y':0.04831576, 'gaze_vector_z':0.9864526
'gaze_vector':23.41778, 'gaze_vector_x':-0.1527054, 'gaze_vector_y':0.0380478, 'gaze_vector_z':0.9875351
'gaze_vector':23.43018, 'gaze_vector_x':-0.1369708, 'gaze_vector_y':0.04009545, 'gaze_vector_z':0.9897626
'gaze_vector':23.44307, 'gaze_vector_x':-0.1230479, 'gaze_vector_y':0.04925651, 'gaze_vector_z':0.9911665
'gaze_vector':23.4549, 'gaze_vector_x':-0.1127513, 'gaze_vector_y':0.04258447, 'gaze_vector_z':0.9927014
'gaze_vector':23.46743, 'gaze_vector_x':-0.1059556, 'gaze_vector_y':0.05884595, 'gaze_vector_z':0.9926134
'gaze_vector':23.47944, 'gaze_vector_x':-0.09163034, 'gaze_vector_y':0.04067998, 'gaze_vector_z':0.9949539
'gaze_vector':23.49203, 'gaze_vector_x':-0.05059841, 'gaze_vector_y':0.0335236, 'gaze_vector_z':0.9981496
'gaze_vector':23.50429, 'gaze_vector_x':0.02295305, 'gaze_vector_y':0.03438166, 'gaze_vector_z':0.9991314
'gaze_vector':23.51592, 'gaze_vector_x':0.03962652, 'gaze_vector_y':0.02400872, 'gaze_vector_z':0.9989235
'gaze_vector':23.52717, 'gaze_vector_x':0.05072052, 'gaze_vector_y':0.03178088, 'gaze_vector_z':0.998203
'gaze_vector':23.53858, 'gaze_vector_x':0.06539652, 'gaze_vector_y':0.02918293, 'gaze_vector_z':0.9974208
'gaze_vector':23.55359, 'gaze_vector_x':0.07694779, 'gaze_vector_y':0.03012324, 'gaze_vector_z':0.9965787
'gaze_vector':23.56734, 'gaze_vector_x':0.08688217, 'gaze_vector_y':0.03208268, 'gaze_vector_z':0.9956969
'gaze_vector':23.57993, 'gaze_vector_x':0.1004232, 'gaze_vector_y':0.03413846, 'gaze_vector_z':0.9943526
'gaze_vector':23.59458, 'gaze_vector_x':0.1371781, 'gaze_vector_y':0.04234178, 'gaze_vector_z':0.9896396
'gaze_vector':23.60686, 'gaze_vector_x':0.1538331, 'gaze_vector_y':0.04446961, 'gaze_vector_z':0.9870873
'gaze_vector':23.61802, 'gaze_vector_x':0.1655896, 'gaze_vector_y':0.04558173, 'gaze_vector_z':0.9851254
'gaze_vector':23.63103, 'gaze_vector_x':0.1761118, 'gaze_vector_y':0.04667791, 'gaze_vector_z':0.9832529
'gaze_vector':23.64445, 'gaze_vector_x':0.1808055, 'gaze_vector_y':0.04089697, 'gaze_vector_z':0.9826561
'gaze_vector':23.65643, 'gaze_vector_x':0.1871994, 'gaze_vector_y':0.03557787, 'gaze_vector_z':0.9816629
'gaze_vector':23.66803, 'gaze_vector_x':0.1952772, 'gaze_vector_y':0.03487616, 'gaze_vector_z':0.9801133
'gaze_vector':23.67957, 'gaze_vector_x':0.2120856, 'gaze_vector_y':0.03229871, 'gaze_vector_z':0.976711
'gaze_vector':23.6933, 'gaze_vector_x':0.2370377, 'gaze_vector_y':0.03339307, 'gaze_vector_z':0.9709239
'gaze_vector':23.70468, 'gaze_vector_x':0.2432631, 'gaze_vector_y':0.03738756, 'gaze_vector_z':0.9692349
'gaze_vector':23.71854, 'gaze_vector_x':0.261235, 'gaze_vector_y':0.03813054, 'gaze_vector_z':0.9645118
'gaze_vector':23.73457, 'gaze_vector_x':0.2718346, 'gaze_vector_y':0.04206609, 'gaze_vector_z':0.9614189
'gaze_vector':23.74718, 'gaze_vector_x':0.2933855, 'gaze_vector_y':0.04388794, 'gaze_vector_z':0.9549859
'gaze_vector':23.75961, 'gaze_vector_x':0.3030515, 'gaze_vector_y':0.04400323, 'gaze_vector_z':0.9519514
'gaze_vector':23.77028, 'gaze_vector_x':0.3133878, 'gaze_vector_y':0.0439173, 'gaze_vector_z':0.9486015
'gaze_vector':23.78385, 'gaze_vector_x':0.3203843, 'gaze_vector_y':0.0462769, 'gaze_vector_z':0.9461483
'gaze_vector':23.79466, 'gaze_vector_x':0.3278463, 'gaze_vector_y':0.04527811, 'gaze_vector_z':0.9436361
'gaze_vector':23.8064, 'gaze_vector_x':0.3458237, 'gaze_vector_y':0.04718744, 'gaze_vector_z':0.9371114
'gaze_vector':23.81821, 'gaze_vector_x':0.3625832, 'gaze_vector_y':0.04136885, 'gaze_vector_z':0.9310215
'gaze_vector':23.83138, 'gaze_vector_x':0.374201, 'gaze_vector_y':0.04682837, 'gaze_vector_z':0.9261615
'gaze_vector':23.84253, 'gaze_vector_x':0.3822571, 'gaze_vector_y':0.04601887, 'gaze_vector_z':0.9228974
'gaze_vector':23.85805, 'gaze_vector_x':0.3881617, 'gaze_vector_y':0.04335101, 'gaze_vector_z':0.9205545
'gaze_vector':23.87021, 'gaze_vector_x':0.3992426, 'gaze_vector_y':0.04273059, 'gaze_vector_z':0.9158351
