2.675589, 1, FP
3.416405, 1, TN
4.725736, 1, TP
5.704704, 1, FN
5.947624, 1, TP
6.882014, 1, FN
7.426558, 1, TP
9.081782, 1, TN
11.70324, 2, TP
11.90037, 2, FN
12.53146, 2, TP
14.47467, 2, FN
14.89932, 2, TP
16.32103, 2, TN
17.95103, 3, TP
18.89798, 3, FN
19.07648, 3, TP
19.57564, 3, FN
20.96631, 3, TP
23.12937, 3, TN
24.61926, 4, TP
25.80261, 4, FN
26.2721, 4, TP
28.94906, 4, TN
29.32805, 5, FP
29.49388, 5, TN
29.61632, 5, FP
30.00103, 5, TN
33.31364, 5, TP
34.42239, 5, FN
35.51193, 5, TP
36.67889, 5, FN
37.47894, 5, TP
37.68902, 5, FN
37.82173, 5, TP
38.62643, 5, FN
38.74606, 5, TP
39.73352, 5, TN
