0.02, 1.617331
0.4229185, 1.946993
0.431437, 9.62515
0.4430808, 2.561654
0.4538389, 1.782149
0.4649166, 1.305426
0.4763197, 1.328041
0.4872632, 2.844025
0.498309, 1.869314
0.5293316, 6.042722
0.5424746, 2.681211
0.5503144, 2.681211
0.5595837, 2.681211
0.5760725, 1.769987
0.6353372, 1.429289
0.6456704, 1.429289
0.6545416, 1.429289
0.6701899, 1.429289
0.6807327, 2.09025
0.6877487, 2.09025
0.7025983, 1.84119
0.713257, 1.84119
0.7252119, 1.84119
0.7661914, 1.84119
0.7758523, 1.42713
0.7870176, 1.588679
0.7981406, 1.403371
0.8093299, 2.128837
0.8199204, 1.475922
0.83148, 1.936733
0.8425813, 1.621477
0.9357865, 1.871378
0.9503776, 1.871378
1.00543, 3.998132
1.01627, 3.025549
1.049725, 2.67866
1.059973, 2.462506
1.065327, 1.954112
1.076704, 1.851117
1.086882, 1.9624
1.09816, 1.982011
1.112037, 1.756296
1.121288, 2.373103
1.131856, 4.307699
1.143852, 3.177305
1.154868, 2.219048
1.165707, 1.976683
1.177457, 2.387866
1.187865, 2.199473
1.198847, 2.101093
1.210399, 1.680587
1.220995, 1.654018
1.232287, 1.503868
1.243364, 1.669635
1.25476, 2.019546
1.264787, 2.179468
1.275837, 2.604335
1.286841, 9.071889
1.309042, 3.144315
1.320594, 3.346033
1.340622, 3.025068
1.35094, 3.025068
1.38109, 1.832251
1.390974, 3.798014
1.399623, 2.262055
1.580376, 4.336109
1.588447, 3.39842
1.598264, 2.977399
1.609837, 3.227588
1.620852, 3.272201
1.631559, 4.118122
1.643077, 5.595761
1.654337, 3.380828
1.664958, 3.268641
1.676381, 3.96646
1.689013, 4.78015
1.69767, 5.498577
1.709094, 6.414271
1.720032, 5.702657
1.731071, 3.923006
1.742028, 2.499236
1.753161, 2.991113
1.76478, 3.9171
1.776192, 4.156875
1.798512, 4.046947
1.809811, 2.935418
1.820964, 3.136934
1.849192, 2.193113
1.856452, 3.668669
1.865225, 7.541774
1.876247, 3.908005
1.887016, 2.665259
1.898249, 3.25164
1.909482, 3.884167
1.919929, 5.895516
1.930944, 3.534292
1.942064, 3.265326
1.953138, 3.109602
1.964471, 3.861716
1.976487, 2.895528
2.039043, 2.918748
2.047796, 2.918748
2.066401, 2.918748
2.0735, 2.918748
2.081089, 2.918748
2.094955, 2.70608
2.10312, 2.692458
2.11267, 2.692458
2.122988, 2.692458
