0.3973734, 1.955106
0.4141702, 3.736943
0.4324251, 2.477697
0.4413123, 4.126863
0.4518958, 6.209412
0.4631634, 4.10561
0.4739294, 7.135269
0.4962455, 7.062975
0.5416107, 3.753326
0.5525303, 9.264341
0.5637324, 3.390899
0.5961016, 3.612469
0.6406574, 3.673557
0.6518109, 2.248924
0.6627609, 2.506914
0.6738923, 2.978719
0.6855077, 4.929775
0.6960443, 4.155915
0.7103, 6.800041
0.7297121, 9.344295
0.7419161, 5.101636
0.7640507, 2.698003
0.7973105, 1.858582
0.8085822, 6.016551
0.8196833, 3.598156
0.8308873, 4.482457
0.8409356, 4.238577
0.852093, 2.813488
0.8630764, 3.574588
0.8742855, 8.97842
0.9298357, 9.537271
0.9741986, 6.263713
1.041792, 6.435912
1.086174, 6.526701
1.100324, 5.844074
1.124653, 8.021686
1.135637, 3.280854
1.146797, 2.051285
1.169399, 3.024671
1.180716, 2.387614
1.191376, 7.476925
1.203145, 5.086719
1.224547, 8.571332
1.291281, 2.671711
1.302388, 2.009296
1.313692, 1.430564
1.324443, 1.501065
1.335717, 1.238744
1.346764, 1.243021
1.358058, 1.299026
1.368899, 1.443448
1.379989, 1.359599
1.391182, 1.848135
1.406064, 2.101163
1.425998, 2.266014
1.440211, 2.909174
1.448803, 2.382041
1.459945, 4.470352
1.467478, 5.119587
1.473327, 2.475629
1.484506, 6.346513
1.495732, 3.850583
1.506738, 3.876628
1.51783, 7.118444
1.528963, 6.210032
1.552719, 4.552908
1.563663, 9.563882
1.574731, 3.910842
1.585791, 4.751954
1.596781, 6.803842
1.608219, 6.559372
1.619035, 4.491907
1.630273, 7.734085
1.641495, 5.062484
1.663738, 7.852028
1.696829, 5.183427
1.705311, 3.92237
1.712772, 3.353157
1.720241, 3.91384
1.730027, 3.898825
1.742286, 3.898825
1.752906, 3.685488
1.763428, 3.456409
1.774749, 3.293269
1.785924, 3.163885
1.79671, 3.211285
1.808075, 3.356037
1.819084, 3.481149
1.830124, 3.674078
1.841589, 4.160893
1.863668, 5.572076
1.875026, 3.03577
1.88602, 2.789288
1.896798, 3.622017
1.908198, 2.20101
1.919045, 2.190228
1.930137, 1.904609
1.941273, 1.598905
1.952347, 1.525239
1.963507, 1.517593
1.974686, 1.796647
1.985666, 2.116203
1.996989, 1.857421
2.008162, 1.933532
2.019259, 2.183079
2.029947, 2.157166
2.041156, 2.700156
2.052294, 3.992424
2.063429, 3.949565
2.074536, 3.099623
2.085745, 4.225308
2.096637, 3.726525
2.108136, 3.672765
2.119006, 4.000172
2.130493, 5.346437
2.233309, 6.330299
2.244614, 6.354313
2.346342, 2.3957
2.690246, 6.364554
2.734843, 4.059428
2.823651, 3.738512
2.923603, 5.203665
2.934811, 5.222647
2.946055, 5.784592
2.968014, 8.587799
2.978759, 2.752245
2.990296, 1.878407
3.001536, 2.768342
3.012737, 2.617734
3.798967, 1.061044
3.809961, 4.424739
3.832423, 4.396441
3.854045, 7.907461
4.043081, 2.109741
4.054013, 2.974272
4.065438, 2.526433
4.076143, 7.930834
4.087618, 3.673255
4.121059, 4.092331
4.132452, 2.224068
4.144053, 2.096878
4.155155, 2.924844
4.166228, 2.004087
4.177403, 1.742318
4.188785, 2.941356
4.200118, 3.203557
4.211337, 2.682896
4.222629, 2.265185
4.233962, 2.318401
4.245143, 1.878857
4.256065, 1.640316
4.267428, 1.987743
4.278651, 2.229276
4.289819, 1.752709
4.300855, 2.411015
4.312176, 3.361414
4.323238, 4.385396
4.334092, 2.525548
4.345536, 3.028736
4.356429, 2.20872
4.367465, 4.349847
4.378635, 4.088928
4.389649, 1.847939
4.401126, 1.890118
4.411734, 2.594071
4.423064, 1.973678
4.43428, 1.957467
4.445359, 2.374275
4.456324, 2.805703
4.467527, 4.363161
4.478583, 2.064235
4.489616, 2.19979
4.500895, 3.388175
4.511662, 1.786952
4.523011, 2.522134
4.534203, 3.592573
4.545282, 2.42993
4.556267, 3.92731
4.567445, 3.094232
4.578467, 2.472778
4.589537, 2.836649
4.600552, 3.107332
4.611747, 2.557999
4.623024, 2.602095
4.634104, 2.823077
4.645436, 3.265972
4.656282, 1.940129
4.667382, 2.066511
4.678572, 2.078332
4.689576, 2.843118
4.70081, 5.06042
4.712068, 3.300126
4.745358, 8.38355
4.762501, 1.92943
4.787788, 7.231573
4.79871, 6.111055
4.809741, 3.336445
4.820601, 6.324234
4.898715, 7.66933
4.909757, 3.873068
4.92084, 2.884185
4.976493, 3.852522
4.987455, 9.296418
4.998876, 1.855364
5.009679, 1.797147
5.032034, 2.372056
5.26719, 3.297129
5.278281, 8.618664
5.289382, 4.273296
5.300643, 3.40348
5.311397, 6.578516
5.344888, 3.646499
5.511272, 7.602617
5.722413, 3.422621
5.933427, 3.221362
5.944458, 9.789308
5.955517, 3.763618
5.966672, 1.780953
5.977992, 2.756235
6.066777, 1.334198
6.077844, 6.363056
6.088926, 2.104723
6.111012, 2.535588
6.122383, 4.946822
6.133219, 1.869112
6.144532, 2.9762
6.155406, 1.991274
6.166596, 2.299282
6.177768, 2.518979
6.188967, 1.607383
6.199849, 1.779364
6.211034, 1.419429
6.222125, 2.075665
6.233489, 1.682936
6.244407, 1.955254
6.255626, 2.924989
6.266683, 3.662463
6.277689, 2.07131
6.289182, 3.155673
6.29994, 2.52712
6.311194, 1.856527
6.322089, 2.572249
6.333391, 2.880734
6.344256, 3.453244
6.36127, 2.725244
6.369689, 1.927936
6.37763, 2.941539
6.386854, 5.348692
6.397955, 2.427963
6.408973, 3.251106
6.420038, 1.674005
6.431093, 2.520699
6.442169, 1.524907
6.453504, 2.096879
6.464612, 2.689739
6.475588, 1.935494
6.486907, 2.527414
6.498008, 1.9257
6.509107, 2.273969
6.520071, 2.595304
6.531078, 2.503717
6.542236, 2.722708
6.55338, 3.743315
6.564649, 4.739233
6.575734, 3.63658
6.586781, 1.283677
6.597718, 2.043697
6.609115, 1.243316
6.620037, 1.357092
6.631237, 1.584346
6.642255, 3.312075
6.653242, 2.255464
6.675545, 1.848063
6.6868, 3.426853
6.720327, 6.071148
6.731346, 2.652518
6.742488, 4.136623
6.765204, 3.55825
6.787632, 4.363341
6.798697, 2.364893
6.81005, 2.021108
6.821276, 2.171804
6.832544, 2.838914
6.843882, 6.190582
6.855098, 0.9191892
6.866404, 1.192939
6.877803, 1.581404
6.888548, 1.671675
6.899767, 1.307571
6.91075, 1.494079
6.922083, 1.320199
6.933307, 1.110337
6.94435, 1.151709
6.955489, 1.679055
6.966215, 2.192972
6.977313, 1.389829
6.988326, 2.138558
6.999874, 2.731929
7.021855, 8.760228
7.032903, 4.568218
7.044049, 3.478323
7.055077, 0.7511408
7.066603, 2.823711
7.078121, 1.012649
7.088565, 2.411039
7.099855, 2.126398
7.110833, 3.294072
7.121818, 7.004164
7.155118, 6.764156
7.188424, 4.011451
7.210837, 4.090507
7.232828, 9.636191
7.244067, 2.62926
7.255102, 9.281706
7.266414, 2.293609
7.288515, 1.40244
7.310585, 2.977376
7.343859, 8.996678
7.354824, 9.635228
7.366104, 3.735876
7.377162, 6.220619
