1.828889, 1, FP
3.086918, 1, TN
4.219472, 1, FP
6.185333, 1, TN
7.728271, 1, FP
8.970378, 1, TN
9.242102, 1, FP
9.441367, 1, TN
10.49439, 1, FP
11.53811, 1, TN
13.27327, 1, FP
14.69396, 1, TN
15.82401, 1, FP
17.42453, 1, TN
19.84909, 1, FP
21.38122, 1, TN
22.91211, 1, FP
24.18049, 1, TN
25.26434, 1, FP
26.17547, 1, TN
35.56073, 1, FP
35.68513, 1, TN
52.80913, 1, FP
52.95607, 1, TN
53.18104, 1, FP
54.28109, 1, TN
55.95603, 1, FP
56.98696, 1, TN
61.14082, 1, FP
64.38592, 1, TN
66.00193, 1, FP
68.10596, 1, TN
