11.63047, 1, TP
18.31528, 1, TN
28.989, 2, TP
30.3655, 2, FN
31.98767, 2, TP
34.25343, 2, FN
35.15304, 2, FP
36.58563, 2, TN
54.81058, 3, TP
55.25476, 3, FN
55.37677, 3, TP
55.81028, 3, FN
57.40863, 3, TP
58.51985, 3, FN
59.78599, 3, TP
67.01496, 3, TN
70.20301, 4, FP
71.50289, 4, TN
72.01384, 4, FP
72.42467, 4, TN
78.36635, 4, TP
79.69901, 4, FN
93.23731, 4, TP
95.0251, 4, FN
102.1001, 4, TP
104.5435, 4, FN
128.0653, 4, TP
129.5094, 4, FN
137.0171, 4, TP
140.26, 4, TN
147.5124, 5, TP
148.2339, 5, FN
154.9644, 5, FP
156.1639, 5, TN
