32.21386, 1, TP
32.8247, 1, FN
35.77872, 1, TP
35.96733, 1, FN
37.3518, 1, TP
38.2392, 1, FN
39.24838, 1, TP
39.80772, 1, FN
43.51969, 1, TP
43.64304, 1, FN
46.6315, 1, TP
48.50135, 1, FN
48.62727, 1, TP
50.68127, 1, FN
54.76982, 1, TP
55.34531, 1, FN
57.44477, 1, TP
67.04153, 1, FN
81.01199, 1, TP
83.6516, 1, FN
89.0939, 1, TP
92.3451, 1, FN
98.84862, 1, TP
102.0133, 1, FN
107.3347, 1, TP
108.5419, 1, FN
120.6829, 1, TP
123.6609, 1, TN
128.1868, 2, TP
133.266, 2, TN
136.7989, 3, TP
138.8524, 3, TN
142.9606, 4, TP
145.0399, 4, TN
147.5497, 5, TP
150.1261, 5, TN
153.3752, 6, TP
155.0239, 6, TN
157.8649, 7, TP
160.3326, 7, TN
163.0833, 8, TP
166.4288, 8, TN
169.3458, 9, TP
171.727, 9, TN
174.4547, 10, TP
176.0547, 10, TN
