Participant Id:Bingchang
94.37668, True, 0, 94.37668, False
95.81815, True, 1, 95.81815, True
98.73965, True, 2, 98.73965, True
100.5293, True, 2, 100.5293, Hover
100.8401, True, 3, 100.8401, Hover
101.4644, True, 3, 101.4644, True
104.0901, True, 4, 104.0901, True
106.3561, True, 5, 106.3561, Hover
106.967, True, 5, 106.967, True
109.4074, False, 6, 109.4074, Hover
112.6219, False, 6, 112.6219, True
115.1817, False, 7, 115.1817, False
116.069, False, 7, 116.069, Hover
117.6058, False, 7, 117.6058, False
121.3441, False, 7, 121.3441, Hover
122.8024, False, 7, 122.8024, Hover
127.123, False, 7, 127.123, Hover
127.4311, False, 7, 127.4311, True
129.9043, False, 8, 129.9043, True
132.1024, False, 9, 132.1024, Hover
134.276, False, 9, 134.276, True
136.8092, False, 10, 136.8092, Hover
141.6042, False, 10, 141.6042, True
144.1583, False, 11, 144.1583, Hover
144.8001, False, 11, 144.8001, Hover
145.6277, False, 11, 145.6277, Hover
148.5231, False, 11, 148.5231, Hover
149.454, False, 11, 149.454, Hover
152.0735, False, 11, 152.0735, True
153.951, False, 11, 153.951, Hover
154.2517, False, 12, 154.2517, Hover
156.3426, False, 12, 156.3426, Hover
157.5543, False, 12, 157.5543, True
161.0186, False, 13, 161.0186, True
161.5745, False, 13, 161.5745, True
162.4823, False, 13, 162.4823, True
162.7299, False, 13, 162.7299, True
165.0821, False, 14, 165.0821, Hover
166.6503, False, 14, 166.6503, True
168.8367, False, 15, 168.8367, Hover
171.2109, False, 15, 171.2109, True
173.247, False, 16, 173.247, Hover
174.7808, False, 16, 174.7808, Hover
175.2087, False, 16, 175.2087, True
176.8792, False, 16, 176.8792, Hover
177.9108, False, 17, 177.9108, Hover
178.2977, False, 17, 178.2977, True
181.7845, False, 18, 181.7845, True
184.5749, False, 19, 184.5749, Hover
186.7477, False, 19, 186.7477, True
188.9721, False, 20, 188.9721, Hover
189.5254, False, 20, 189.5254, Hover
191.482, False, 20, 191.482, Hover
193.8327, False, 20, 193.8327, Hover
203.3633, False, 20, 203.3633, Hover
210.8624, False, 20, 210.8624, Hover
212.3599, False, 20, 212.3599, Hover
213.8061, False, 20, 213.8061, Hover
218.7262, False, 20, 218.7262, Hover
220.7584, False, 20, 220.7584, Hover
221.112, False, 20, 221.112, Hover
228.166, False, 20, 228.166, Hover
233.1634, False, 20, 233.1634, Hover
