'global_time':4.509037, 'hit_distance':5.784232 
'global_time':6.074279, 'hit_distance':6.029081 
'global_time':6.087713, 'hit_distance':6.015146 
'global_time':6.087713, 'hit_distance':6.025777 
'global_time':6.099287, 'hit_distance':6.01349 
'global_time':6.099287, 'hit_distance':6.021023 
'global_time':6.110675, 'hit_distance':6.004982 
'global_time':6.110675, 'hit_distance':6.015015 
'global_time':6.121644, 'hit_distance':6.000663 
'global_time':6.121644, 'hit_distance':6.010102 
'global_time':6.134254, 'hit_distance':6.012569 
'global_time':6.134254, 'hit_distance':6.006876 
'global_time':6.144284, 'hit_distance':5.999747 
'global_time':6.144284, 'hit_distance':6.004725 
'global_time':6.156866, 'hit_distance':5.995351 
'global_time':6.156866, 'hit_distance':6.003722 
'global_time':6.168135, 'hit_distance':5.999801 
'global_time':6.168135, 'hit_distance':6.00355 
'global_time':6.180282, 'hit_distance':5.994459 
'global_time':6.180282, 'hit_distance':6.002599 
'global_time':6.190148, 'hit_distance':6.007246 
'global_time':6.190148, 'hit_distance':6.001725 
'global_time':6.200461, 'hit_distance':6.014939 
'global_time':6.200461, 'hit_distance':6.001866 
'global_time':6.211761, 'hit_distance':6.003788 
'global_time':6.211761, 'hit_distance':6.001702 
'global_time':6.223212, 'hit_distance':6.028438 
'global_time':6.223212, 'hit_distance':6.004729 
'global_time':6.235965, 'hit_distance':6.010531 
'global_time':6.235965, 'hit_distance':6.004493 
'global_time':6.247023, 'hit_distance':6.009965 
'global_time':6.247023, 'hit_distance':6.00565 
'global_time':6.262108, 'hit_distance':6.017723 
'global_time':6.262108, 'hit_distance':6.008103 
'global_time':6.275009, 'hit_distance':5.999315 
'global_time':6.275009, 'hit_distance':6.007946 
'global_time':6.287095, 'hit_distance':6.003277 
'global_time':6.287095, 'hit_distance':6.008966 
'global_time':6.299149, 'hit_distance':6.063296 
'global_time':6.299149, 'hit_distance':6.014897 
'global_time':6.310475, 'hit_distance':6.171865 
'global_time':6.310475, 'hit_distance':6.031089 
'global_time':6.321703, 'hit_distance':6.073814 
'global_time':6.332438, 'hit_distance':6.14547 
'global_time':6.344213, 'hit_distance':6.2247 
'global_time':6.591481, 'hit_distance':5.756804 
'global_time':6.603668, 'hit_distance':5.524024 
'global_time':6.614605, 'hit_distance':5.583979 
'global_time':6.614605, 'hit_distance':6.016454 
'global_time':6.626754, 'hit_distance':5.550616 
'global_time':6.626754, 'hit_distance':5.93362 
'global_time':6.637293, 'hit_distance':5.573188 
'global_time':6.637293, 'hit_distance':5.85737 
'global_time':6.648243, 'hit_distance':5.610031 
'global_time':6.648243, 'hit_distance':5.788156 
'global_time':6.666181, 'hit_distance':5.593773 
'global_time':6.666181, 'hit_distance':5.714172 
'global_time':6.677854, 'hit_distance':5.587429 
'global_time':6.677854, 'hit_distance':5.646193 
'global_time':6.688062, 'hit_distance':5.591197 
'global_time':6.688062, 'hit_distance':5.584564 
'global_time':6.701979, 'hit_distance':5.611625 
'global_time':6.701979, 'hit_distance':5.578014 
'global_time':6.713049, 'hit_distance':5.611267 
'global_time':6.713049, 'hit_distance':5.587689 
'global_time':6.723196, 'hit_distance':5.65546 
'global_time':6.723196, 'hit_distance':5.595407 
'global_time':6.736667, 'hit_distance':5.642211 
'global_time':6.736667, 'hit_distance':5.605689 
'global_time':6.74881, 'hit_distance':5.611538 
'global_time':6.74881, 'hit_distance':5.609507 
'global_time':6.761962, 'hit_distance':5.572298 
'global_time':6.761962, 'hit_distance':5.605431 
'global_time':6.7742, 'hit_distance':5.648405 
'global_time':6.7742, 'hit_distance':5.611553 
'global_time':6.786366, 'hit_distance':5.613336 
'global_time':6.786366, 'hit_distance':5.614617 
'global_time':6.798145, 'hit_distance':5.620256 
'global_time':6.798145, 'hit_distance':5.618001 
'global_time':6.8092, 'hit_distance':5.643915 
'global_time':6.8092, 'hit_distance':5.621646 
'global_time':6.819968, 'hit_distance':5.678786 
'global_time':6.819968, 'hit_distance':5.629189 
'global_time':6.83146, 'hit_distance':5.683937 
'global_time':6.83146, 'hit_distance':5.632378 
'global_time':6.843092, 'hit_distance':5.668408 
'global_time':6.843092, 'hit_distance':5.635552 
'global_time':6.853848, 'hit_distance':5.695484 
'global_time':6.853848, 'hit_distance':5.644938 
'global_time':6.864499, 'hit_distance':5.711668 
'global_time':6.864499, 'hit_distance':5.660761 
'global_time':6.87441, 'hit_distance':5.727939 
'global_time':6.87441, 'hit_distance':5.669635 
'global_time':6.88715, 'hit_distance':5.689732 
'global_time':6.88715, 'hit_distance':5.678539 
'global_time':6.898316, 'hit_distance':5.966536 
'global_time':6.898316, 'hit_distance':5.715606 
'global_time':6.911178, 'hit_distance':5.786773 
'global_time':6.921097, 'hit_distance':5.894942 
'global_time':6.933938, 'hit_distance':6.087752 
'global_time':6.94427, 'hit_distance':6.1837 
'global_time':6.954968, 'hit_distance':6.16003 
'global_time':6.966315, 'hit_distance':6.161114 
'global_time':6.976858, 'hit_distance':6.148542 
'global_time':6.988328, 'hit_distance':6.13077 
'global_time':7.000548, 'hit_distance':6.124705 
'global_time':7.011174, 'hit_distance':6.12489 
'global_time':7.011174, 'hit_distance':6.207862 
'global_time':7.021964, 'hit_distance':6.094164 
'global_time':7.021964, 'hit_distance':6.15179 
'global_time':7.035487, 'hit_distance':6.073649 
'global_time':7.035487, 'hit_distance':6.130409 
'global_time':7.045935, 'hit_distance':6.082529 
'global_time':7.045935, 'hit_distance':6.119067 
'global_time':7.05662, 'hit_distance':5.885267 
'global_time':7.05662, 'hit_distance':6.084999 
'global_time':7.067199, 'hit_distance':6.029761 
'global_time':7.078139, 'hit_distance':5.667616 
'global_time':7.078139, 'hit_distance':5.966104 
'global_time':7.089993, 'hit_distance':5.544719 
'global_time':7.089993, 'hit_distance':5.879972 
'global_time':7.101427, 'hit_distance':5.52841 
'global_time':7.112997, 'hit_distance':5.521009 
'global_time':7.125429, 'hit_distance':5.524456 
'global_time':7.125429, 'hit_distance':5.660796 
'global_time':7.135846, 'hit_distance':5.608685 
'global_time':7.146935, 'hit_distance':5.565531 
'global_time':7.1578, 'hit_distance':5.540624 
'global_time':7.170088, 'hit_distance':5.516007 
'global_time':7.170088, 'hit_distance':5.526906 
'global_time':7.181509, 'hit_distance':5.601054 
'global_time':7.181509, 'hit_distance':5.516366 
'global_time':7.193199, 'hit_distance':5.529291 
'global_time':7.193199, 'hit_distance':5.515297 
'global_time':7.206708, 'hit_distance':5.524977 
'global_time':7.206708, 'hit_distance':5.515049 
'global_time':7.218567, 'hit_distance':5.519519 
'global_time':7.218567, 'hit_distance':5.515058 
'global_time':7.229239, 'hit_distance':5.524622 
'global_time':7.229239, 'hit_distance':5.515184 
'global_time':7.24074, 'hit_distance':5.529807 
'global_time':7.24074, 'hit_distance':5.517304 
'global_time':7.253167, 'hit_distance':5.527616 
'global_time':7.253167, 'hit_distance':5.520449 
'global_time':7.266345, 'hit_distance':5.529615 
'global_time':7.266345, 'hit_distance':5.521969 
'global_time':7.277521, 'hit_distance':5.608266 
'global_time':7.277521, 'hit_distance':5.52267 
'global_time':7.289356, 'hit_distance':5.518775 
'global_time':7.300304, 'hit_distance':5.526227 
'global_time':7.312429, 'hit_distance':5.541851 
'global_time':7.323099, 'hit_distance':5.52057 
'global_time':7.334096, 'hit_distance':5.526912 
'global_time':7.344155, 'hit_distance':5.533462 
'global_time':7.354773, 'hit_distance':5.53712 
'global_time':7.354773, 'hit_distance':5.509375 
'global_time':7.364846, 'hit_distance':5.538923 
'global_time':7.364846, 'hit_distance':5.517786 
'global_time':7.376965, 'hit_distance':5.541575 
'global_time':7.376965, 'hit_distance':5.526405 
'global_time':7.388107, 'hit_distance':5.534179 
'global_time':7.388107, 'hit_distance':5.532312 
'global_time':7.399133, 'hit_distance':5.532435 
'global_time':7.399133, 'hit_distance':5.533005 
'global_time':7.411414, 'hit_distance':5.537001 
'global_time':7.411414, 'hit_distance':5.532966 
'global_time':7.422135, 'hit_distance':5.540452 
'global_time':7.422135, 'hit_distance':5.53527 
'global_time':7.434094, 'hit_distance':5.528641 
'global_time':7.434094, 'hit_distance':5.535565 
'global_time':7.445459, 'hit_distance':5.527402 
'global_time':7.445459, 'hit_distance':5.534907 
'global_time':7.459343, 'hit_distance':5.516341 
'global_time':7.459343, 'hit_distance':5.532595 
'global_time':7.470051, 'hit_distance':5.521021 
'global_time':7.470051, 'hit_distance':5.530537 
'global_time':7.481899, 'hit_distance':5.514265 
'global_time':7.481899, 'hit_distance':5.5274 
'global_time':7.492948, 'hit_distance':5.512196 
'global_time':7.492948, 'hit_distance':5.52484 
'global_time':7.505756, 'hit_distance':5.514357 
'global_time':7.505756, 'hit_distance':5.52287 
'global_time':7.517955, 'hit_distance':5.514819 
'global_time':7.517955, 'hit_distance':5.52036 
'global_time':7.527596, 'hit_distance':5.511289 
'global_time':7.527596, 'hit_distance':5.517288 
'global_time':7.53913, 'hit_distance':5.5181 
'global_time':7.53913, 'hit_distance':5.516221 
'global_time':7.55178, 'hit_distance':5.515136 
'global_time':7.55178, 'hit_distance':5.514993 
'global_time':7.562129, 'hit_distance':5.514386 
'global_time':7.562129, 'hit_distance':5.514867 
'global_time':7.574027, 'hit_distance':5.514095 
'global_time':7.574027, 'hit_distance':5.514283 
'global_time':7.585359, 'hit_distance':5.503903 
'global_time':7.585359, 'hit_distance':5.51308 
'global_time':7.597204, 'hit_distance':5.504837 
'global_time':7.597204, 'hit_distance':5.512105 
'global_time':7.608284, 'hit_distance':5.510716 
'global_time':7.608284, 'hit_distance':5.511807 
'global_time':7.61973, 'hit_distance':5.508899 
'global_time':7.61973, 'hit_distance':5.51094 
'global_time':7.629808, 'hit_distance':5.493453 
'global_time':7.629808, 'hit_distance':5.508438 
'global_time':7.645113, 'hit_distance':5.502051 
'global_time':7.656676, 'hit_distance':5.494538 
'global_time':7.721037, 'hit_distance':6.111816 
'global_time':7.765757, 'hit_distance':6.044975 
'global_time':7.776484, 'hit_distance':6.142863 
'global_time':7.886302, 'hit_distance':5.716629 
'global_time':7.918317, 'hit_distance':5.304185 
'global_time':7.930307, 'hit_distance':5.329882 
'global_time':7.930307, 'hit_distance':5.847994 
'global_time':7.942461, 'hit_distance':5.269719 
'global_time':7.942461, 'hit_distance':5.665343 
'global_time':7.952806, 'hit_distance':5.274176 
'global_time':7.952806, 'hit_distance':5.508396 
'global_time':7.964179, 'hit_distance':5.295863 
'global_time':7.964179, 'hit_distance':5.374859 
'global_time':7.977843, 'hit_distance':5.395313 
'global_time':7.977843, 'hit_distance':5.279863 
'global_time':7.989322, 'hit_distance':5.334382 
'global_time':7.989322, 'hit_distance':5.281084 
'global_time':8.000235, 'hit_distance':5.308209 
'global_time':8.000235, 'hit_distance':5.262372 
'global_time':8.011768, 'hit_distance':5.298877 
'global_time':8.011768, 'hit_distance':5.283665 
'global_time':8.022211, 'hit_distance':5.392414 
'global_time':8.022211, 'hit_distance':5.301219 
'global_time':8.035284, 'hit_distance':5.379064 
'global_time':8.035284, 'hit_distance':5.320485 
'global_time':8.046249, 'hit_distance':5.400058 
'global_time':8.046249, 'hit_distance':5.336709 
'global_time':8.060125, 'hit_distance':5.472743 
'global_time':8.060125, 'hit_distance':5.358797 
'global_time':8.070933, 'hit_distance':5.447418 
'global_time':8.070933, 'hit_distance':5.375968 
'global_time':8.082449, 'hit_distance':5.409367 
'global_time':8.082449, 'hit_distance':5.377822 
'global_time':8.094815, 'hit_distance':5.519227 
'global_time':8.094815, 'hit_distance':5.398355 
'global_time':8.107596, 'hit_distance':5.55071 
'global_time':8.107596, 'hit_distance':5.425276 
'global_time':8.119022, 'hit_distance':5.512131 
'global_time':8.119022, 'hit_distance':5.449832 
'global_time':8.129237, 'hit_distance':5.468453 
'global_time':8.129237, 'hit_distance':5.458562 
'global_time':8.153185, 'hit_distance':5.544853 
'global_time':8.153185, 'hit_distance':5.4773 
'global_time':8.169476, 'hit_distance':5.58401 
'global_time':8.169476, 'hit_distance':5.497609 
'global_time':8.182559, 'hit_distance':5.530958 
'global_time':8.182559, 'hit_distance':5.504501 
'global_time':8.195312, 'hit_distance':5.560279 
'global_time':8.195312, 'hit_distance':5.516914 
'global_time':8.206222, 'hit_distance':5.558409 
'global_time':8.206222, 'hit_distance':5.53412 
'global_time':8.21806, 'hit_distance':5.546315 
'global_time':8.21806, 'hit_distance':5.53761 
'global_time':8.227339, 'hit_distance':5.561783 
'global_time':8.227339, 'hit_distance':5.53896 
'global_time':8.237446, 'hit_distance':5.537086 
'global_time':8.237446, 'hit_distance':5.542097 
'global_time':8.250954, 'hit_distance':5.511069 
'global_time':8.250954, 'hit_distance':5.54703 
'global_time':8.261829, 'hit_distance':5.57801 
'global_time':8.261829, 'hit_distance':5.550876 
'global_time':8.27334, 'hit_distance':5.482646 
'global_time':8.28656, 'hit_distance':5.380122 
'global_time':8.297919, 'hit_distance':5.27487 
'global_time':8.308137, 'hit_distance':5.171156 
'global_time':8.333722, 'hit_distance':4.692312 
'global_time':8.345236, 'hit_distance':4.681888 
'global_time':8.35635, 'hit_distance':4.713453 
'global_time':8.368129, 'hit_distance':4.651999 
'global_time':8.377388, 'hit_distance':4.649997 
'global_time':8.388867, 'hit_distance':4.626385 
'global_time':8.388867, 'hit_distance':4.689231 
'global_time':8.400706, 'hit_distance':4.6724 
'global_time':8.400706, 'hit_distance':4.680641 
'global_time':8.411535, 'hit_distance':4.663715 
'global_time':8.411535, 'hit_distance':4.673324 
'global_time':8.42366, 'hit_distance':4.680571 
'global_time':8.42366, 'hit_distance':4.665435 
'global_time':8.434814, 'hit_distance':4.681152 
'global_time':8.434814, 'hit_distance':4.664372 
'global_time':8.445131, 'hit_distance':4.661652 
'global_time':8.445131, 'hit_distance':4.662283 
'global_time':8.457989, 'hit_distance':4.67666 
'global_time':8.457989, 'hit_distance':4.658499 
'global_time':8.469751, 'hit_distance':4.660648 
'global_time':8.469751, 'hit_distance':4.659209 
'global_time':8.481162, 'hit_distance':4.667771 
'global_time':8.481162, 'hit_distance':4.661544 
'global_time':8.492841, 'hit_distance':4.682249 
'global_time':8.492841, 'hit_distance':4.668207 
'global_time':8.504034, 'hit_distance':4.681939 
'global_time':8.504034, 'hit_distance':4.669626 
'global_time':8.516003, 'hit_distance':4.736146 
'global_time':8.516003, 'hit_distance':4.677758 
'global_time':8.528669, 'hit_distance':4.727366 
'global_time':8.528669, 'hit_distance':4.683099 
'global_time':8.540714, 'hit_distance':4.713792 
'global_time':8.540714, 'hit_distance':4.686699 
'global_time':8.552877, 'hit_distance':4.724313 
'global_time':8.552877, 'hit_distance':4.693885 
'global_time':8.564947, 'hit_distance':4.734221 
'global_time':8.564947, 'hit_distance':4.700372 
'global_time':8.578544, 'hit_distance':4.742559 
'global_time':8.578544, 'hit_distance':4.709692 
'global_time':8.58976, 'hit_distance':4.724611 
'global_time':8.58976, 'hit_distance':4.716302 
'global_time':8.601332, 'hit_distance':4.723056 
'global_time':8.601332, 'hit_distance':4.721167 
'global_time':8.616904, 'hit_distance':4.755095 
'global_time':8.616904, 'hit_distance':4.729657 
'global_time':8.632047, 'hit_distance':4.747187 
'global_time':8.632047, 'hit_distance':4.730963 
'global_time':8.643186, 'hit_distance':4.75566 
'global_time':8.643186, 'hit_distance':4.734347 
'global_time':8.653788, 'hit_distance':4.753096 
'global_time':8.653788, 'hit_distance':4.738951 
'global_time':8.666438, 'hit_distance':4.883305 
'global_time':8.666438, 'hit_distance':4.755941 
'global_time':8.678009, 'hit_distance':5.026917 
'global_time':8.678009, 'hit_distance':4.785375 
'global_time':8.689118, 'hit_distance':4.859807 
'global_time':8.700156, 'hit_distance':4.959906 
'global_time':8.874248, 'hit_distance':5.591428 
'global_time':8.885845, 'hit_distance':5.569222 
'global_time':8.897381, 'hit_distance':5.57162 
'global_time':8.909583, 'hit_distance':5.57586 
'global_time':8.919753, 'hit_distance':5.57167 
'global_time':8.930072, 'hit_distance':5.570708 
'global_time':8.943183, 'hit_distance':5.556989 
'global_time':8.943183, 'hit_distance':5.597436 
'global_time':8.953962, 'hit_distance':5.567053 
'global_time':8.953962, 'hit_distance':5.5798 
'global_time':8.966664, 'hit_distance':5.612957 
'global_time':8.966664, 'hit_distance':5.572263 
'global_time':8.980459, 'hit_distance':5.589115 
'global_time':8.980459, 'hit_distance':5.572021 
'global_time':8.993704, 'hit_distance':5.605924 
'global_time':8.993704, 'hit_distance':5.575323 
'global_time':9.005628, 'hit_distance':5.535335 
'global_time':9.005628, 'hit_distance':5.571116 
'global_time':9.01619, 'hit_distance':5.49907 
'global_time':9.01619, 'hit_distance':5.561476 
'global_time':9.027281, 'hit_distance':5.477597 
'global_time':9.027281, 'hit_distance':5.548841 
'global_time':9.038665, 'hit_distance':5.480696 
'global_time':9.038665, 'hit_distance':5.537671 
'global_time':9.050856, 'hit_distance':5.494131 
'global_time':9.050856, 'hit_distance':5.530359 
'global_time':9.062027, 'hit_distance':5.499601 
'global_time':9.062027, 'hit_distance':5.522901 
'global_time':9.073747, 'hit_distance':5.494046 
'global_time':9.073747, 'hit_distance':5.511449 
'global_time':9.088034, 'hit_distance':5.485842 
'global_time':9.088034, 'hit_distance':5.501482 
'global_time':9.100274, 'hit_distance':5.495915 
'global_time':9.100274, 'hit_distance':5.492184 
'global_time':9.110806, 'hit_distance':5.493536 
'global_time':9.110806, 'hit_distance':5.488346 
'global_time':9.121112, 'hit_distance':5.499499 
'global_time':9.121112, 'hit_distance':5.488468 
'global_time':9.133708, 'hit_distance':5.496249 
'global_time':9.133708, 'hit_distance':5.490683 
'global_time':9.144429, 'hit_distance':5.483083 
'global_time':9.144429, 'hit_distance':5.491023 
'global_time':9.157254, 'hit_distance':5.500234 
'global_time':9.157254, 'hit_distance':5.49175 
'global_time':9.169079, 'hit_distance':5.496639 
'global_time':9.169079, 'hit_distance':5.491164 
'global_time':9.18085, 'hit_distance':5.518895 
'global_time':9.18085, 'hit_distance':5.493847 
'global_time':9.192526, 'hit_distance':5.506912 
'global_time':9.192526, 'hit_distance':5.496462 
'global_time':9.203133, 'hit_distance':5.525413 
'global_time':9.203133, 'hit_distance':5.499721 
'global_time':9.214745, 'hit_distance':5.51474 
'global_time':9.214745, 'hit_distance':5.502205 
'global_time':9.227736, 'hit_distance':5.511914 
'global_time':9.227736, 'hit_distance':5.503743 
'global_time':9.239457, 'hit_distance':5.51172 
'global_time':9.239457, 'hit_distance':5.505595 
'global_time':9.250984, 'hit_distance':5.519707 
'global_time':9.250984, 'hit_distance':5.509998 
'global_time':9.26022, 'hit_distance':5.525723 
'global_time':9.26022, 'hit_distance':5.512994 
'global_time':9.2716, 'hit_distance':5.532416 
'global_time':9.2716, 'hit_distance':5.517204 
'global_time':9.283146, 'hit_distance':5.53245 
