2.608442, 5.709758, 0, 0, False
2.625627, 1.645687, 5.709758, 0, False
2.634008, 4.073575, 3.677723, 0, False
2.641628, 3.875215, 3.809674, 0.2966726, False
2.652646, 4.570307, 3.826059, 1.36313, False
2.66343, 1.804827, 3.974908, -0.7868285, False
2.67461, 4.573981, 3.193922, -1.033357, False
2.685997, 1.124558, 3.779581, -0.3382971, False
5.166644, 1.197513, 3.189777, -2.028369, False
5.177731, 4.539911, 2.654237, 0.01944232, False
5.192321, 4.064302, 2.648158, 3.141072, False
5.206453, 2.51903, 3.100053, 0.4229541, False
5.214936, 8.466609, 2.689062, 1.190712, False
5.241987, 29.75648, 4.157473, 15.81988, False
5.253587, 2.179343, 9.869267, 10.47509, False
5.26421, 4.814233, 9.397153, -15.61476, False
5.286965, 5.507257, 9.547139, -10.80717, False
5.2975, 1.76934, 10.14478, 0.1415107, False
5.308829, 2.712149, 8.80533, -2.92, False
5.319796, 3.98994, 3.396463, -0.2872534, False
5.330739, 4.083848, 3.758583, 1.79615, False
5.342015, 6.703811, 3.612506, 2.042784, False
5.353339, 6.215237, 3.851817, 2.42263, False
5.364083, 6.780663, 4.740996, 1.10412, False
5.375321, 2.389158, 5.554699, -1.874614, False
5.391819, 2.380697, 5.234542, -4.113022, False
5.401278, 3.090875, 4.893912, -1.849123, False
5.409323, 3.497857, 4.171325, 0.9094391, False
5.419754, 4.733063, 3.62785, 1.379673, False
5.430829, 1.912887, 3.21833, 0.02860832, False
5.441993, 2.6193, 3.123075, -1.849367, False
5.453166, 2.074296, 3.170796, -0.9761767, False
5.464372, 0.9164016, 2.96748, -0.7707446, False
5.676545, 9.647607, 2.451189, 2.935206, False
5.687668, 22.45124, 3.434097, 14.55407, False
5.698561, 3.38246, 7.541767, 7.634844, False
5.709601, 2.931535, 7.694399, -12.89242, False
5.877619, 4.847866, 7.865847, -9.027147, False
5.88934, 4.87282, 8.65214, 1.703345, False
5.956222, 3.663218, 7.697183, 0.3783188, False
6.022724, 6.56008, 3.93958, 0.2513061, False
6.055884, 20.02837, 4.575104, 9.026205, False
6.077712, 2.920759, 7.99447, 6.362915, False
6.089397, 5.816513, 7.609048, -8.925588, False
6.099555, 1.709071, 7.797788, -7.711771, False
6.110547, 1.618152, 7.406958, -2.705025, False
6.122776, 1.196202, 6.418573, -2.355615, False
6.132964, 0.6674179, 2.65214, -0.7318017, False
6.821161, 3.622451, 2.201471, 0.7377577, False
6.833671, 4.26638, 1.762659, 3.012606, False
6.843842, 7.238146, 2.274121, 3.607329, False
6.854529, 7.238146, 3.398119, 3.29373, False
6.863136, 7.240036, 4.606508, 1.486828, False
6.873732, 3.544227, 5.921032, -1.846014, False
6.885892, 2.787914, 5.905387, -4.07302, False
6.895774, 3.226934, 5.609694, -2.384707, False
6.90685, 2.635729, 4.807452, -0.2347393, False
6.918854, 5.221067, 3.886968, 0.9209738, False
6.929247, 9.554744, 3.483175, 4.456574, False
6.940181, 4.24706, 4.685277, 2.972504, False
6.95248, 3.901824, 4.977107, -3.313464, False
6.962492, 3.962861, 5.112084, -2.96856, False
6.973556, 3.491919, 5.377511, -0.3470521, False
6.98559, 2.839603, 5.031681, -0.7665811, False
6.995977, 2.03631, 3.688653, -1.289433, False
7.007041, 2.905972, 3.246503, -0.6946201, False
7.018545, 2.6468, 3.047332, 0.3384292, False
7.029288, 3.064739, 2.78412, 0.3846288, False
7.040104, 3.974938, 2.698684, 0.7434525, False
7.052393, 3.193728, 2.925751, 0.7285633, False
7.062765, 2.747746, 3.157235, -0.5491011, False
7.073456, 5.193214, 3.125589, 0.386147, False
7.085423, 3.701255, 3.634872, 1.476497, False
7.096509, 2.666396, 3.762176, -0.7866545, False
7.107159, 3.397931, 3.500467, -1.415071, False
7.119806, 3.210503, 3.541308, 0.1203916, False
7.130204, 4.7342, 3.633859, 0.9401884, False
7.14014, 3.435806, 3.542056, 0.7807858, False
7.151625, 4.464847, 3.488966, -0.02202511, False
7.16222, 3.731889, 3.848657, 0.01336479, False
7.173672, 3.415365, 3.915448, -0.3766994, False
7.185182, 2.908668, 3.956421, -0.9363513, False
