0.4032559, 0.9595499, 0, 0, False
0.4260648, 1.082927, 0.9595499, 0, False
0.4347096, 1.074584, 1.021239, 0, False
0.4456044, 1.074584, 1.03902, 0.0533452, False
0.457119, 1.343894, 1.047911, 0.1304834, False
0.4681031, 1.070257, 1.107108, 0.1324918, False
0.4807616, 1.512668, 1.129249, 0.08222342, False
0.4909303, 1.484123, 1.215197, 0.2913201, False
0.5013545, 1.324929, 1.297105, 0.1130638, False
0.5120441, 1.55077, 1.347174, -0.06054616, False
0.5234106, 1.157186, 1.388549, -0.05054832, False
0.5343024, 1.711936, 1.405935, -0.003288507, False
0.5454478, 2.163699, 1.445789, 0.5838399, False
0.9589238, 1.693266, 1.581704, 0.4939218, False
0.9665791, 2.467811, 1.655371, 0.1427209, False
0.9729447, 2.162584, 1.83878, 0.3867147, False
0.9839677, 2.061687, 2.039859, 0.03159618, False
0.9952802, 1.653904, 2.109809, -0.4574022, False
1.006136, 1.645554, 2.00785, -0.462406, False
1.017285, 1.655032, 1.998308, -0.2075021, False
1.028569, 1.543211, 1.835752, -0.05060744, False
1.039607, 1.975804, 1.711877, 0.1092141, False
1.051314, 1.800625, 1.694701, 0.2890928, False
1.06195, 1.312149, 1.724045, -0.2031202, False
1.250704, 1.499379, 1.657364, -0.4824499, False
1.261589, 1.495386, 1.626233, -0.05900455, False
1.273261, 1.239892, 1.616668, -0.03812551, False
1.284197, 1.506012, 1.469486, -0.1244305, False
1.295163, 1.97317, 1.410563, 0.3719523, False
1.306231, 1.50107, 1.542768, 0.3641685, False
1.317352, 1.575889, 1.543106, -0.2011114, False
1.328589, 1.58746, 1.559206, -0.1554458, False
1.339403, 1.263486, 1.62872, -0.1130069, False
1.350653, 1.488754, 1.580215, -0.2055547, False
1.361665, 1.184037, 1.483332, -0.089077, False
1.373141, 1.199342, 1.419925, -0.18443, False
1.384645, 1.296723, 1.344616, -0.08836305, False
1.395775, 1.087451, 1.286468, 0.0003969669, False
1.406571, 1.436864, 1.251261, 0.01412463, False
1.41779, 1.582876, 1.240883, 0.317783, False
1.429134, 1.414066, 1.320651, 0.2363137, False
