0.005769, 0.6209104, 0.6209104, 0.5452684
0.0160834, 0.5610532, 0.5909818, 0.5453194
0.0270577, 0.5610532, 0.5810056, 0.5454492
0.0384268, 0.550561, 0.5733944, 0.545497
0.0495336, 0.5940092, 0.5775174, 0.5455123
0.0606042, 0.7337073, 0.603549, 0.545556
0.0713592, 0.595259, 0.6023647, 0.5455945
0.0824778, 0.652821, 0.6086717, 0.545643
0.0943272, 0.5722898, 0.6046293, 0.5456877
0.105114, 0.6494107, 0.6091074, 0.5456502
0.1157415, 0.6114044, 0.6093163, 0.5456681
0.1268016, 0.6326718, 0.6112626, 0.5456545
0.1377898, 0.5898511, 0.6096156, 0.5456502
0.1488941, 0.5755058, 0.6071792, 0.5456645
0.1600478, 0.5975094, 0.6065345, 0.5456471
0.1711497, 0.6160666, 0.6071303, 0.5455962
0.1822703, 0.5767731, 0.6053445, 0.5456001
0.1933225, 0.5971713, 0.6048905, 0.5455245
0.2044893, 0.6057492, 0.6049357, 0.5454372
0.2154694, 0.595229, 0.6044503, 0.5454004
0.2267455, 0.5954525, 0.6031774, 0.5453679
0.2377601, 0.590709, 0.6046602, 0.5453195
0.2488092, 0.5901822, 0.6061167, 0.5452558
0.2633881, 0.5910432, 0.6081408, 0.5452275
0.2710698, 0.5915378, 0.6080172, 0.5451742
0.2821099, 0.5914543, 0.6009046, 0.5451412
0.2932152, 0.5879834, 0.6005408, 0.5450662
0.3043388, 0.5869384, 0.5972467, 0.5450253
0.3153545, 0.5873978, 0.5980021, 0.5449826
0.3265682, 0.5849718, 0.5947801, 0.544942
0.3376836, 0.5707722, 0.5927485, 0.5448894
0.34882, 0.5871584, 0.5904729, 0.544716
0.3599848, 0.5911023, 0.5905355, 0.5446674
0.3710554, 0.5848169, 0.591001, 0.5446808
0.3820455, 0.5824141, 0.5902462, 0.5447021
0.3932222, 0.579235, 0.5884046, 0.5446613
0.4044778, 0.5787957, 0.5885057, 0.5446431
0.4153714, 0.5817311, 0.5877337, 0.5446038
0.4266172, 0.5824054, 0.5865666, 0.5446892
0.4376544, 0.584087, 0.5860094, 0.5446613
0.4486903, 0.5818669, 0.5853302, 0.544585
0.4599011, 0.5856055, 0.585075, 0.5445591
0.4709985, 0.5871347, 0.5849227, 0.5445383
0.4819729, 0.5910597, 0.5849234, 0.5445874
0.4931905, 0.5975463, 0.5852239, 0.5445794
0.5043193, 0.6085383, 0.5860781, 0.5444869
0.5152211, 0.6026359, 0.5868108, 0.5444617
0.5265214, 0.5931233, 0.58712, 0.5443801
0.5377055, 0.5798104, 0.5867406, 0.544358
0.5488183, 0.5932031, 0.5871522, 0.5443304
0.5599345, 0.5979304, 0.5885102, 0.5443549
0.5708901, 0.5930168, 0.5888031, 0.5443327
0.5819139, 0.5789356, 0.5881947, 0.5443019
0.5931773, 0.5782323, 0.5878655, 0.544284
0.6042461, 0.5761694, 0.5875533, 0.5443184
0.6154194, 0.5764416, 0.5874136, 0.5443273
0.6266202, 0.5784419, 0.5873959, 0.5442894
0.6375401, 0.5776116, 0.58719, 0.5442984
0.6486044, 0.5909456, 0.587617, 0.5443526
0.6598685, 0.5973144, 0.5882784, 0.5443161
0.6709834, 0.5955313, 0.5889615, 0.5442484
0.6819412, 0.5913643, 0.5892495, 0.544291
0.6930026, 0.587132, 0.5892494, 0.5443066
0.7042145, 0.5858335, 0.5889881, 0.5441628
0.7152253, 0.5870439, 0.5884629, 0.5441574
0.7265447, 0.5834805, 0.5872101, 0.544324
0.7376601, 0.5898595, 0.5865712, 0.5443445
0.7486334, 0.5885562, 0.5863429, 0.5443823
0.7597108, 0.5844835, 0.5865765, 0.5444083
0.7707607, 0.58118, 0.5859753, 0.5443932
0.7819273, 0.584033, 0.5852805, 0.5443439
0.7930709, 0.5943835, 0.5853488, 0.544372
0.8041493, 0.6105881, 0.5869314, 0.5442304
0.8152203, 0.6163282, 0.5888362, 0.5442566
0.8263822, 0.623252, 0.5911903, 0.5442517
0.8374869, 0.6303432, 0.5938854, 0.5442761
0.8486248, 0.6545585, 0.5976912, 0.5444257
0.8598329, 0.6564947, 0.6016354, 0.5444989
0.8708546, 0.6616956, 0.6051729, 0.5445167
0.8819194, 0.648596, 0.6077369, 0.5444877
0.8929771, 0.6367761, 0.6097992, 0.5445003
0.9041911, 0.6389068, 0.6121763, 0.5445506
0.915195, 0.6394234, 0.6147909, 0.5445608
0.9263737, 0.6465601, 0.6178272, 0.5444521
0.9374682, 0.6544935, 0.6211997, 0.544466
0.9484106, 0.6541616, 0.6247337, 0.5445722
0.9597815, 0.6545051, 0.627966, 0.5446143
0.970863, 0.6544383, 0.63126, 0.544617
0.9819478, 0.6546051, 0.6347662, 0.5447116
0.9930696, 0.6297685, 0.6371956, 0.5447206
1.004106, 0.6262761, 0.6393077, 0.544645
1.015267, 0.6239101, 0.6407841, 0.5446462
1.026243, 0.647702, 0.6426398, 0.5446411
1.037684, 0.672748, 0.6454607, 0.5446629
1.048369, 0.6734287, 0.6479696, 0.5446479
1.059763, 0.670989, 0.6500019, 0.54464
1.070854, 0.6517004, 0.649859, 0.5446086
1.081808, 0.6408348, 0.6490759, 0.5445134
1.092715, 0.6382642, 0.6479044, 0.5445109
1.104033, 0.6445451, 0.6477019, 0.5445815
1.114935, 0.6606293, 0.6488945, 0.5445991
1.126275, 0.6304566, 0.648472, 0.54465
1.137463, 0.6289789, 0.6479498, 0.5446612
1.14846, 0.6297977, 0.6471117, 0.5447078
1.159753, 0.6269557, 0.6457348, 0.5447194
1.170913, 0.6284618, 0.6444498, 0.5447425
1.181803, 0.624134, 0.6429313, 0.5447605
1.192874, 0.6191262, 0.6411657, 0.5447571
1.204137, 0.6174514, 0.6393081, 0.5445915
1.215045, 0.6199839, 0.6388189, 0.5446048
1.226156, 0.624033, 0.6387067, 0.5448088
1.237339, 0.6163904, 0.6383307, 0.544834
1.248436, 0.6171773, 0.6368045, 0.5449813
1.259672, 0.6163579, 0.6339849, 0.5450096
1.270524, 0.6084911, 0.6307381, 0.545006
1.281679, 0.5999236, 0.6271848, 0.5450419
1.292633, 0.5981174, 0.6245057, 0.5450879
1.303992, 0.5945266, 0.6221903, 0.5451369
1.315062, 0.596729, 0.6201135, 0.5451824
1.326263, 0.5983959, 0.6178061, 0.545252
1.337212, 0.5964402, 0.6145966, 0.5453114
1.348501, 0.6003607, 0.6130918, 0.5453915
1.35973, 0.5972842, 0.6115071, 0.5454641
1.370444, 0.5956905, 0.6098017, 0.5455641
1.381482, 0.5844074, 0.6076743, 0.5455938
1.392826, 0.5907728, 0.6057898, 0.5456632
1.403918, 0.5887419, 0.6040202, 0.545729
1.414829, 0.5908292, 0.6026054, 0.5457802
1.426151, 0.5908808, 0.6012768, 0.5458475
1.437249, 0.5924652, 0.5999009, 0.5459405
1.448221, 0.5915821, 0.5982784, 0.5458939
1.459522, 0.5917998, 0.5970489, 0.5459742
1.470545, 0.5922066, 0.5958003, 0.5460137
1.481743, 0.5898824, 0.5944766, 0.5461017
1.492765, 0.6000881, 0.5940565, 0.5461273
1.503957, 0.5946914, 0.5937948, 0.5461318
1.515034, 0.6001582, 0.5938969, 0.5461915
1.525944, 0.5992273, 0.5941319, 0.5462607
1.537081, 0.6110699, 0.5948489, 0.5463455
1.54814, 0.6050407, 0.5951811, 0.5463443
1.559615, 0.6141517, 0.5960667, 0.5463736
1.570411, 0.6156337, 0.5968304, 0.5463809
1.581479, 0.6146534, 0.5976988, 0.5463962
1.592763, 0.6120748, 0.598518, 0.5463154
1.604053, 0.6126934, 0.5999323, 0.5463338
1.614895, 0.6105621, 0.6009218, 0.5463802
1.625893, 0.6103661, 0.602003, 0.5463336
1.637275, 0.6096256, 0.6029428, 0.5463408
1.6482, 0.6014459, 0.6034712, 0.546494
1.659189, 0.6032193, 0.6040088, 0.5465217
1.670294, 0.6035126, 0.6046053, 0.5464944
1.681502, 0.6075487, 0.6053928, 0.546475
1.692697, 0.6101962, 0.6062922, 0.5465015
1.703857, 0.6066206, 0.6071292, 0.5465361
1.714781, 0.6057264, 0.6074111, 0.5465758
1.72612, 0.6060131, 0.6079772, 0.5465605
1.737111, 0.6112939, 0.608534, 0.5466071
1.748009, 0.6099499, 0.6090701, 0.5466914
1.759342, 0.6176237, 0.6093978, 0.5467395
1.770215, 0.6092168, 0.6096066, 0.5467759
1.781718, 0.6055853, 0.6091782, 0.5468479
1.792477, 0.6048537, 0.6086392, 0.5468913
1.803788, 0.5909433, 0.6074537, 0.5469976
1.814783, 0.5911671, 0.6064084, 0.5470358
1.826097, 0.6089342, 0.6062204, 0.5470868
1.837085, 0.6157736, 0.606481, 0.5471284
1.847827, 0.6157513, 0.6067502, 0.5471581
1.85934, 0.6204973, 0.6072938, 0.5472293
1.870378, 0.6251467, 0.6084788, 0.5472661
1.881267, 0.6226531, 0.6094505, 0.5472882
1.892644, 0.6243832, 0.610494, 0.5473101
1.903595, 0.6469041, 0.6124618, 0.54732
1.91462, 0.6487662, 0.6143903, 0.5473899
1.925976, 0.6488506, 0.6165018, 0.5474108
1.936943, 0.6581838, 0.6191247, 0.547422
1.948058, 0.6486208, 0.621255, 0.5470422
1.959206, 0.6488044, 0.6231306, 0.5470061
1.970243, 0.6389676, 0.6245815, 0.5472367
1.981278, 0.6472306, 0.6260619, 0.5474287
1.992566, 0.6517815, 0.6281901, 0.5474339
2.003599, 0.6631191, 0.6310668, 0.5474746
2.01449, 0.6648, 0.6340641, 0.5474618
2.025848, 0.6770381, 0.6383688, 0.5475902
2.036792, 0.6973827, 0.6436796, 0.5475221
2.048231, 0.6994692, 0.6482064, 0.5474852
2.059054, 0.6954044, 0.6521879, 0.5474625
2.070275, 0.7018459, 0.6564927, 0.5474188
2.081193, 0.6970356, 0.6603196, 0.547429
2.092596, 0.6972372, 0.6639241, 0.5474198
2.103595, 0.6970724, 0.667645, 0.5473236
2.114639, 0.7037398, 0.6716129, 0.5472854
2.125692, 0.7052841, 0.6745319, 0.5472667
2.136909, 0.699898, 0.6770884, 0.5472533
2.148052, 0.6990123, 0.6795965, 0.5471742
2.159038, 0.6925222, 0.6813135, 0.5471666
2.170315, 0.7085992, 0.6843124, 0.5471256
2.181284, 0.7086577, 0.687305, 0.5471126
2.192243, 0.6783091, 0.6892721, 0.5471018
2.203597, 0.6851152, 0.6911663, 0.5470527
2.214453, 0.6833539, 0.6927449, 0.5470096
2.225785, 0.6840644, 0.6937922, 0.5470068
2.236987, 0.6783171, 0.6944681, 0.5470015
2.247748, 0.6757867, 0.6944055, 0.5469475
2.259093, 0.6763582, 0.6933542, 0.5468969
2.270282, 0.6718253, 0.6919721, 0.5468672
2.281306, 0.6691782, 0.6906608, 0.5468377
2.292269, 0.6674969, 0.6889433, 0.5468025
2.30366, 0.6678961, 0.6874863, 0.546709
2.314713, 0.6674313, 0.685996, 0.5467231
2.325797, 0.6658186, 0.6844333, 0.5466948
2.336731, 0.668012, 0.6826469, 0.5466669
2.347594, 0.6720343, 0.6809844, 0.5467121
2.358975, 0.6758404, 0.6797816, 0.5467212
2.370102, 0.6748306, 0.6785724, 0.5466865
2.381359, 0.6751328, 0.677703, 0.5466387
2.392364, 0.6763724, 0.6760916, 0.5466071
2.40347, 0.6824511, 0.6747813, 0.5465484
2.414495, 0.6913234, 0.675432, 0.5465057
2.425695, 0.6900355, 0.6756781, 0.5464979
2.436658, 0.6729404, 0.6751574, 0.5464551
2.448006, 0.6663395, 0.6742711, 0.5464016
2.458983, 0.6717931, 0.6739449, 0.5464061
2.470037, 0.6683068, 0.6735709, 0.5463118
2.481201, 0.6681032, 0.6731582, 0.5462437
2.49252, 0.6625825, 0.672696, 0.5461807
2.503515, 0.6694779, 0.672711, 0.5460975
2.51435, 0.6683398, 0.6727532, 0.546033
2.525744, 0.6676474, 0.6727407, 0.5460947
2.536617, 0.6618787, 0.6724631, 0.5460657
2.547623, 0.6813884, 0.6732416, 0.5460905
2.55895, 0.6776892, 0.6737255, 0.5460075
2.569831, 0.6741774, 0.6738327, 0.5459726
2.581213, 0.6718837, 0.6736348, 0.5459068
2.592166, 0.6650424, 0.6731454, 0.5458854
2.603489, 0.6739511, 0.6730863, 0.5458891
2.614425, 0.6739998, 0.6729677, 0.5458604
2.62549, 0.666472, 0.6721688, 0.5458804
2.636614, 0.6713656, 0.6711709, 0.5458759
2.647479, 0.6694074, 0.6701394, 0.5456015
2.658948, 0.6659115, 0.669788, 0.5456137
2.669935, 0.6585525, 0.6693987, 0.5456051
2.680902, 0.6632263, 0.6689703, 0.5457805
2.69232, 0.6597722, 0.6685435, 0.5457696
2.703355, 0.6618513, 0.6682309, 0.545745
2.71428, 0.6675652, 0.66848, 0.5457409
2.725653, 0.6685691, 0.6684346, 0.5455508
2.736765, 0.665427, 0.668289, 0.5455834
2.747522, 0.6672928, 0.6682712, 0.5457256
2.758732, 0.6660967, 0.6684822, 0.545714
2.770014, 0.6594281, 0.6673841, 0.5458022
2.781132, 0.6569141, 0.6663453, 0.5459522
2.791997, 0.6527759, 0.6652752, 0.5460113
2.803313, 0.6440172, 0.6638819, 0.5460215
2.814444, 0.6444383, 0.6628517, 0.5460052
2.825445, 0.6468942, 0.6614989, 0.5460256
2.836593, 0.669023, 0.66125, 0.5460569
2.847693, 0.6703233, 0.6614426, 0.5461038
2.858585, 0.677111, 0.6617298, 0.5461287
2.869769, 0.6768842, 0.6621037, 0.5462205
2.880951, 0.6731366, 0.6624649, 0.5462763
