1668986833,hit_distance,4.184967 
1668986849,hit_distance,4.075124 
1668985976,hit_distance,4.74036 
1668985987,hit_distance,4.126628 
1668985999,hit_distance,3.92662 
1668986049,hit_distance,4.226591 
1668986109,hit_distance,4.225599 
1668986134,hit_distance,4.859931 
1668986214,hit_distance,4.29713 
1668986290,hit_distance,4.27891 
1668986301,hit_distance,4.185192 
1668986314,hit_distance,4.373426 
1668986565,hit_distance,4.523137 
1668986597,hit_distance,4.383174 
1668986721,hit_distance,4.134672 
1668986732,hit_distance,4.029298 
1668986037,hit_distance,4.142988 
1668986049,hit_distance,4.161418 
1668986068,hit_distance,4.146682 
1668986078,hit_distance,4.164723 
1668986091,hit_distance,4.134574 
1668986102,hit_distance,4.14993 
1668986114,hit_distance,4.188164 
1668986125,hit_distance,4.156228 
1668986137,hit_distance,4.125813 
1668986149,hit_distance,4.130639 
1668986160,hit_distance,4.113531 
1668986172,hit_distance,4.116256 
1668986182,hit_distance,4.113021 
1668986195,hit_distance,4.11378 
1668986207,hit_distance,4.090039 
1668986220,hit_distance,4.103053 
1668986233,hit_distance,4.541778 
1668986245,hit_distance,5.131661 
1668986322,hit_distance,4.638264 
1668986333,hit_distance,4.485898 
1668986346,hit_distance,4.979694 
1668986393,hit_distance,5.106447 
1668986507,hit_distance,5.108318 
1668986853,hit_distance,5.130037 
1668986360,hit_distance,3.745623 
1668986372,hit_distance,3.772748 
1668986384,hit_distance,3.780412 
1668986396,hit_distance,3.779833 
1668986407,hit_distance,3.769765 
1668986419,hit_distance,3.753777 
1668986431,hit_distance,3.764049 
1668986441,hit_distance,3.752879 
1668986452,hit_distance,3.775898 
1668986465,hit_distance,3.74878 
1668986476,hit_distance,3.75913 
1668986489,hit_distance,3.740265 
1668986500,hit_distance,3.764062 
1668986512,hit_distance,3.776041 
1668986525,hit_distance,3.770289 
1668986536,hit_distance,3.74343 
1668986546,hit_distance,4.252479 
1668986560,hit_distance,4.157841 
1668986573,hit_distance,3.832432 
1668986583,hit_distance,4.263663 
1668986594,hit_distance,3.827613 
1668986607,hit_distance,3.78704 
1668986618,hit_distance,3.842382 
1668986630,hit_distance,4.023342 
1668986642,hit_distance,4.226245 
1668986651,hit_distance,4.440522 
1668986663,hit_distance,4.114967 
1668986675,hit_distance,3.678683 
1668986686,hit_distance,4.098328 
1668986710,hit_distance,4.652226 
1668986723,hit_distance,4.608224 
1668986743,hit_distance,4.296291 
1668986756,hit_distance,3.97811 
1668986767,hit_distance,4.526989 
1668986813,hit_distance,4.211473 
