'global_time':0.8551801, 'hit_distance':5.652603 
'global_time':4.967197, 'hit_distance':5.643557 
'global_time':4.978165, 'hit_distance':6.008228 
'global_time':4.978165, 'hit_distance':5.756948 
'global_time':4.991875, 'hit_distance':5.880425 
'global_time':5.003451, 'hit_distance':6.010312 
'global_time':5.003451, 'hit_distance':6.005157 
'global_time':5.015143, 'hit_distance':6.037425 
'global_time':5.015143, 'hit_distance':6.136365 
'global_time':5.027341, 'hit_distance':6.034503 
'global_time':5.037623, 'hit_distance':6.037746 
'global_time':5.050092, 'hit_distance':6.090948 
'global_time':5.061402, 'hit_distance':6.079819 
'global_time':5.072116, 'hit_distance':6.052237 
'global_time':5.085391, 'hit_distance':6.086471 
'global_time':5.096534, 'hit_distance':6.049123 
'global_time':5.108113, 'hit_distance':6.104697 
'global_time':5.120255, 'hit_distance':6.110634 
'global_time':5.132834, 'hit_distance':6.141791 
'global_time':5.145248, 'hit_distance':6.152277 
'global_time':5.156827, 'hit_distance':6.140995 
'global_time':5.168485, 'hit_distance':6.138811 
'global_time':5.18013, 'hit_distance':6.153583 
'global_time':5.18013, 'hit_distance':6.368543 
'global_time':5.192354, 'hit_distance':6.317652 
'global_time':5.203379, 'hit_distance':6.265332 
'global_time':5.213517, 'hit_distance':6.214045 
'global_time':5.226104, 'hit_distance':6.16553 
'global_time':5.236752, 'hit_distance':6.12005 
'global_time':5.249523, 'hit_distance':6.076881 
'global_time':5.260891, 'hit_distance':6.041116 
'global_time':5.272463, 'hit_distance':6.015453 
'global_time':5.284206, 'hit_distance':5.997005 
'global_time':5.295172, 'hit_distance':5.983315 
'global_time':5.306774, 'hit_distance':5.986484 
'global_time':5.31912, 'hit_distance':6.015506 
'global_time':5.330274, 'hit_distance':6.056002 
'global_time':5.571761, 'hit_distance':6.025139 
'global_time':5.650924, 'hit_distance':6.199336 
'global_time':5.662127, 'hit_distance':6.197645 
'global_time':5.674311, 'hit_distance':6.187364 
'global_time':5.685705, 'hit_distance':6.201573 
'global_time':5.69773, 'hit_distance':6.213585 
'global_time':5.873411, 'hit_distance':6.187972 
'global_time':5.886808, 'hit_distance':6.207801 
'global_time':5.899219, 'hit_distance':6.236993 
'global_time':5.910082, 'hit_distance':6.202222 
'global_time':5.920849, 'hit_distance':6.211131 
'global_time':5.933815, 'hit_distance':6.232288 
'global_time':5.945285, 'hit_distance':6.237749 
'global_time':5.945285, 'hit_distance':6.03881 
'global_time':5.95689, 'hit_distance':6.232888 
'global_time':5.95689, 'hit_distance':5.985294 
'global_time':5.968654, 'hit_distance':6.218715 
'global_time':5.968654, 'hit_distance':5.995134 
'global_time':5.982496, 'hit_distance':6.2088 
'global_time':5.982496, 'hit_distance':6.005964 
'global_time':5.99424, 'hit_distance':6.213223 
'global_time':5.99424, 'hit_distance':6.015824 
'global_time':6.009583, 'hit_distance':6.213086 
'global_time':6.009583, 'hit_distance':6.026589 
'global_time':6.020128, 'hit_distance':6.211577 
'global_time':6.020128, 'hit_distance':6.036845 
'global_time':6.032782, 'hit_distance':6.212209 
'global_time':6.032782, 'hit_distance':6.048297 
'global_time':6.044868, 'hit_distance':6.213522 
'global_time':6.044868, 'hit_distance':6.059702 
'global_time':6.055462, 'hit_distance':6.21435 
'global_time':6.055462, 'hit_distance':6.071342 
'global_time':6.066435, 'hit_distance':6.217779 
'global_time':6.066435, 'hit_distance':6.083729 
'global_time':6.079474, 'hit_distance':6.216427 
'global_time':6.079474, 'hit_distance':6.096357 
'global_time':6.091187, 'hit_distance':6.21902 
'global_time':6.091187, 'hit_distance':6.108874 
'global_time':6.1024, 'hit_distance':6.219427 
'global_time':6.1024, 'hit_distance':6.121678 
'global_time':6.115122, 'hit_distance':6.217971 
'global_time':6.115122, 'hit_distance':6.133204 
'global_time':6.128135, 'hit_distance':6.218683 
'global_time':6.128135, 'hit_distance':6.145008 
'global_time':6.141321, 'hit_distance':6.208074 
'global_time':6.141321, 'hit_distance':6.157086 
'global_time':6.153419, 'hit_distance':6.217325 
'global_time':6.153419, 'hit_distance':6.169223 
'global_time':6.165473, 'hit_distance':6.212095 
'global_time':6.165473, 'hit_distance':6.180754 
'global_time':6.178195, 'hit_distance':6.211785 
'global_time':6.178195, 'hit_distance':6.192888 
'global_time':6.187737, 'hit_distance':6.190999 
'global_time':6.187737, 'hit_distance':6.202442 
'global_time':6.199557, 'hit_distance':6.155268 
'global_time':6.199557, 'hit_distance':6.206508 
'global_time':6.212026, 'hit_distance':6.143049 
'global_time':6.212026, 'hit_distance':6.204457 
'global_time':6.22707, 'hit_distance':6.199672 
'global_time':6.238271, 'hit_distance':6.195861 
'global_time':6.250159, 'hit_distance':6.192 
'global_time':6.262066, 'hit_distance':6.187538 
'global_time':6.274494, 'hit_distance':6.186882 
'global_time':6.286399, 'hit_distance':6.18312 
'global_time':6.297869, 'hit_distance':6.178828 
'global_time':6.311626, 'hit_distance':6.174109 
'global_time':6.322288, 'hit_distance':6.169932 
'global_time':6.333398, 'hit_distance':6.165473 
'global_time':6.345417, 'hit_distance':6.161748 
'global_time':6.358149, 'hit_distance':6.165952 
'global_time':6.36928, 'hit_distance':6.174249 
'global_time':6.379978, 'hit_distance':6.187204 
'global_time':6.391712, 'hit_distance':5.740057 
'global_time':6.391712, 'hit_distance':6.207443 
'global_time':6.404561, 'hit_distance':5.555044 
'global_time':6.404561, 'hit_distance':6.23158 
'global_time':6.417482, 'hit_distance':5.710711 
'global_time':6.417482, 'hit_distance':6.254202 
'global_time':6.428453, 'hit_distance':5.636722 
'global_time':6.43827, 'hit_distance':5.638797 
'global_time':6.451155, 'hit_distance':5.653365 
'global_time':6.462338, 'hit_distance':5.64801 
'global_time':6.474339, 'hit_distance':5.695446 
'global_time':6.485804, 'hit_distance':5.634896 
'global_time':6.496514, 'hit_distance':5.600566 
'global_time':6.507632, 'hit_distance':5.624866 
'global_time':6.51895, 'hit_distance':5.590382 
'global_time':6.529049, 'hit_distance':5.623597 
'global_time':6.541133, 'hit_distance':5.591859 
'global_time':6.553594, 'hit_distance':5.600458 
'global_time':6.563352, 'hit_distance':5.608123 
'global_time':6.575207, 'hit_distance':5.598118 
'global_time':6.585844, 'hit_distance':5.601168 
'global_time':6.599408, 'hit_distance':5.607041 
'global_time':6.610869, 'hit_distance':5.618945 
'global_time':6.623333, 'hit_distance':5.621848 
'global_time':6.634541, 'hit_distance':5.626525 
'global_time':6.646115, 'hit_distance':5.615107 
'global_time':6.657663, 'hit_distance':5.583672 
'global_time':6.670323, 'hit_distance':5.615353 
'global_time':6.681828, 'hit_distance':5.59418 
'global_time':6.681828, 'hit_distance':6.020993 
'global_time':6.695467, 'hit_distance':5.583665 
'global_time':6.695467, 'hit_distance':5.949898 
'global_time':6.707442, 'hit_distance':5.587476 
'global_time':6.707442, 'hit_distance':5.882045 
'global_time':6.719425, 'hit_distance':5.587272 
'global_time':6.719425, 'hit_distance':5.815711 
'global_time':6.731375, 'hit_distance':5.590103 
'global_time':6.731375, 'hit_distance':5.751855 
'global_time':6.750019, 'hit_distance':5.597799 
'global_time':6.750019, 'hit_distance':5.692974 
'global_time':6.76238, 'hit_distance':5.605962 
'global_time':6.76238, 'hit_distance':5.65554 
'global_time':6.774387, 'hit_distance':5.615 
'global_time':6.774387, 'hit_distance':5.628712 
'global_time':6.786886, 'hit_distance':5.608822 
'global_time':6.786886, 'hit_distance':5.61055 
'global_time':6.798777, 'hit_distance':5.605083 
'global_time':6.798777, 'hit_distance':5.60702 
'global_time':6.810402, 'hit_distance':5.618106 
'global_time':6.810402, 'hit_distance':5.609207 
'global_time':6.821494, 'hit_distance':5.64034 
'global_time':6.821494, 'hit_distance':5.607499 
'global_time':6.833227, 'hit_distance':5.658926 
'global_time':6.833227, 'hit_distance':5.608534 
'global_time':6.845377, 'hit_distance':5.65395 
'global_time':6.845377, 'hit_distance':5.609153 
'global_time':6.857075, 'hit_distance':5.666462 
'global_time':6.857075, 'hit_distance':5.609859 
'global_time':6.868282, 'hit_distance':5.661922 
'global_time':6.868282, 'hit_distance':5.610494 
'global_time':6.879878, 'hit_distance':5.656805 
'global_time':6.879878, 'hit_distance':5.609666 
'global_time':6.89246, 'hit_distance':5.649513 
'global_time':6.89246, 'hit_distance':5.610272 
'global_time':6.904252, 'hit_distance':5.642153 
'global_time':6.904252, 'hit_distance':5.611618 
'global_time':6.915502, 'hit_distance':5.632813 
'global_time':6.915502, 'hit_distance':5.611941 
'global_time':6.92831, 'hit_distance':5.617561 
'global_time':6.92831, 'hit_distance':5.612847 
'global_time':6.94052, 'hit_distance':5.661355 
'global_time':6.94052, 'hit_distance':5.614038 
'global_time':6.95163, 'hit_distance':5.700521 
'global_time':6.95163, 'hit_distance':5.617169 
'global_time':6.96489, 'hit_distance':5.956516 
'global_time':6.96489, 'hit_distance':5.626791 
'global_time':6.976523, 'hit_distance':5.660748 
'global_time':6.98796, 'hit_distance':5.704364 
'global_time':6.999636, 'hit_distance':6.005157 
'global_time':6.999636, 'hit_distance':5.76999 
'global_time':7.012138, 'hit_distance':5.850313 
'global_time':7.023287, 'hit_distance':5.949824 
'global_time':7.033617, 'hit_distance':5.65104 
'global_time':7.033617, 'hit_distance':6.063815 
'global_time':7.045211, 'hit_distance':5.636505 
'global_time':7.05722, 'hit_distance':5.579515 
'global_time':7.069616, 'hit_distance':5.560731 
'global_time':7.081464, 'hit_distance':5.557418 
'global_time':7.12549, 'hit_distance':5.539449 
'global_time':7.135722, 'hit_distance':5.549667 
'global_time':7.147277, 'hit_distance':5.567362 
'global_time':7.147277, 'hit_distance':6.201838 
'global_time':7.16016, 'hit_distance':5.562151 
'global_time':7.16016, 'hit_distance':6.122619 
'global_time':7.171455, 'hit_distance':5.565501 
'global_time':7.171455, 'hit_distance':6.048526 
'global_time':7.184745, 'hit_distance':5.556245 
'global_time':7.184745, 'hit_distance':5.980538 
'global_time':7.195111, 'hit_distance':5.548427 
'global_time':7.195111, 'hit_distance':5.91884 
'global_time':7.208648, 'hit_distance':5.556009 
'global_time':7.208648, 'hit_distance':5.95448 
'global_time':7.21984, 'hit_distance':5.553159 
'global_time':7.233623, 'hit_distance':5.550756 
'global_time':7.244946, 'hit_distance':5.559737 
'global_time':7.255894, 'hit_distance':5.544363 
'global_time':7.255894, 'hit_distance':5.681196 
'global_time':7.267725, 'hit_distance':5.541098 
'global_time':7.267725, 'hit_distance':5.648243 
'global_time':7.279301, 'hit_distance':5.544975 
'global_time':7.279301, 'hit_distance':5.6191 
'global_time':7.29144, 'hit_distance':5.53536 
'global_time':7.29144, 'hit_distance':5.594439 
'global_time':7.304082, 'hit_distance':5.53542 
'global_time':7.304082, 'hit_distance':5.573401 
'global_time':7.315332, 'hit_distance':5.530045 
'global_time':7.315332, 'hit_distance':5.55623 
'global_time':7.326889, 'hit_distance':5.527936 
'global_time':7.326889, 'hit_distance':5.542359 
'global_time':7.338516, 'hit_distance':5.527458 
'global_time':7.352212, 'hit_distance':5.525489 
'global_time':7.363375, 'hit_distance':5.525331 
'global_time':7.375447, 'hit_distance':5.522601 
'global_time':7.386317, 'hit_distance':5.521514 
'global_time':7.399081, 'hit_distance':5.523566 
'global_time':7.411032, 'hit_distance':5.521011 
'global_time':7.421525, 'hit_distance':5.520679 
'global_time':7.421525, 'hit_distance':5.520918 
'global_time':7.432546, 'hit_distance':5.522368 
'global_time':7.446646, 'hit_distance':5.52395 
'global_time':7.458157, 'hit_distance':5.52515 
'global_time':7.469726, 'hit_distance':5.52627 
'global_time':7.483706, 'hit_distance':5.527139 
'global_time':7.500922, 'hit_distance':5.527166 
'global_time':7.513235, 'hit_distance':5.516501 
'global_time':7.513235, 'hit_distance':5.527564 
'global_time':7.525945, 'hit_distance':5.515835 
'global_time':7.525945, 'hit_distance':5.527332 
'global_time':7.53892, 'hit_distance':5.516056 
'global_time':7.53892, 'hit_distance':5.526795 
'global_time':7.552234, 'hit_distance':5.51509 
'global_time':7.552234, 'hit_distance':5.525723 
'global_time':7.562943, 'hit_distance':5.516353 
'global_time':7.562943, 'hit_distance':5.524576 
'global_time':7.576649, 'hit_distance':5.515287 
'global_time':7.576649, 'hit_distance':5.523597 
'global_time':7.588315, 'hit_distance':5.515224 
'global_time':7.588315, 'hit_distance':5.522619 
'global_time':7.601162, 'hit_distance':5.515213 
'global_time':7.601162, 'hit_distance':5.521773 
'global_time':7.613187, 'hit_distance':5.515737 
'global_time':7.613187, 'hit_distance':5.521117 
'global_time':7.626486, 'hit_distance':5.520045 
'global_time':7.638486, 'hit_distance':5.519117 
'global_time':7.650405, 'hit_distance':5.518402 
'global_time':7.661465, 'hit_distance':5.540379 
'global_time':7.661465, 'hit_distance':5.517247 
'global_time':7.674201, 'hit_distance':5.664093 
'global_time':7.674201, 'hit_distance':5.516031 
'global_time':7.696156, 'hit_distance':5.91966 
'global_time':7.706638, 'hit_distance':6.149057 
'global_time':7.72046, 'hit_distance':6.159697 
'global_time':7.732597, 'hit_distance':6.097127 
'global_time':7.746431, 'hit_distance':6.056861 
'global_time':7.758034, 'hit_distance':6.07959 
'global_time':7.758034, 'hit_distance':5.532228 
'global_time':7.769307, 'hit_distance':6.084566 
'global_time':7.769307, 'hit_distance':5.539179 
'global_time':7.781115, 'hit_distance':6.094916 
'global_time':7.781115, 'hit_distance':5.547374 
'global_time':7.794574, 'hit_distance':6.106209 
'global_time':7.794574, 'hit_distance':5.556737 
'global_time':7.807305, 'hit_distance':6.095386 
'global_time':7.807305, 'hit_distance':5.567088 
'global_time':7.820969, 'hit_distance':6.106208 
'global_time':7.820969, 'hit_distance':5.579107 
'global_time':7.832482, 'hit_distance':6.084115 
'global_time':7.832482, 'hit_distance':5.591814 
'global_time':7.843711, 'hit_distance':6.104557 
'global_time':7.843711, 'hit_distance':5.606037 
'global_time':7.856473, 'hit_distance':6.109393 
'global_time':7.856473, 'hit_distance':5.621115 
'global_time':7.867367, 'hit_distance':6.104923 
'global_time':7.867367, 'hit_distance':5.637424 
'global_time':7.877973, 'hit_distance':6.093445 
'global_time':7.877973, 'hit_distance':5.654492 
'global_time':7.891612, 'hit_distance':6.122687 
'global_time':7.891612, 'hit_distance':5.672999 
'global_time':7.903314, 'hit_distance':6.090466 
'global_time':7.903314, 'hit_distance':5.691945 
'global_time':7.9163, 'hit_distance':6.074783 
'global_time':7.928002, 'hit_distance':6.088161 
'global_time':7.940247, 'hit_distance':6.092111 
'global_time':7.950924, 'hit_distance':6.067916 
'global_time':7.963609, 'hit_distance':6.099174 
'global_time':7.975395, 'hit_distance':6.056828 
'global_time':7.985484, 'hit_distance':6.057117 
'global_time':7.99607, 'hit_distance':6.066746 
'global_time':7.99607, 'hit_distance':5.882241 
'global_time':8.008364, 'hit_distance':6.06005 
'global_time':8.008364, 'hit_distance':5.910372 
'global_time':8.01932, 'hit_distance':6.066418 
'global_time':8.01932, 'hit_distance':5.940054 
'global_time':8.03226, 'hit_distance':6.074669 
'global_time':8.03226, 'hit_distance':5.969356 
'global_time':8.043353, 'hit_distance':6.045929 
'global_time':8.043353, 'hit_distance':5.99866 
'global_time':8.057713, 'hit_distance':6.075909 
'global_time':8.057713, 'hit_distance':6.029356 
'global_time':8.07323, 'hit_distance':6.056437 
'global_time':8.07323, 'hit_distance':6.055367 
'global_time':8.086258, 'hit_distance':6.0668 
'global_time':8.086258, 'hit_distance':6.07147 
'global_time':8.099449, 'hit_distance':6.059785 
'global_time':8.099449, 'hit_distance':6.08168 
'global_time':8.110935, 'hit_distance':6.063389 
'global_time':8.110935, 'hit_distance':6.088374 
'global_time':8.123148, 'hit_distance':6.060608 
'global_time':8.123148, 'hit_distance':6.085988 
'global_time':8.135255, 'hit_distance':6.061495 
'global_time':8.135255, 'hit_distance':6.083247 
'global_time':8.14722, 'hit_distance':6.073339 
'global_time':8.14722, 'hit_distance':6.082545 
'global_time':8.157925, 'hit_distance':6.062466 
'global_time':8.157925, 'hit_distance':6.08273 
'global_time':8.168585, 'hit_distance':6.059974 
'global_time':8.168585, 'hit_distance':6.082172 
'global_time':8.181779, 'hit_distance':6.062647 
'global_time':8.181779, 'hit_distance':6.081566 
'global_time':8.196333, 'hit_distance':6.058283 
'global_time':8.196333, 'hit_distance':6.080506 
'global_time':8.207292, 'hit_distance':6.066752 
