3.010081, 1, FP
3.134413, 1, TN
5.629647, 1, FP
7.344261, 1, TN
8.777015, 1, FP
9.176719, 1, TN
9.684999, 1, FP
10.46485, 1, TN
11.9201, 1, FP
12.80843, 1, TN
13.16377, 1, FP
14.09667, 1, TN
14.21878, 1, FP
14.82926, 1, TN
15.87374, 1, FP
16.7733, 1, TN
16.89548, 1, FP
17.77276, 1, TN
19.40289, 1, FP
22.21707, 1, TN
22.45546, 1, FP
22.9591, 1, TN
26.54672, 1, TP
28.9545, 1, TN
32.35516, 2, TP
35.66444, 2, TN
38.8727, 3, TP
41.03992, 3, TN
42.79346, 4, TP
44.39392, 4, TN
46.68031, 5, TP
48.21429, 5, TN
