0.0234659, 1, FP
0.1675549, 1, TN
2.279689, 1, TP
2.941727, 1, TN
4.299614, 2, TP
5.242701, 2, FN
6.272318, 2, FP
6.40638, 2, TN
8.498639, 3, TP
8.873333, 3, TN
10.68404, 4, TP
10.81423, 4, FN
12.92693, 4, FP
13.07059, 4, TN
15.34015, 5, FP
15.46661, 5, TN
18.61792, 5, TP
18.73518, 5, FN
22.03398, 5, TP
22.16427, 5, TN
26.03124, 6, FP
26.1552, 6, TN
29.13903, 6, TP
29.45175, 6, TN
31.91798, 7, TP
32.5839, 7, FN
35.78789, 7, TP
36.12566, 7, TN
39.9132, 8, TP
40.89119, 8, TN
46.27376, 9, TP
46.95552, 9, TN
49.23194, 10, TP
50.25819, 10, TN
