3.054338, 1.823925, 1.823929
3.066013, 1.795912, 1.795916
3.078077, 1.682858, 1.682863
3.088871, 1.492679, 1.492684
3.099469, 1.493081, 1.493085
3.110517, 1.472666, 1.47267
3.1208, 1.464625, 1.464629
3.132839, 1.463632, 1.463636
3.146208, 1.429247, 1.429252
3.157942, 1.386109, 1.386113
3.17035, 1.398444, 1.398448
3.181009, 1.384194, 1.384198
3.192971, 1.360052, 1.360056
3.204917, 1.363227, 1.363231
3.217017, 1.376106, 1.37611
3.23174, 1.365995, 1.365999
3.250378, 1.37431, 1.374314
3.262071, 1.377991, 1.377995
3.273643, 1.388264, 1.388268
3.284991, 1.40691, 1.406914
3.296148, 1.404403, 1.404407
3.307901, 1.38393, 1.383934
3.320156, 1.381546, 1.381551
3.331256, 1.409742, 1.409746
3.342935, 1.399141, 1.399145
3.355485, 1.49404, 1.494044
3.367647, 1.478645, 1.478649
3.379802, 1.460916, 1.46092
3.392492, 1.44887, 1.448874
3.404251, 1.460796, 1.4608
3.416057, 1.515941, 1.515945
3.428624, 1.425626, 1.42563
3.44076, 1.627589, 1.627593
3.451885, 1.484784, 1.484788
3.462606, 1.317237, 1.31724
3.47288, 1.773286, 1.77329
3.48547, 1.857548, 1.857552
3.496002, 2.506266, 2.50627
3.507673, 2.471852, 2.471856
3.52038, 1.842118, 1.842122
3.53089, 1.748118, 1.748122
3.543065, 2.550971, 2.550975
3.555369, 2.403209, 2.403214
3.566956, 2.876576, 2.87658
3.578841, 2.973535, 2.973539
3.5911, 3.034473, 3.034477
3.603412, 2.771206, 2.77121
3.614121, 2.94532, 2.945324
3.626121, 2.048776, 2.048779
3.638296, 2.195509, 2.195513
3.650872, 1.848328, 1.848331
3.662898, 2.704413, 2.704416
3.674887, 3.969331, 3.969334
3.686931, 4.906935, 4.906938
3.699203, 3.465883, 3.465886
3.710926, 3.726958, 3.72696
3.721931, 4.81286, 4.812863
3.734079, 4.898786, 4.898788
3.745986, 4.127488, 4.12749
3.758157, 5.207501, 5.207504
3.770245, 4.587291, 4.587293
3.78106, 4.454021, 4.454023
3.793138, 4.923901, 4.923903
3.80395, 4.527091, 4.527094
3.81608, 4.640488, 4.640491
3.82819, 4.657758, 4.65776
3.839153, 4.496068, 4.49607
3.850996, 4.390504, 4.390506
3.86308, 4.408273, 4.408274
3.875228, 4.404352, 4.404353
3.886819, 4.724963, 4.724965
3.899163, 4.619867, 4.619869
3.910919, 4.317539, 4.317541
3.921866, 4.967725, 4.967726
3.933851, 5.561897, 5.561898
3.945988, 5.431079, 5.43108
3.958725, 5.26739, 5.267392
3.96988, 5.650916, 5.650918
3.981081, 5.651633, 5.651635
3.992991, 6.459891, 6.459894
4.004262, 7.726915, 7.726919
4.014253, 5.409196, 5.4092
4.026275, 5.262423, 5.262427
4.038128, 0, 3.814697E-06
4.245159, 6.17452, 6.174524
4.255845, 5.212123, 5.212127
4.26694, 2.865113, 2.865118
4.278889, 3.006264, 3.006268
4.290887, 4.454733, 4.454737
4.30326, 5.755975, 5.755979
4.314171, 3.898438, 3.898442
4.326044, 3.821846, 3.821849
4.338299, 3.243326, 3.24333
4.349882, 2.644505, 2.644509
4.362358, 4.594126, 4.594131
4.373979, 3.335747, 3.335752
4.38622, 3.458342, 3.458347
4.397501, 3.498464, 3.498468
4.40916, 4.281818, 4.281823
4.464161, 5.784323, 5.784328
4.475683, 6.250463, 6.250469
4.487355, 3.376007, 3.376012
4.499165, 3.658311, 3.658316
4.510977, 4.251926, 4.251932
4.522686, 2.87456, 2.874566
4.534031, 2.813739, 2.813745
4.546021, 5.704495, 5.704501
4.557905, 3.550753, 3.55076
4.57026, 2.578244, 2.57825
4.580718, 2.752744, 2.752751
4.593153, 2.594095, 2.594101
4.604264, 2.75355, 2.753557
4.616627, 2.797753, 2.79776
4.62824, 1.869434, 1.869441
4.639206, 1.916626, 1.916633
4.65115, 1.902223, 1.902229
4.662917, 1.830899, 1.830906
4.674889, 1.905191, 1.905198
4.687429, 2.00807, 2.008077
4.698918, 1.929645, 1.929651
4.710266, 1.771182, 1.771189
4.720973, 2.004933, 2.00494
4.731873, 2.136614, 2.136621
4.742667, 2.15201, 2.152017
4.753256, 2.012792, 2.012799
4.764224, 1.935581, 1.935588
4.775078, 1.879865, 1.879872
4.786497, 1.936672, 1.936679
4.797809, 2.002991, 2.002998
4.815937, 2.247806, 2.247813
4.827188, 2.19165, 2.191657
4.838013, 2.263382, 2.263389
4.848219, 2.3016, 2.301607
4.859147, 2.477484, 2.477491
4.870431, 4.508794, 4.508801
4.880233, 4.474584, 4.474591
4.89015, 4.280356, 4.280364
4.90092, 3.536325, 3.536332
4.912044, 3.516922, 3.51693
4.923001, 3.79167, 3.791677
4.934525, 3.598359, 3.598366
4.945017, 3.128443, 3.12845
4.955042, 4.131358, 4.131366
4.965168, 4.310164, 4.310172
4.976252, 4.593281, 4.593288
4.98712, 3.750614, 3.750622
4.998073, 3.791337, 3.791345
5.008854, 3.784444, 3.784452
5.020045, 3.830361, 3.83037
5.031568, 3.949281, 3.949289
5.042129, 4.171007, 4.171016
5.054006, 4.38799, 4.387999
5.064015, 4.352468, 4.352476
5.075069, 4.159083, 4.159091
5.086447, 4.047294, 4.047302
5.097379, 3.947128, 3.947136
5.108261, 3.842523, 3.842531
5.119775, 3.866403, 3.866411
5.130584, 3.68398, 3.683988
5.141794, 3.648565, 3.648572
5.152929, 3.632099, 3.632107
5.164978, 3.564762, 3.56477
5.175917, 3.273726, 3.273734
5.186517, 3.542006, 3.542014
5.197611, 3.431033, 3.431041
5.209012, 3.528393, 3.528401
5.220519, 3.45679, 3.456798
5.231511, 3.673099, 3.673107
5.242857, 3.332027, 3.332036
5.254232, 3.472778, 3.472786
5.265512, 3.666045, 3.666054
5.277202, 3.598754, 3.598762
5.288353, 4.657562, 4.65757
5.299549, 4.784328, 4.784337
5.311418, 4.119302, 4.11931
5.322471, 4.27895, 4.278958
5.333678, 4.34868, 4.348688
5.345109, 4.677874, 4.677882
5.356277, 4.283824, 4.283833
5.368343, 4.669296, 4.669305
5.378994, 4.260427, 4.260436
5.390275, 3.88737, 3.887379
5.402339, 6.441648, 6.441657
5.424425, 2.854759, 2.854768
5.446688, 2.49602, 2.496029
5.458695, 2.037209, 2.037219
5.469868, 2.511987, 2.511996
5.480173, 1.750821, 1.750831
5.491048, 1.840456, 1.840465
5.502969, 2.146729, 2.146739
5.513704, 2.146607, 2.146616
5.52616, 1.997146, 1.997155
5.536953, 1.894046, 1.894055
5.548876, 1.837735, 1.837744
5.561193, 1.774932, 1.774941
5.571658, 1.866099, 1.866108
5.583555, 1.899672, 1.899681
5.595809, 1.95064, 1.950649
5.608057, 2.055425, 2.055434
5.619588, 1.610977, 1.610986
5.631551, 1.893202, 1.893211
5.643684, 1.975968, 1.975977
5.654692, 1.867853, 1.867862
5.666279, 1.852594, 1.852603
5.678536, 1.86202, 1.862029
5.690184, 1.797541, 1.79755
5.701347, 1.867229, 1.867238
5.714124, 1.821016, 1.821025
5.725946, 1.804996, 1.805005
5.736962, 1.795494, 1.795503
5.749217, 1.790151, 1.79016
5.760956, 1.785012, 1.785021
5.772557, 1.801575, 1.801584
5.78378, 1.779364, 1.779373
5.796228, 1.871942, 1.871951
5.808091, 1.91767, 1.917679
5.819821, 1.924092, 1.924101
5.831805, 1.915887, 1.915896
5.843686, 1.942016, 1.942025
5.854753, 2.001852, 2.001861
5.866662, 2.009131, 2.009139
5.877519, 2.010297, 2.010306
5.888369, 1.899117, 1.899126
5.900568, 1.881074, 1.881082
5.911438, 1.826034, 1.826042
5.920669, 1.891912, 1.891921
5.93248, 1.918393, 1.918401
5.942291, 1.969836, 1.969844
5.953513, 1.994146, 1.994154
5.965504, 2.134228, 2.134236
5.977665, 2.072337, 2.072345
5.988582, 2.114484, 2.114492
6.000521, 2.120274, 2.120282
6.011586, 2.160435, 2.160443
6.023906, 2.292643, 2.292651
6.034655, 2.308727, 2.308734
6.045324, 2.107156, 2.107164
6.056633, 2.103877, 2.103884
6.068568, 2.093559, 2.093566
6.078953, 2.160279, 2.160287
6.088962, 2.117137, 2.117145
6.100037, 2.016495, 2.016502
6.111358, 1.951944, 1.951952
6.120617, 2.233966, 2.233974
6.132328, 2.191164, 2.191171
6.14325, 2.130631, 2.130639
6.153609, 2.001243, 2.001251
6.165561, 2.017962, 2.01797
6.17756, 2.021418, 2.021426
6.188676, 2.085485, 2.085493
6.199555, 2.101415, 2.101423
6.210623, 2.128028, 2.128036
6.220656, 2.174813, 2.174821
6.231454, 2.227149, 2.227158
6.242324, 2.252348, 2.252357
6.26232, 2.24446, 2.244469
6.274696, 2.240592, 2.240601
6.286689, 2.241825, 2.241834
6.298678, 2.245609, 2.245617
6.309687, 2.189729, 2.189738
6.320613, 2.061091, 2.061099
6.332521, 2.050756, 2.050765
6.343635, 2.037925, 2.037934
6.354826, 2.148233, 2.148242
6.365346, 2.080957, 2.080966
6.377635, 2.13759, 2.137599
6.388683, 2.100465, 2.100474
6.401154, 2.085939, 2.085948
6.411713, 2.102824, 2.102832
6.423773, 2.136036, 2.136045
6.435607, 2.181672, 2.181681
6.445418, 2.208416, 2.208425
6.458, 2.225941, 2.225949
6.470374, 2.227985, 2.227994
6.48314, 2.168575, 2.168584
6.494541, 2.190057, 2.190065
6.50487, 2.19751, 2.197518
6.51666, 2.120713, 2.120721
6.528893, 2.093414, 2.093422
6.538839, 2.091199, 2.091207
6.550651, 2.092663, 2.092671
6.56138, 2.057364, 2.057372
6.573703, 1.992415, 1.992424
6.585699, 1.964732, 1.964741
6.596686, 1.897348, 1.897357
6.608579, 1.917444, 1.917453
6.62093, 1.940419, 1.940428
6.632324, 1.901331, 1.901339
6.643679, 1.900405, 1.900414
6.654827, 1.983321, 1.98333
6.666585, 2.027595, 2.027603
6.677468, 2.045444, 2.045453
6.687588, 1.982134, 1.982143
6.699469, 1.935627, 1.935636
6.709312, 1.86742, 1.867429
6.720309, 1.908422, 1.908431
6.7299, 1.933198, 1.933207
6.741091, 1.958514, 1.958523
6.752975, 1.978617, 1.978627
6.763679, 1.965888, 1.965897
6.775815, 1.874905, 1.874915
6.786985, 1.857682, 1.857692
6.798823, 1.875074, 1.875083
6.809666, 1.693591, 1.693601
6.820884, 1.350018, 1.350027
6.832441, 1.420303, 1.420313
6.843565, 1.278117, 1.278127
6.855113, 1.017702, 1.017712
6.867278, 1.129032, 1.129041
6.877878, 1.563554, 1.563563
6.890083, 1.284606, 1.284615
6.901862, 1.100289, 1.100298
6.912855, 0.952022, 0.9520313
6.923872, 0.9961014, 0.9961108
6.936221, 1.004177, 1.004187
